otu	statistic	p.value	parameter	method	-1	0	1	2	3	4	5	6	7	8	9	p.value.adj
Otu0020	57.49930644901896	1.0739175375294177e-8	10	Kruskal-Wallis rank sum test	2.627499408812633e-5	0	0.08600790877322052	0.046643369505241866	0.0187603457789222	4.992248876744003e-4	6.130831953896143e-5	0.002601224414724507	1.0509997635250532e-4	0	0.001366299692582569	8.806123807741225e-6
Otu0023	48.847930496669555	4.3431016990709394e-7	10	Kruskal-Wallis rank sum test	0.005097348853096508	0.13665624425234504	0.040486481515541656	0.022880264851940408	0.0031529992905751595	0.0012874747103181902	4.2915823677273007e-4	0.0014451246748469482	0.001681599621640085	1.839249586168843e-4	0.002154549515226359	1.780671696619085e-4
Otu0192	47.457891547106875	7.793618046239102e-7	10	Kruskal-Wallis rank sum test	0.002391024462019496	0	0	0	1.0509997635250532e-4	6.305998581150319e-4	0.0028814910183311876	0.0031529992905751595	0.005412648782154024	0.0093801728894611	0.00394124911321895	2.1302555993053544e-4
Otu0209	46.308138997708646	1.2611428453629366e-06	10	Kruskal-Wallis rank sum test	6.30599858115032e-4	0	0	0	1.0509997635250532e-4	0.0019443495625213485	0.003893078290724051	0.0031529992905751595	0.003599674190073307	0.0054257862791980875	0.0023910244620194963	2.58534283299402e-4
Otu0104	41.18751705495105	1.0453385029708786e-5	10	Kruskal-Wallis rank sum test	0.0011560997398775586	0	1.839249586168843e-4	4.0463490895714546e-4	0.002785149373341391	0.011639822381039965	0.016001471399668937	0.005281273811713392	0.005360098793977771	0.011127459996321502	0.0022596494915788643	0.0017143551448722408
Otu0019	40.0911811005394	1.6329571831864472e-5	10	Kruskal-Wallis rank sum test	0.012401797209595628	3.6784991723376866e-4	0	0	0.0020231745447857274	0.037074016658346254	0.04257862791980872	0.01602774639375706	0.021282745211382327	0.033290417509656056	0.016658346251872094	0.002231708150354811
Otu0047	39.617534662385616	1.9783954000759677e-5	10	Kruskal-Wallis rank sum test	0.0014451246748469482	0	0	0	3.6784991723376866e-4	0.004098899077747707	0.01449941757096438	0.006305998581150319	0.0068052234688247195	0.014851940408313408	0.005149898841272761	0.0022328324677124986
Otu0156	39.37938849960267	2.178373139231706e-5	10	Kruskal-Wallis rank sum test	4.992248876744003e-4	0	0	3.678499172337686e-5	1.3137497044063165e-4	8.145248167319162e-4	8.276623137759794e-4	5.51774875850653e-4	0.001103549751701306	0.0013794371896266324	0.0012874747103181902	0.0022328324677124986
Otu0139	38.1688366232674	3.546716070269594e-5	10	Kruskal-Wallis rank sum test	6.043248640269056e-4	0	0	0	0	0	0	0	0	0	0	0.0032314524195789637
Otu0080	37.11704502074946	5.4014604774444494e-5	10	Kruskal-Wallis rank sum test	0.0016027746393757062	0	0	3.678499172337686e-5	1.3137497044063165e-4	9.458997871725479e-4	0.0038624241309545707	0.003757324154602065	0.0024961244383720016	0.004138311568879897	0.0011298247457894321	0.004429197591504449
Otu0004	36.14415022834128	7.95068944837895e-5	10	Kruskal-Wallis rank sum test	0.04348511521584908	4.2915823677273007e-4	0.006046533014530071	0.024903439396726137	0.08484195591055992	0.13111222049975038	0.09493593280608179	0.1448014924196642	0.16379831314537954	0.15601434614677212	0.23009012322972228	0.00592687758879158
Otu0028	35.410581621424406	1.0623650240255556e-4	10	Kruskal-Wallis rank sum test	8.933497989962952e-4	0	4.368217767151002e-4	3.678499172337686e-4	0.004624398959510234	0.006778948474736594	0.004996628042425357	0.0036784991723376862	0.0027851493733413906	0.004736067684384771	0.0018129745920807167	0.006701071690007351
Otu0037	35.59182317911132	9.89087978674089e-5	10	Kruskal-Wallis rank sum test	0.001970624556609475	0	0	0	1.3137497044063165e-4	8.670748049081689e-4	0.0024216786217889767	0.0020231745447857274	0.001760424603904464	0.0036784991723376862	0.0027588743792532648	0.006701071690007351
Otu0025	34.39843967144925	1.580779357245076e-4	10	Kruskal-Wallis rank sum test	0.0316350928821041	6.130831953896143e-5	0	0	0	3.15299929057516e-4	4.598123965422108e-4	0	0.002785149373341391	0	0.011508447410599332	0.009258850521006874
Otu0013	34.04148799952354	1.8173310845939037e-4	10	Kruskal-Wallis rank sum test	0.003520849207808928	0	1.149530991355527e-4	0	0.0017341496098163378	0.0062534485929740665	0.013610446937649439	0.0068052234688247195	0.006568748522031583	0.014392128011771197	0.008539373078641057	0.009934743262446673
Otu0051	33.3227585569162	2.4036672192195033e-4	10	Kruskal-Wallis rank sum test	1.839249586168843e-4	0	0	3.678499172337686e-5	3.678499172337686e-4	7.619748285556635e-4	0.0025442952608668995	0.0015764996452875797	0.0017078746157282113	0.002253080743056833	0.0010772747576131795	0.012318794498499954
Otu0097	32.63087869661897	3.1413828104791616e-4	10	Kruskal-Wallis rank sum test	2.8902493496938965e-4	0	9.196247930844215e-5	6.989148427441604e-4	6.831498462912846e-4	0.001996899550697601	0.002513641101097419	5.780498699387792e-4	4.992248876744003e-4	8.736435534302004e-4	0.0010509997635250532	0.01431074391440507
Otu0427	32.67481070708868	3.088582842474848e-4	10	Kruskal-Wallis rank sum test	5.254998817625266e-5	0	0	3.678499172337686e-5	2.627499408812633e-5	1.3137497044063165e-4	5.51774875850653e-4	7.882498226437898e-5	1.839249586168843e-4	2.758874379253265e-4	2.3647494679313697e-4	0.01431074391440507
Otu0063	32.149370066526494	3.781185011421786e-4	10	Kruskal-Wallis rank sum test	7.356998344675372e-4	3.0654159769480714e-5	9.196247930844215e-5	0.009122677947397462	0.004020074095483329	0.003389474237368297	0.007173073386058488	0.0017078746157282113	0.0013925746866706955	0.0035865366930292438	0.0015502246511994535	0.016318798470346653
Otu0165	31.628786209530592	4.616288880751251e-4	10	Kruskal-Wallis rank sum test	9.721747812606741e-4	0	0	0	5.254998817625266e-5	7.8824982264379e-5	1.532707988474036e-4	2.3647494679313697e-4	0.0018655245802569696	0.005609711237814972	0.005412648782154024	0.01892678441108013
Otu0007	30.195246677975703	7.958521701913075e-4	10	Kruskal-Wallis rank sum test	0.10289287684910271	1.2261663907792286e-4	1.6093433878977377e-4	9.931947765311753e-4	0.008644473054993563	0.06308626080559132	0.07372325424560112	0.1428045928689666	0.12756509629785334	0.09518116608423763	0.09847867784229748	0.02037306585025303
