otu	statistic	p.value	parameter	method	-1	0	1	p.value.adj
Otu0020	16.438016528925612	2.6948218748825813e-4	2	Kruskal-Wallis rank sum test	0	0	0.03785175648335479	0.0026274513280105166
Otu0037	16.438016528925612	2.6948218748825813e-4	2	Kruskal-Wallis rank sum test	0.002722089387529888	0	0	0.0026274513280105166
Otu0040	16.438016528925612	2.6948218748825813e-4	2	Kruskal-Wallis rank sum test	0.00434062902335847	0	0	0.0026274513280105166
Otu0047	16.438016528925612	2.6948218748825813e-4	2	Kruskal-Wallis rank sum test	0.006952363435718227	0	0	0.0026274513280105166
Otu0048	16.46523178807946	2.6584001060122225e-4	2	Kruskal-Wallis rank sum test	0.002354239470296119	0	0	0.0026274513280105166
Otu0050	16.438016528925612	2.6948218748825813e-4	2	Kruskal-Wallis rank sum test	0.0028324443627000184	0	0	0.0026274513280105166
Otu0055	16.46523178807946	2.6584001060122225e-4	2	Kruskal-Wallis rank sum test	0.002391024462019496	0	0	0.0026274513280105166
Otu0061	16.46523178807946	2.6584001060122225e-4	2	Kruskal-Wallis rank sum test	9.564097848077985e-4	0	0	0.0026274513280105166
Otu0067	16.438016528925612	2.6948218748825813e-4	2	Kruskal-Wallis rank sum test	0.013279382012139048	0	0	0.0026274513280105166
Otu0068	16.438016528925612	2.6948218748825813e-4	2	Kruskal-Wallis rank sum test	0.0024278094537428727	0	0	0.0026274513280105166
Otu0070	16.46523178807946	2.6584001060122225e-4	2	Kruskal-Wallis rank sum test	5.885598675740298e-4	0	0	0.0026274513280105166
Otu0086	16.438016528925612	2.6948218748825813e-4	2	Kruskal-Wallis rank sum test	0.0019496045613389737	0	0	0.0026274513280105166
Otu0089	16.438016528925612	2.6948218748825813e-4	2	Kruskal-Wallis rank sum test	0.00503954386610263	0	0	0.0026274513280105166
Otu0105	16.46523178807946	2.6584001060122225e-4	2	Kruskal-Wallis rank sum test	0.0012874747103181902	0	0	0.0026274513280105166
Otu0107	16.46523178807946	2.6584001060122225e-4	2	Kruskal-Wallis rank sum test	0.0019496045613389737	0	0	0.0026274513280105166
Otu0116	16.438016528925612	2.6948218748825813e-4	2	Kruskal-Wallis rank sum test	0.0027220893875298875	0	0	0.0026274513280105166
Otu0117	16.46523178807946	2.6584001060122225e-4	2	Kruskal-Wallis rank sum test	5.14989884127276e-4	0	0	0.0026274513280105166
Otu0122	16.46523178807946	2.6584001060122225e-4	2	Kruskal-Wallis rank sum test	0.0012506897185948134	0	0	0.0026274513280105166
Otu0123	16.438016528925612	2.6948218748825813e-4	2	Kruskal-Wallis rank sum test	0.0016553246275519589	0	0	0.0026274513280105166
Otu0134	16.46523178807946	2.6584001060122225e-4	2	Kruskal-Wallis rank sum test	0.0011403347434246827	0	0	0.0026274513280105166
Otu0143	16.438016528925612	2.6948218748825813e-4	2	Kruskal-Wallis rank sum test	0.003273864263380541	0	0	0.0026274513280105166
Otu0151	16.46523178807946	2.6584001060122225e-4	2	Kruskal-Wallis rank sum test	6.621298510207835e-4	0	0	0.0026274513280105166
Otu0163	16.492537313432823	2.6223522367031197e-4	2	Kruskal-Wallis rank sum test	7.724848261909141e-4	0	0	0.0026274513280105166
Otu0164	16.438016528925612	2.6948218748825813e-4	2	Kruskal-Wallis rank sum test	0.0030531543130402797	0	0	0.0026274513280105166
Otu0179	16.46523178807946	2.6584001060122225e-4	2	Kruskal-Wallis rank sum test	6.621298510207835e-4	0	0	0.0026274513280105166
Otu0201	16.492537313432823	2.6223522367031197e-4	2	Kruskal-Wallis rank sum test	4.782048924038992e-4	0	0	0.0026274513280105166
Otu0203	16.547420965058226	2.5513685192988644e-4	2	Kruskal-Wallis rank sum test	5.885598675740298e-4	0	0	0.0026274513280105166
Otu0488	16.7142857142857	2.347139880590812e-4	2	Kruskal-Wallis rank sum test	2.2070995034026116e-4	0	0	0.0026274513280105166
Otu0013	14.661877745241572	6.549583758815211e-4	2	Kruskal-Wallis rank sum test	0.018502850836858563	2.2990619827110538e-5	0	0.005767859245666299
Otu0041	14.661877745241572	6.549583758815211e-4	2	Kruskal-Wallis rank sum test	0.002611734412359757	4.5981239654221075e-5	0	0.005767859245666299
Otu0082	14.661877745241572	6.549583758815211e-4	2	Kruskal-Wallis rank sum test	0.007283428361228619	6.897185948133162e-5	0	0.005767859245666299
Otu0156	14.437536656891488	7.327043144086609e-4	2	Kruskal-Wallis rank sum test	5.885598675740298e-4	0	3.678499172337686e-5	0.006250883682298889
Otu0028	13.354545454545452	0.0012592074960756853	2	Kruskal-Wallis rank sum test	0.0026853043958065107	2.2990619827110538e-5	7.356998344675372e-5	0.010417080194807943
Otu0009	13.158857409713569	0.0013886423929225554	2	Kruskal-Wallis rank sum test	0.027846238734596285	9.196247930844215e-5	0	0.01095681626693355
Otu0042	12.382879377431918	0.0020468777641524214	2	Kruskal-Wallis rank sum test	0.0011771197351480595	0	0	0.01095681626693355
Otu0066	12.407017543859661	0.002022322305094893	2	Kruskal-Wallis rank sum test	6.621298510207835e-4	0	0	0.01095681626693355
Otu0077	12.382879377431918	0.0020468777641524214	2	Kruskal-Wallis rank sum test	0.0012506897185948134	0	0	0.01095681626693355
Otu0084	12.382879377431918	0.0020468777641524214	2	Kruskal-Wallis rank sum test	8.460548096376678e-4	0	0	0.01095681626693355
Otu0090	12.382879377431918	0.0020468777641524214	2	Kruskal-Wallis rank sum test	0.011513702409416958	0	0	0.01095681626693355
Otu0092	12.382879377431918	0.0020468777641524214	2	Kruskal-Wallis rank sum test	0.0055545337502299055	0	0	0.01095681626693355
Otu0103	12.382879377431918	0.0020468777641524214	2	Kruskal-Wallis rank sum test	0.001802464594445466	0	0	0.01095681626693355
Otu0110	12.382879377431918	0.0020468777641524214	2	Kruskal-Wallis rank sum test	0.0013978296854883208	0	0	0.01095681626693355
Otu0130	12.48000000000001	0.001949855522845112	2	Kruskal-Wallis rank sum test	2.942799337870149e-4	0	0	0.01095681626693355
Otu0188	12.382879377431918	0.0020468777641524214	2	Kruskal-Wallis rank sum test	0.010115872723928637	0	0	0.01095681626693355
Otu0197	12.407017543859661	0.002022322305094893	2	Kruskal-Wallis rank sum test	2.942799337870149e-4	0	0	0.01095681626693355
Otu0213	12.407017543859661	0.002022322305094893	2	Kruskal-Wallis rank sum test	0.0037888541475078166	0	0	0.01095681626693355
Otu0236	12.407017543859661	0.002022322305094893	2	Kruskal-Wallis rank sum test	4.046349089571455e-4	0	0	0.01095681626693355
Otu0247	12.382879377431918	0.0020468777641524214	2	Kruskal-Wallis rank sum test	0.0010667647599779289	0	0	0.01095681626693355
Otu0272	12.407017543859661	0.002022322305094893	2	Kruskal-Wallis rank sum test	0.0013242597020415672	0	0	0.01095681626693355
Otu0320	12.407017543859661	0.002022322305094893	2	Kruskal-Wallis rank sum test	5.14989884127276e-4	0	0	0.01095681626693355
Otu0358	12.48000000000001	0.001949855522845112	2	Kruskal-Wallis rank sum test	1.839249586168843e-4	0	0	0.01095681626693355
Otu0023	11.17838541666666	0.003738044338981464	2	Kruskal-Wallis rank sum test	1.4713996689350744e-4	0.075708111090675	0.01405186683832996	0.019624732779652685
