otu	statistic	p.value	parameter	method	-1	0	1	p.value.adj
Otu0033	17.18814432989691	1.8520038351324967e-4	2	Kruskal-Wallis rank sum test	0.005149898841272761	0	0	0.028659759348675387
Otu0078	17.232558139534888	1.8113298553460762e-4	2	Kruskal-Wallis rank sum test	8.5831647354546e-4	0	0	0.028659759348675387
Otu0201	17.277202072538863	1.7713453377659737e-4	2	Kruskal-Wallis rank sum test	3.985040770032493e-4	0	0	0.028659759348675387
Otu0332	17.210322580645165	1.8315801819255998e-4	2	Kruskal-Wallis rank sum test	6.743915149285758e-4	0	0	0.028659759348675387
Otu0001	13.831387665198235	9.920928734828921e-4	2	Kruskal-Wallis rank sum test	3.371957574642879e-4	0.23089939304763657	0.06009748022806695	0.02889554816149123
Otu0014	13.521897810219002	0.0011581296971504445	2	Kruskal-Wallis rank sum test	0.0015020538287045552	0	0	0.02889554816149123
Otu0020	13.50659437280188	0.001167025370011762	2	Kruskal-Wallis rank sum test	0	0	0.00857550119551223	0.02889554816149123
Otu0080	15.703893442622942	3.889939678371352e-4	2	Kruskal-Wallis rank sum test	0.0014713996689350744	0	2.2990619827110538e-5	0.02889554816149123
Otu0085	13.541666666666691	0.0011467386370867417	2	Kruskal-Wallis rank sum test	4.2915823677273007e-4	0	0	0.02889554816149123
Otu0095	14.430185537583256	7.354023682164592e-4	2	Kruskal-Wallis rank sum test	0.0030041076574091104	0	1.839249586168843e-4	0.02889554816149123
Otu0097	14.655477031802112	6.570578340364872e-4	2	Kruskal-Wallis rank sum test	6.437373551590951e-4	0	4.5981239654221075e-5	0.02889554816149123
Otu0108	13.521897810219002	0.0011581296971504445	2	Kruskal-Wallis rank sum test	0.002728220219483784	0	0	0.02889554816149123
Otu0136	14.976672535211273	5.595731664620393e-4	2	Kruskal-Wallis rank sum test	0.0010422414321623445	0	9.196247930844215e-5	0.02889554816149123
Otu0138	14.941598360655743	5.694730033495466e-4	2	Kruskal-Wallis rank sum test	0.0016859787873214395	0	6.897185948133162e-5	0.02889554816149123
Otu0143	13.601321585903108	0.0011130394161874093	2	Kruskal-Wallis rank sum test	3.678499172337686e-4	0	0	0.02889554816149123
Otu0148	13.860492379835893	9.7776012407748e-4	2	Kruskal-Wallis rank sum test	0.004383544847035743	0	2.528968180982159e-4	0.02889554816149123
Otu0153	13.521897810219002	0.0011581296971504445	2	Kruskal-Wallis rank sum test	0.0074489608239838145	0	0	0.02889554816149123
Otu0169	14.976672535211273	5.595731664620393e-4	2	Kruskal-Wallis rank sum test	0.002820182698792226	0	1.839249586168843e-4	0.02889554816149123
Otu0200	13.541666666666691	0.0011467386370867417	2	Kruskal-Wallis rank sum test	5.51774875850653e-4	0	0	0.02889554816149123
Otu0252	13.521897810219002	0.0011581296971504445	2	Kruskal-Wallis rank sum test	8.276623137759794e-4	0	0	0.02889554816149123
Otu0288	14.848039215686281	5.967456347313505e-4	2	Kruskal-Wallis rank sum test	7.66353994237018e-4	0	6.897185948133162e-5	0.02889554816149123
Otu0304	13.521897810219002	0.0011581296971504445	2	Kruskal-Wallis rank sum test	0.0019005579057078045	0	0	0.02889554816149123
Otu0316	13.541666666666691	0.0011467386370867417	2	Kruskal-Wallis rank sum test	4.598123965422108e-4	0	0	0.02889554816149123
Otu0413	13.722222222222248	0.0010477491199406292	2	Kruskal-Wallis rank sum test	1.839249586168843e-4	0	0	0.02889554816149123
Otu0480	13.541666666666691	0.0011467386370867417	2	Kruskal-Wallis rank sum test	4.598123965422108e-4	0	0	0.02889554816149123
Otu0091	13.160457348407004	0.0013875319657877183	2	Kruskal-Wallis rank sum test	0.0031267242964870333	0	1.3794371896266324e-4	0.033033934108561445
Otu0040	12.832306338028177	0.0016349334660405784	2	Kruskal-Wallis rank sum test	0.002176445343633131	0	1.6093433878977377e-4	0.037482363536263635
Otu0003	12.356178977272736	0.00207438721157802	2	Kruskal-Wallis rank sum test	0.1018944270737539	0	0.012231009748022806	0.041500471883951104
Otu0013	12.555000000000009	0.0018780899549665267	2	Kruskal-Wallis rank sum test	0.012261663907792288	0	0.0015863527680706271	0.041500471883951104
Otu0026	12.202894736842111	0.0022396238117071516	2	Kruskal-Wallis rank sum test	7.050456746980565e-4	0.07003862424130955	0.043015449696523815	0.041500471883951104
Otu0032	12.109615384615392	0.0023465533375416616	2	Kruskal-Wallis rank sum test	0.021672490957022866	0	0.007816810741217584	0.041500471883951104
Otu0061	12.233405875952132	0.002205716371140387	2	Kruskal-Wallis rank sum test	0.0010422414321623445	0	1.3794371896266324e-4	0.041500471883951104
Otu0065	12.220108695652181	0.0022204301339682412	2	Kruskal-Wallis rank sum test	0.018085954263993623	0	0.0027358837594261545	0.041500471883951104
Otu0077	12.246732026143798	0.0021910683718723034	2	Kruskal-Wallis rank sum test	8.5831647354546e-4	0	1.1495309913555268e-4	0.041500471883951104
Otu0160	12.13831967213116	0.002313115790908563	2	Kruskal-Wallis rank sum test	0.001961866225246766	0	3.678499172337686e-4	0.041500471883951104
Otu0002	11.624670763827917	0.0029904380959919603	2	Kruskal-Wallis rank sum test	0.049169272270247075	0.005002758874379253	0.09874471215743977	0.04304839956788427
Otu0042	11.681056701030945	0.0029073061432482276	2	Kruskal-Wallis rank sum test	0.0030960701367175525	0	4.5981239654221075e-5	0.04304839956788427
Otu0050	11.947303921568633	0.0025449304415077105	2	Kruskal-Wallis rank sum test	0.0031267242964870333	0	5.97756115504874e-4	0.04304839956788427
Otu0055	11.628260869565226	0.002985074916544651	2	Kruskal-Wallis rank sum test	0.002728220219483784	0	3.448592974066581e-4	0.04304839956788427
Otu0063	11.800500000000003	0.00273876004316419	2	Kruskal-Wallis rank sum test	6.130831953896144e-4	0	1.3794371896266324e-4	0.04304839956788427
Otu0084	11.628260869565226	0.002985074916544651	2	Kruskal-Wallis rank sum test	0.001869903745938324	0	2.9887805775243704e-4	0.04304839956788427
Otu0361	11.681056701030945	0.0029073061432482276	2	Kruskal-Wallis rank sum test	0.0014407455091655938	0	2.2990619827110538e-5	0.04304839956788427
Otu0362	11.696129032258082	0.0028854785541324907	2	Kruskal-Wallis rank sum test	8.583164735454601e-4	0	2.2990619827110538e-5	0.04304839956788427
Otu0056	11.563953488372098	0.003082615838641726	2	Kruskal-Wallis rank sum test	0.0034026117344123597	3.678499172337686e-5	0	0.043366800093618825
Otu0036	10.499613800205978	0.005248531792283732	2	Kruskal-Wallis rank sum test	0.0013794371896266324	0	3.678499172337686e-4	0.04500056819669942
Otu0039	11.100000000000001	0.003887457243476127	2	Kruskal-Wallis rank sum test	0.02565753172705536	0	0.004598123965422108	0.04500056819669942
Otu0041	11.059585492227995	0.003966811140925399	2	Kruskal-Wallis rank sum test	3.9850407700324936e-4	0	2.2990619827110538e-5	0.04500056819669942
Otu0068	10.5860655737705	0.00502649283841654	2	Kruskal-Wallis rank sum test	0.0038624241309545703	0	6.897185948133162e-5	0.04500056819669942
Otu0079	10.22068965517242	0.006034001874517046	2	Kruskal-Wallis rank sum test	0.0022377536631720926	0	0	0.04500056819669942
Otu0116	10.812826370757206	0.004487707954622002	2	Kruskal-Wallis rank sum test	5.51774875850653e-4	0	2.2990619827110538e-5	0.04500056819669942
Otu0126	10.238341968911921	0.005980979165006017	2	Kruskal-Wallis rank sum test	4.904665563116914e-4	0	0	0.04500056819669942
Otu0146	11.353064516129026	0.003425416331323625	2	Kruskal-Wallis rank sum test	5.211207160811722e-4	0	2.2990619827110538e-5	0.04500056819669942
Otu0162	10.22068965517242	0.006034001874517046	2	Kruskal-Wallis rank sum test	0.002176445343633131	0	0	0.04500056819669942
Otu0164	10.238341968911921	0.005980979165006017	2	Kruskal-Wallis rank sum test	6.743915149285758e-4	0	0	0.04500056819669942
Otu0165	10.22068965517242	0.006034001874517046	2	Kruskal-Wallis rank sum test	0.003157378456256514	0	0	0.04500056819669942
Otu0190	10.22068965517242	0.006034001874517046	2	Kruskal-Wallis rank sum test	0.003188032616025995	0	0	0.04500056819669942
Otu0197	10.913778877887804	0.004266807288848584	2	Kruskal-Wallis rank sum test	5.211207160811722e-4	0	9.196247930844215e-5	0.04500056819669942
Otu0203	10.238341968911921	0.005980979165006017	2	Kruskal-Wallis rank sum test	4.2915823677273007e-4	0	0	0.04500056819669942
Otu0208	11.353064516129026	0.003425416331323625	2	Kruskal-Wallis rank sum test	0.0016859787873214395	0	4.5981239654221075e-5	0.04500056819669942
Otu0214	10.238341968911921	0.005980979165006017	2	Kruskal-Wallis rank sum test	3.371957574642879e-4	0	0	0.04500056819669942
Otu0219	10.238341968911921	0.005980979165006017	2	Kruskal-Wallis rank sum test	0.007755502421678622	0	0	0.04500056819669942
Otu0237	10.701065891472892	0.004745621166771977	2	Kruskal-Wallis rank sum test	0.002391024462019496	0	9.196247930844215e-5	0.04500056819669942
Otu0248	10.238341968911921	0.005980979165006017	2	Kruskal-Wallis rank sum test	2.1457911838636504e-4	0	0	0.04500056819669942
Otu0269	10.22068965517242	0.006034001874517046	2	Kruskal-Wallis rank sum test	0.00211513702409417	0	0	0.04500056819669942
Otu0292	10.238341968911921	0.005980979165006017	2	Kruskal-Wallis rank sum test	3.065415976948072e-4	0	0	0.04500056819669942
Otu0314	10.22068965517242	0.006034001874517046	2	Kruskal-Wallis rank sum test	0.0012874747103181902	0	0	0.04500056819669942
Otu0321	10.22068965517242	0.006034001874517046	2	Kruskal-Wallis rank sum test	6.437373551590951e-4	0	0	0.04500056819669942
Otu0333	10.238341968911921	0.005980979165006017	2	Kruskal-Wallis rank sum test	4.598123965422108e-4	0	0	0.04500056819669942
Otu0338	10.22068965517242	0.006034001874517046	2	Kruskal-Wallis rank sum test	7.663539942370179e-4	0	0	0.04500056819669942
