otu	statistic	p.value	parameter	method	-1	0	1	2	3	4	5	6	7	8	9	p.value.adj
Otu0097	24.712717825220405	0.005917470897116619	10	Kruskal-Wallis rank sum test	0.004667095824903439	0	0	0	5.51774875850653e-4	0.004671693948868861	0.009901293605542273	0.0014254184292808534	0.003678499172337686	0.0031267242964870333	0.0029953493260464017	0.17844573802103775
Otu0133	24.339434276206383	0.006748640311056518	10	Kruskal-Wallis rank sum test	4.598123965422108e-4	0	0	0	0	0	0	0	0	0	0	0.17844573802103775
Otu0254	24.33493530499081	0.006759308258372642	10	Kruskal-Wallis rank sum test	4.368217767151002e-4	0	0	0	0	0	0	0	0	0	0	0.17844573802103775
Otu0263	24.692537338605852	0.005959780250537203	10	Kruskal-Wallis rank sum test	0.0010115872723928637	0	0	0	0	0.0012139047268714365	0.0034026117344123597	8.276623137759793e-4	8.736435534302004e-4	9.196247930844216e-4	0.0014976746630232008	0.17844573802103775
Otu0341	24.33493530499081	0.006759308258372642	10	Kruskal-Wallis rank sum test	0.005264851940408313	0	0	0	0	0	0	0	0	0	0	0.17844573802103775
Otu0271	24.14442670511751	0.007226129205867839	10	Kruskal-Wallis rank sum test	0.0013104653301453007	0	0	0	0	7.356998344675372e-5	2.452332781558457e-4	3.2186867757954754e-4	4.138311568879897e-4	0	0.0012349247221419375	0.1816855343189628
Otu0155	23.14985091294563	0.010206765425342254	10	Kruskal-Wallis rank sum test	0.0010345778922199742	1.839249586168843e-4	3.0654159769480714e-5	0	2.942799337870149e-4	8.092698179142909e-4	0.0017166329470909203	0.002345043222365275	0.0017472871068604009	0.003371957574642879	0.001418849680758822	0.2247915517492288
Otu0203	23.146713721459832	0.010217797806783127	10	Kruskal-Wallis rank sum test	0.0030577524370057015	5.14989884127276e-4	0	0	0	2.207099503402612e-4	6.743915149285758e-4	6.897185948133162e-4	5.057936361964318e-4	0.0015327079884740358	0.0017866995979925904	0.2247915517492288
Otu0206	23.366897713032575	0.009470383376582382	10	Kruskal-Wallis rank sum test	0.0013794371896266324	1.103549751701306e-4	6.130831953896143e-5	0	3.678499172337686e-4	2.942799337870149e-4	0.0015633621482435166	5.97756115504874e-4	0.0013794371896266324	4.904665563116914e-4	0.0014976746630232008	0.2247915517492288
Otu0001	22.48035864497607	0.01283600018022801	10	Kruskal-Wallis rank sum test	4.598123965422108e-4	0.002133529519955858	0.0013794371896266322	0	0.0037152841640610635	5.51774875850653e-4	6.743915149285758e-4	1.3794371896266324e-4	0	6.130831953896143e-5	5.254998817625266e-4	0.2323393133791494
Otu0019	21.942295927452182	0.01540128024293604	10	Kruskal-Wallis rank sum test	0.0342560235423947	0.016332536325179326	0.0035558825332597634	0	0.02663233400772485	0.051940408313408126	0.05937710747348415	0.020323707927165716	0.062396542210778005	0.04138311568879897	0.02561811923592317	0.2323393133791494
Otu0025	22.242308787354226	0.01391667026135247	10	Kruskal-Wallis rank sum test	0.11766599227515175	1.839249586168843e-4	6.130831953896143e-5	0	0.001029979768254552	0.02847158359389369	0.06829746796640304	0.03517564833547912	0.14010483722641162	1.8392495861688433e-4	0.05565043747865157	0.2323393133791494
Otu0061	21.974537024184286	0.015234845170659417	10	Kruskal-Wallis rank sum test	0.0014943902887621851	3.678499172337686e-5	5.824290356201337e-4	0	0.013316167003862425	0.0012139047268714365	0.007816810741217583	0.0032186867757954757	0.006115504874011403	0.002268407822941573	0.001103549751701306	0.2323393133791494
Otu0068	22.41683463549611	0.013116343122568222	10	Kruskal-Wallis rank sum test	0.006598307890380725	2.207099503402612e-4	3.985040770032493e-4	0	0.001581754644105205	0.005591318741953283	0.0062534485929740665	0.0025289681809821593	0.0062534485929740665	0.002942799337870149	0.0037835991486901916	0.2323393133791494
Otu0086	22.10148472307377	0.014595865402366619	10	Kruskal-Wallis rank sum test	0.0026209306602906013	0	2.452332781558457e-4	0	8.092698179142909e-4	0.0012874747103181902	6.130831953896144e-4	0.0017932683465146219	0.0038164428913003492	0.008031389859603949	0.0011823747339656848	0.2323393133791494
Otu0107	22.147605012322753	0.014370052935041141	10	Kruskal-Wallis rank sum test	0.002184108883575501	7.356998344675372e-5	1.839249586168843e-4	0	3.3106492551039174e-4	0.0019128195696155967	0.002942799337870149	0.0020691557844399484	0.0020691557844399484	0.006130831953896143	0.0020231745447857274	0.2323393133791494
Otu0125	21.98488533746907	0.015181785712134216	10	Kruskal-Wallis rank sum test	0.003793452271473239	0	1.532707988474036e-4	0	2.207099503402612e-4	9.196247930844216e-4	0.002268407822941573	7.356998344675372e-4	0.0033566304947581387	6.130831953896143e-5	0.002312199479755117	0.2323393133791494
Otu0134	22.91587993863887	0.01106137446605875	10	Kruskal-Wallis rank sum test	0.0015863527680706271	0	6.130831953896143e-5	0	1.1035497517013058e-4	7.356998344675372e-4	0.00383176997118509	0.0013334559499724114	0.00211513702409417	0.0019005579057078045	0.0017341496098163378	0.2323393133791494
Otu0156	22.633411166637938	0.012183664336491902	10	Kruskal-Wallis rank sum test	6.207467353319846e-4	0	0	0	2.207099503402612e-4	3.678499172337686e-4	1.839249586168843e-4	1.3794371896266324e-4	1.839249586168843e-4	0	8.407998108200425e-4	0.2323393133791494
Otu0205	22.374310829857567	0.013307234313908666	10	Kruskal-Wallis rank sum test	0.002299061982711054	6.253448592974067e-4	6.437373551590951e-4	0	1.103549751701306e-4	3.678499172337686e-4	0.0024523327815584575	8.736435534302005e-4	0.001057568512047085	6.130831953896144e-4	0.0013925746866706955	0.2323393133791494
Otu0105	21.820720088495893	0.01604442781585684	10	Kruskal-Wallis rank sum test	0.0025519588008092696	1.4713996689350744e-4	0.001072895591931825	1.839249586168843e-4	2.2070995034026116e-4	3.3106492551039174e-4	0.0011342039114707865	0.0012874747103181902	0.0037244804119919072	0.0027588743792532648	0.0030478993142226546	0.235318274632567
Otu0023	21.680208600853284	0.01681925365911525	10	Kruskal-Wallis rank sum test	2.2990619827110538e-5	0.05510391760161854	0.019465391453620254	0.017840720985837777	0.011771197351480595	0.00503954386610263	0.0013487830298571516	0.007724848261909141	0.004874011403347435	4.904665563116914e-4	2.627499408812633e-4	0.24001529545980682
Otu0017	21.030641793930045	0.020880908629950456	10	Kruskal-Wallis rank sum test	0.02931304027956594	0.0046349089571454845	0.005732327876892895	0	0.0019496045613389735	0.004267059039911716	0.022837349028263135	0.045337502299061985	0.0495217951075961	0.049230580589786035	0.030978218029900945	0.28269537837471387
Otu0146	21.082419489424474	0.020526123461416187	10	Kruskal-Wallis rank sum test	0.0035175648335479125	3.678499172337686e-5	1.8392495861688433e-4	0	8.092698179142909e-4	7.724848261909141e-4	0.0012874747103181902	0.001195512231009748	0.0035865366930292438	0.004782048924038992	0.003047899314222654	0.28269537837471387
Otu0182	20.782044042183557	0.02266570995844933	10	Kruskal-Wallis rank sum test	0.0016323340077248481	0	0	0	2.942799337870149e-4	0.0012506897185948134	7.050456746980566e-4	2.758874379253265e-4	9.196247930844216e-4	0.0012874747103181902	7.094248403794109e-4	0.28619865234929226
Otu0187	20.76865109269031	0.022765801891420977	10	Kruskal-Wallis rank sum test	0.010299797682545521	3.678499172337686e-5	0	0	0	0	0	0	0	0	0	0.28619865234929226
Otu0204	20.792706092321097	0.02258632154150241	10	Kruskal-Wallis rank sum test	0.0010115872723928637	3.678499172337686e-5	3.0654159769480714e-5	0	1.4713996689350744e-4	9.564097848077985e-4	0.0017166329470909203	1.3794371896266324e-4	7.816810741217583e-4	6.130831953896144e-4	7.356998344675372e-4	0.28619865234929226
Otu0033	20.586654440765855	0.024167526185472882	10	Kruskal-Wallis rank sum test	0.016461283796211146	3.678499172337686e-5	8.583164735454601e-4	0	0.0011403347434246827	0.0020231745447857274	0.010820918398626693	0.014576052970388083	0.009977929004965974	0.02219361167310404	0.01839249586168843	0.2967547401378996
Otu0072	20.27662526925894	0.02674221241087127	10	Kruskal-Wallis rank sum test	7.356998344675372e-4	3.678499172337686e-5	3.065415976948072e-4	0	0.009784807798418244	0.00434062902335847	0.006559990190668874	0.012231009748022806	0.003954386610263013	0.0035558825332597634	0.001523949657111327	0.3209065489304552
Otu0217	20.076041079074017	0.02854161563933606	10	Kruskal-Wallis rank sum test	4.828030163693213e-4	0	0	0	1.4713996689350744e-4	1.1035497517013058e-4	1.532707988474036e-4	2.758874379253265e-4	2.758874379253265e-4	3.065415976948072e-4	7.094248403794109e-4	0.33488829016820976
Otu0193	19.976923076922972	0.029471714067958503	10	Kruskal-Wallis rank sum test	0	0	0	0	0	7.356998344675372e-5	0	0	0	0	0	0.3382840223452628
Otu0197	19.7164591004683	0.032051487408899695	10	Kruskal-Wallis rank sum test	7.356998344675372e-4	0	9.196247930844216e-5	0	0.0014713996689350744	7.724848261909141e-4	7.66353994237018e-4	3.2186867757954754e-4	1.3794371896266324e-4	6.130831953896144e-4	3.9412491132189494e-4	0.3600677734446604
Otu0095	19.606318451304478	0.03320399523446029	10	Kruskal-Wallis rank sum test	0.0025059775611550486	3.678499172337686e-5	4.904665563116914e-4	0	0.001324259702041567	6.253448592974066e-4	0.001624670467782478	0.00767886702225492	0.0034485929740665808	0.0042915823677273	0.002785149373341391	0.3620782269568566
Otu0166	19.505928617723757	0.03428771088606596	10	Kruskal-Wallis rank sum test	9.196247930844215e-5	0	0.0020844828643246886	0	0.015964686407945558	0.01125620746735332	0.002237753663172092	0.0027588743792532648	0.0030347618171785913	0.0020231745447857274	9.984497753488006e-4	0.3620782269568566
Otu0175	19.554005262881063	0.033764708420986014	10	Kruskal-Wallis rank sum test	0.0020691557844399484	1.103549751701306e-4	0	0	3.678499172337686e-5	1.103549751701306e-4	7.050456746980565e-4	4.138311568879897e-4	0.0013334559499724114	7.970081540064986e-4	0.0019443495625213485	0.3620782269568566
Otu0002	19.249220498735642	0.037209031771294705	10	Kruskal-Wallis rank sum test	6.897185948133162e-5	5.51774875850653e-4	0.004168965728649378	0	1.4713996689350744e-4	9.564097848077984e-4	3.985040770032493e-4	2.758874379253265e-4	9.196247930844215e-5	6.130831953896143e-5	7.882498226437898e-5	0.3852229171616393
Otu0143	18.80005723044096	0.042876993709977974	10	Kruskal-Wallis rank sum test	0.0028738274783888175	0	2.4523327815584577e-4	0	7.356998344675372e-4	9.196247930844216e-4	0.0015020538287045552	0.006529336030899393	0.001195512231009748	0.0017779412666298817	0.003599674190073307	0.4353663976705456
Otu0965	18.705882352941128	0.044161421744959094	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	3.0654159769480714e-5	0	9.196247930844215e-5	0	0	0.4399477487044981
Otu0028	18.52433766997991	0.04673718866255588	10	Kruskal-Wallis rank sum test	0.005034945742137208	0.00187603457789222	0.004444853166574704	0	0.007871988228802649	0.005885598675740298	0.02642388572129238	0.01066764759977929	0.009564097848077983	0.012568205505487096	0.014661446701174492	0.44867701116053643
Otu0375	18.5293147005923	0.04666478441551912	10	Kruskal-Wallis rank sum test	2.98878057752437e-4	0	0	0	1.839249586168843e-4	0	1.839249586168843e-4	0	4.5981239654221075e-5	3.065415976948072e-4	2.627499408812633e-5	0.44867701116053643
Otu0074	18.13414960137105	0.052742453193258564	10	Kruskal-Wallis rank sum test	1.1495309913555268e-4	0	0.011004843357243579	0.011035497517013059	0.04373735515909509	0.024572374471215745	0.002912145178100668	0.037290785359573295	0.0028968180982159282	0.003188032616025995	0.002391024462019496	0.4972859872507236
Otu0035	17.842847985347966	0.05767314484651343	10	Kruskal-Wallis rank sum test	0.00213812764392128	2.942799337870149e-4	7.970081540064986e-4	0	0.002906014346146772	0.009380172889461101	0.006222794433204586	9.656060327386427e-4	0.0038164428913003492	0.002268407822941573	0.0014976746630232008	0.5058583508699067
Otu0164	17.79947117293339	0.05844196856640967	10	Kruskal-Wallis rank sum test	0.00427625528784256	0	1.532707988474036e-4	0	0	0	1.532707988474036e-4	5.51774875850653e-4	0	3.6784991723376866e-4	0.0011823747339656848	0.5058583508699067
Otu0306	17.896517152802257	0.05673454161423209	10	Kruskal-Wallis rank sum test	2.528968180982159e-4	0	0	0	1.103549751701306e-4	3.678499172337686e-5	6.130831953896144e-4	2.299061982711054e-4	3.2186867757954754e-4	0.0012261663907792287	2.3647494679313697e-4	0.5058583508699067
Otu0363	17.909129383313125	0.05651598282115339	10	Kruskal-Wallis rank sum test	0.004000367849917233	0	0	0	0	0	0	0	0	0	0	0.5058583508699067
Otu0530	17.913461538461476	0.05644108616921199	10	Kruskal-Wallis rank sum test	9.196247930844215e-5	0	0	0	0	0	0	0	0	0	0	0.5058583508699067
Otu0116	17.055930122962693	0.07313551387250751	10	Kruskal-Wallis rank sum test	0.003885414750781681	7.356998344675372e-5	3.371957574642879e-4	0	5.51774875850653e-4	8.092698179142909e-4	0.0010115872723928637	4.598123965422108e-4	0.0011955122310097481	6.743915149285758e-4	0.0010247247694369268	0.5235224178946202
Otu0269	17.000000000000163	0.07436397981457674	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	6.130831953896143e-5	0	0.5235224178946202
Otu0275	17.089346630926098	0.07241019790273921	10	Kruskal-Wallis rank sum test	1.6093433878977377e-4	0	6.130831953896143e-5	0	7.356998344675372e-5	1.1035497517013058e-4	7.970081540064987e-4	2.299061982711054e-4	4.598123965422107e-4	5.51774875850653e-4	2.3647494679313695e-4	0.5235224178946202
Otu0426	17.000000000000163	0.07436397981457674	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	1.2261663907792286e-4	0	0.5235224178946202
Otu0458	17.000000000000163	0.07436397981457674	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	1.2261663907792286e-4	0	0.5235224178946202
Otu0497	17.000000000000163	0.07436397981457674	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	6.130831953896143e-5	0	0.5235224178946202
Otu0659	17.000000000000163	0.07436397981457674	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	6.130831953896143e-5	0	0.5235224178946202
Otu0678	17.000000000000163	0.07436397981457674	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	6.130831953896143e-5	0	0.5235224178946202
Otu0723	17.000000000000163	0.07436397981457674	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	1.2261663907792286e-4	0	0.5235224178946202
Otu0942	17.000000000000163	0.07436397981457674	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	6.130831953896143e-5	0	0.5235224178946202
Otu1042	17.000000000000163	0.07436397981457674	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	6.130831953896143e-5	0	0.5235224178946202
Otu1093	17.000000000000163	0.07436397981457674	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	6.130831953896143e-5	0	0.5235224178946202
Otu2011	17.000000000000163	0.07436397981457674	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	6.130831953896143e-5	0	0.5235224178946202
Otu2300	17.000000000000163	0.07436397981457674	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	6.130831953896143e-5	0	0.5235224178946202
Otu0010	16.79365079365081	0.07905649448104884	10	Kruskal-Wallis rank sum test	0	0	0	0	3.678499172337686e-5	7.356998344675372e-5	0	0	2.2990619827110536e-4	6.130831953896143e-5	0	0.5492345932367604
Otu0444	16.687430671103705	0.08157285158846403	10	Kruskal-Wallis rank sum test	1.839249586168843e-4	0	0	0	0	0	0	0	0	6.130831953896143e-5	0	0.5593566966066105
Otu0063	16.36340080635669	0.08969149624326718	10	Kruskal-Wallis rank sum test	0.0012874747103181902	3.678499172337686e-5	2.1457911838636504e-4	0	0.0018392495861688431	0.00187603457789222	0.005395132119428606	0.004322236527496782	0.007862791980871805	0.0017779412666298817	0.001996899550697601	0.5942062156671744
Otu0104	16.344961122825534	0.09017415753888963	10	Kruskal-Wallis rank sum test	1.1495309913555268e-4	0	0	0	0	7.356998344675372e-5	3.065415976948072e-4	9.196247930844215e-5	0	1.8392495861688433e-4	2.3647494679313697e-4	0.5942062156671744
Otu0169	16.342883879725278	0.09022867223666838	10	Kruskal-Wallis rank sum test	0.001954202685304396	0	0	0	0	7.356998344675372e-5	1.8392495861688433e-4	4.5981239654221075e-5	0	0.0019618662252467657	0.0010247247694369268	0.5942062156671744
Otu0696	16.307692307692353	0.09115663535803244	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	6.130831953896143e-5	0	0	0	0	0.5942062156671744
Otu0015	16.172701348222805	0.09479420156199492	10	Kruskal-Wallis rank sum test	0.07019036233216848	0.0032002942799337873	0.0616761694561952	0.09674452823248114	0.17848077984182453	0.2982527128931396	0.07924100300410766	0.050487401140334745	0.09122677947397462	0.09741891974740971	0.07824693239444021	0.610382175911382
Otu0103	15.912217727745467	0.10217299304376723	10	Kruskal-Wallis rank sum test	0	0	3.065415976948072e-4	0	4.414199006805224e-4	5.885598675740298e-4	7.663539942370179e-4	9.196247930844215e-5	0	8.5831647354546e-4	1.839249586168843e-4	0.6499679557483024
Otu0277	15.65867249415769	0.10982909606945347	10	Kruskal-Wallis rank sum test	7.356998344675372e-4	3.678499172337686e-5	3.0654159769480714e-5	0	1.4713996689350744e-4	2.942799337870149e-4	3.065415976948072e-4	1.839249586168843e-4	7.816810741217583e-4	5.51774875850653e-4	3.9412491132189494e-4	0.6903543181508504
Otu0329	15.51244566270733	0.11446581511513775	10	Kruskal-Wallis rank sum test	0	0	0.0038624241309545707	0.0025749494206363803	0.001618539635828582	6.253448592974067e-4	9.196247930844215e-5	0	4.5981239654221075e-5	0	0	0.7110347103622674
Otu0179	15.356787534824532	0.11958531604593539	10	Kruskal-Wallis rank sum test	0.001103549751701306	1.839249586168843e-4	2.758874379253265e-4	0	1.1035497517013058e-4	8.460548096376678e-4	0.0020231745447857274	0.0024829869413279383	4.598123965422108e-4	4.2915823677273007e-4	0.0012086497280538113	0.7341982194448127
Otu0004	15.147467187693495	0.1267772505020266	10	Kruskal-Wallis rank sum test	0.0023220526025381646	2.57494942063638e-4	0.0029734534976396296	0.0034945742137208018	0.00503954386610263	0.008718043038440317	0.0018392495861688431	0.002391024462019496	0.002391024462019496	0.0034332658941818406	0.0031267242964870333	0.7606635030121596
Otu0066	15.15790857683878	0.1264099754055759	10	Kruskal-Wallis rank sum test	0.0019312120654772851	2.57494942063638e-4	7.356998344675372e-4	0	0.0017288946109987125	9.564097848077984e-4	0.0013487830298571516	0.002437005701673717	0.0015633621482435166	0.0017166329470909203	0.002627499408812633	0.7606635030121596
Otu0215	15.004662218890209	0.13189197261900315	10	Kruskal-Wallis rank sum test	2.528968180982159e-4	0	3.371957574642879e-4	0	3.3106492551039174e-4	4.7820489240389924e-4	0.0014713996689350744	0.0013334559499724112	0.0018852308258230641	0.002268407822941573	7.356998344675373e-4	0.7824602420543109
Otu0273	14.839049901520303	0.13804091903146487	10	Kruskal-Wallis rank sum test	8.046716939488688e-4	0	9.196247930844216e-5	0	1.839249586168843e-4	3.678499172337686e-4	0.0017472871068604009	3.2186867757954754e-4	4.598123965422107e-4	4.904665563116915e-4	6.043248640269056e-4	0.7922348396588418
Otu0330	14.903629640024546	0.13561504799388371	10	Kruskal-Wallis rank sum test	4.5981239654221075e-5	1.839249586168843e-4	1.839249586168843e-4	0	7.356998344675372e-5	3.678499172337686e-5	3.0654159769480714e-5	2.2990619827110536e-4	0	4.904665563116915e-4	1.5764996452875796e-4	0.7922348396588418
Otu0515	14.870029366039095	0.13687269055934598	10	Kruskal-Wallis rank sum test	0	0	0	0	0	1.839249586168843e-4	0	0	0	0	2.627499408812633e-5	0.7922348396588418
Otu0307	14.756073722051534	0.14121127072414238	10	Kruskal-Wallis rank sum test	2.528968180982159e-4	3.678499172337686e-5	3.0654159769480714e-5	0	7.356998344675372e-5	3.3106492551039174e-4	2.758874379253265e-4	0	1.3794371896266324e-4	0	1.57649964528758e-4	0.8017156015306148
Otu0007	14.4205904929381	0.15465691578081853	10	Kruskal-Wallis rank sum test	1.3794371896266324e-4	2.2070995034026116e-4	0	0	3.678499172337686e-5	3.678499172337686e-5	3.0654159769480714e-5	1.839249586168843e-4	0	0	5.254998817625266e-5	0.8668824049156276
Otu0436	14.389067055393637	0.15597315997534966	10	Kruskal-Wallis rank sum test	0	3.678499172337686e-5	0	0	3.678499172337686e-5	0	3.0654159769480714e-5	0	0	1.839249586168843e-4	2.627499408812633e-5	0.8668824049156276
Otu0006	14.292531320678034	0.1600616250236891	10	Kruskal-Wallis rank sum test	0.04692385506713261	0.12565753172705535	0.07166942554104593	0.08699650542578628	0.12540003678499173	0.17189626632334007	0.17374777757341672	0.05632701857642082	0.047636564281773035	0.0093801728894611	0.026879318952153234	0.88033893763029
Otu0410	14.241455597715408	0.16226022507781768	10	Kruskal-Wallis rank sum test	4.5981239654221075e-5	3.678499172337686e-5	3.0654159769480714e-5	0	3.678499172337686e-5	7.356998344675372e-5	6.130831953896143e-5	9.196247930844215e-5	1.839249586168843e-4	2.452332781558457e-4	2.627499408812633e-4	0.8832309158875025
Otu0211	14.180351948807457	0.164923009838474	10	Kruskal-Wallis rank sum test	5.97756115504874e-4	1.4713996689350744e-4	2.1457911838636504e-4	5.51774875850653e-4	3.678499172337686e-4	2.942799337870149e-4	7.663539942370179e-4	1.839249586168843e-4	3.2186867757954754e-4	8.583164735454601e-4	3.415749231456423e-4	0.888564787701166
Otu0230	14.020885389725656	0.1720410905884923	10	Kruskal-Wallis rank sum test	0.0024140150818466066	0	1.839249586168843e-4	0	7.356998344675372e-5	1.4713996689350744e-4	5.824290356201337e-4	4.598123965422107e-4	5.057936361964318e-4	2.452332781558457e-4	0.0015764996452875797	0.9175524831386255
Otu0003	12.699864481804504	0.24094016288313103	10	Kruskal-Wallis rank sum test	6.897185948133162e-5	3.3106492551039174e-4	0	1.839249586168843e-4	1.4713996689350744e-4	1.4713996689350744e-4	2.1457911838636504e-4	0	1.839249586168843e-4	2.4523327815584577e-4	7.8824982264379e-5	0.9329989477108571
Otu0008	9.40973453338786	0.49370903256346793	10	Kruskal-Wallis rank sum test	9.196247930844215e-5	7.356998344675372e-5	0	0	1.1035497517013058e-4	1.839249586168843e-4	9.196247930844216e-5	0	0	0	7.882498226437898e-5	0.9329989477108571
Otu0012	6.759805615464987	0.7479094982564218	10	Kruskal-Wallis rank sum test	4.5981239654221075e-5	1.103549751701306e-4	3.0654159769480714e-5	0	0	7.356998344675372e-5	2.1457911838636504e-4	0	0	0	2.8902493496938965e-4	0.9329989477108571
Otu0013	12.263402241462705	0.2678147279507946	10	Kruskal-Wallis rank sum test	0	0.006805223468824719	0.009134939611305255	0	0.017987860952731288	0.016810741217583226	0.03387284654527619	0.06690270369689166	0.049245907669670776	0.05744589540800687	0.02433064452560498	0.9329989477108571
Otu0014	9.577647260795741	0.4782950637800116	10	Kruskal-Wallis rank sum test	1.1495309913555268e-4	7.356998344675372e-5	0.00211513702409417	1.839249586168843e-4	0.0033474342468272945	0.0055177487585065296	0.0019925203850162465	0.010621666360125069	0.012920728342836123	0.03562013365213659	0.026380094064478835	0.9329989477108571
Otu0018	6.538996363735163	0.7681311369916379	10	Kruskal-Wallis rank sum test	0.029933787014897923	0.04263380540739378	0.004965973882655877	1.839249586168843e-4	0.014566856722457238	0.002906014346146772	0.004935319722886395	0.0015173809085892956	0.005609711237814972	0.00423027404818834	0.005123623847184634	0.9329989477108571
Otu0021	5.965943043884152	0.8181163961010041	10	Kruskal-Wallis rank sum test	0	1.4713996689350744e-4	0	0	0	3.678499172337686e-5	3.0654159769480714e-5	0	0	0	2.627499408812633e-5	0.9329989477108571
Otu0024	6.7142857142856345	0.752114674493286	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	2.627499408812633e-5	0.9329989477108571
