otu	statistic	p.value	parameter	method	Schloss	Young	Jackson	Charles River	Taconic	Envigo	p.value.adj
Parasutterella (OTU 26)	36.107061959919086	9.041058410443287e-7	5	Kruskal-Wallis rank sum test	0	0	0.03512966709582491	0.04073937833363987	0	0	1.736797771393788e-4
Burkholderiales (OTU 34)	37.19635834513134	5.470385828046244e-7	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0.025473606768438475	1.736797771393788e-4
Lactobacillus (OTU 49)	35.732497517378356	1.074307899831209e-6	5	Kruskal-Wallis rank sum test	0	0	0	0.004874011403347435	0	0.0030347618171785913	1.736797771393788e-4
Parabacteroides (OTU 24)	34.47476446837145	1.9150880123100973e-6	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0.02547360676843848	1.8576353719407942e-4
Bifidobacterium (OTU 46)	34.67302141491685	1.7484931590175606e-6	5	Kruskal-Wallis rank sum test	0.011219422475629943	0.0020231745447857274	0	0	0	0	1.8576353719407942e-4
Akkermansia (OTU 15)	32.72924935289042	4.259180211037517e-6	5	Kruskal-Wallis rank sum test	0	0	0	0	0.06170682361596469	0	3.442837337255326e-4
Enterococcus (OTU 23)	31.20143408834505	8.54729149359491e-6	5	Kruskal-Wallis rank sum test	0	0	3.678499172337686e-4	0.0026669118999448223	0.012782784623873458	0.037244804119919074	5.922051963419331e-4
Bacteroides (OTU 2)	30.257365062550445	1.3124194934734423e-5	5	Kruskal-Wallis rank sum test	0	1.839249586168843e-4	0.7544601802464594	0.07219054625712709	2.758874379253265e-4	0	7.956543179182744e-4
Bacteroides (OTU 32)	29.530837004405306	1.8239985465343066e-5	5	Kruskal-Wallis rank sum test	0	0	0	0.005701673717123414	0	0	9.829325500768206e-4
Lachnospiraceae (OTU 17)	28.96827850328636	2.352221270232416e-5	5	Kruskal-Wallis rank sum test	0	0	0	0.044785727423211324	0	0	0.0010168449887871065
Betaproteobacteria (OTU 58)	28.81929555895862	2.5159051268959338e-5	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0.008276623137759793	0.0010168449887871065
Ruminococcaceae (OTU 499)	28.844536895117113	2.4873987091118882e-5	5	Kruskal-Wallis rank sum test	0	0	0	3.678499172337686e-4	0	0	0.0010168449887871065
Enterobacteriaceae (OTU 1)	28.442000019302416	2.9827389638691016e-5	5	Kruskal-Wallis rank sum test	0.6315983078903807	0.5926062166636012	0.011219422475629943	0.06970755931579915	6.437373551590951e-4	0.24508000735699834	0.0010333059981975103
Parabacteroides (OTU 5)	28.52538287361056	2.872678861720041e-5	5	Kruskal-Wallis rank sum test	0	0	1.839249586168843e-4	0.11752804855618908	0.4517196983630679	0.285359573294096	0.0010333059981975103
Proteus (OTU 16)	28.098645818199387	3.48176908705419e-5	5	Kruskal-Wallis rank sum test	0	0	0	0	0.2176751885230826	0	0.0011257720048141883
Lactobacillus (OTU 6)	26.925143466901325	5.898930556835031e-5	5	Kruskal-Wallis rank sum test	0.14254184292808536	0.1947765311752805	1.839249586168843e-4	0.048924038992091225	0.054441787750597756	0.04395806510943535	0.0017881133250406186
Ruminococcaceae (OTU 152)	26.719988986784138	6.466896963406825e-5	5	Kruskal-Wallis rank sum test	0	0	0	0.0026669118999448228	0	0	0.0018449676630895944
Anaerostipes (OTU 166)	25.81386633354158	9.696705715442079e-5	5	Kruskal-Wallis rank sum test	0	0	0	0	0.001103549751701306	0	0.00261272348443856
Clostridium (OTU 296)	24.826238738738716	1.5051974827625202e-4	5	Kruskal-Wallis rank sum test	0	0	0	1.839249586168843e-4	0	0	0.0038422146270516966
Erysipelotrichaceae (OTU 342)	24.41765873015875	1.8044487999406835e-4	5	Kruskal-Wallis rank sum test	0	0	0	1.839249586168843e-4	0	0	0.004375788339856157
Clostridiales (OTU 123)	23.85546308603188	2.3144637893520454e-4	5	Kruskal-Wallis rank sum test	0	0	0	0.0015633621482435166	0.0033106492551039177	0	0.005345309227789248
Ruminococcaceae (OTU 133)	23.43269723360653	2.7896163835316567e-4	5	Kruskal-Wallis rank sum test	0	0	0	0.0012874747103181902	0	0	0.005652294111713833
Rhodospirillaceae (OTU 150)	23.426696542893694	2.797011519198598e-4	5	Kruskal-Wallis rank sum test	0	0	0	3.678499172337686e-4	0	0	0.005652294111713833
Deltaproteobacteria (OTU 174)	23.426696542893694	2.797011519198598e-4	5	Kruskal-Wallis rank sum test	0	0	0	0	0	7.356998344675372e-4	0.005652294111713833
Turicibacter (OTU 14)	22.97256397334322	3.416672292497541e-4	5	Kruskal-Wallis rank sum test	0.0033106492551039177	0.0020231745447857274	0.004046349089571455	0	8.276623137759794e-4	0	0.006628344247445229
Lachnospiraceae (OTU 130)	22.270076385347622	4.651763876001348e-4	5	Kruskal-Wallis rank sum test	0	0	0	0.0020231745447857274	0	0	0.008677328768694823
Clostridium (OTU 74)	21.075643570696734	7.838309818329213e-4	5	Kruskal-Wallis rank sum test	0	0	0	0	3.678499172337686e-4	0	0.014079926895887659
Bacteria (OTU 330)	20.633114035087758	9.500547317054253e-4	5	Kruskal-Wallis rank sum test	0	0	0	0	1.839249586168843e-4	0	0.016456305174183262
Lachnospiraceae (OTU 73)	19.975911743253086	0.0012628048839990699	5	Kruskal-Wallis rank sum test	0	0	0	2.758874379253265e-4	0	0	0.020413871789564976
Clostridium (OTU 128)	19.90015860861956	0.0013048041762402356	5	Kruskal-Wallis rank sum test	0	0	0	0.001195512231009748	0	0	0.020413871789564976
