id,vendor,cage,mouse,day,experiment,count1,dilution1,count2,dilution2,weight,
Y21D4E1,Young,2,1,4,1,1,-3,0,-4,20.63,
Y22D4E1,Young,2,2,4,1,0,-3,0,-4,20.94,
J11D4E1,Jackson,1,1,4,1,13,-4,3,-5,17.28,
J12D4E1,Jackson,1,2,4,1,30,-4,5,-5,18.53,
J21D4E1,Jackson,2,1,4,1,4,-4,2,-5,17.94,
J22D4E1,Jackson,2,2,4,1,2,-4,0,-5,18.35,
C11D4E1,Charles River,1,1,4,1,1,-2,0,-3,20.82,
C12D4E1,Charles River,1,2,4,1,36,-2,10,-3,15.61,
C21D4E1,Charles River,2,1,4,1,0,-2,0,-3,20.06,
C22D4E1,Charles River,2,2,4,1,0,-2,0,-3,17.55,
T11D4E1,Taconic,1,1,4,1,61,-3,11,-4,18.37,
T12D4E1,Taconic,1,2,4,1,NA,-3,237,-4,18.49,
T21D4E1,Taconic,2,1,4,1,0,-3,0,-4,18.28,
T22D4E1,Taconic,2,2,4,1,NA,-3,NA,-4,NA,
E11D4E1,Envigo,1,1,4,1,68,-3,10,-4,17.84,
E12D4E1,Envigo,1,2,4,1,16,-3,17,-4,18.4,
E21D4E1,Envigo,2,1,4,1,32,-3,2,-4,17.63,
E22D4E1,Envigo,2,2,4,1,77,-3,6,-4,18.63,
S11D5E1,Schloss,1,1,5,1,0,-1,0,-2,22.9,
S12D5E1,Schloss,1,2,5,1,4,-1,4,-2,21.7,
S21D5E1,Schloss,2,1,5,1,39,-1,15,-2,22.7,
S22D5E1,Schloss,2,2,5,1,22,-1,2,-2,21.2,
Y11D5E1,Young,1,1,5,1,0,-1,1,-2,20.6,
Y12D5E1,Young,1,2,5,1,0,-1,0,-2,19.1,
Y13D5E1,Young,1,3,5,1,0,-1,0,-2,21,
Y21D5E1,Young,2,1,5,1,0,-1,12,-2,19.8,
Y22D5E1,Young,2,2,5,1,0,-1,1,-2,21.4,
J11D5E1,Jackson,1,1,5,1,5,-3,1,-4,20.3,
J12D5E1,Jackson,1,2,5,1,22,-3,6,-4,18.9,
J21D5E1,Jackson,2,1,5,1,3,-3,1,-4,19.6,
J22D5E1,Jackson,2,2,5,1,4,-3,0,-4,18.4,
C11D5E1,Charles River,1,1,5,1,0,-1,3,-2,20.4,
C12D5E1,Charles River,1,2,5,1,29,-1,22,-2,17.2,
C21D5E1,Charles River,2,1,5,1,0,-1,0,-2,19.8,
C22D5E1,Charles River,2,2,5,1,0,-1,0,-2,17.4,
T11D5E1,Taconic,1,1,5,1,NA,-3,58,-4,19.3,
T12D5E1,Taconic,1,2,5,1,NA,-3,NA,-4,18.6,
T21D5E1,Taconic,2,1,5,1,0,-3,0,-4,18.1,
T22D5E1,Taconic,2,2,5,1,NA,-3,NA,-4,NA,
E11D5E1,Envigo,1,1,5,1,NA,-2,15,-3,17.9,
E12D5E1,Envigo,1,2,5,1,8,-2,0,-3,17.9,
E21D5E1,Envigo,2,1,5,1,9,-2,1,-3,17,
E22D5E1,Envigo,2,2,5,1,5,-2,1,-3,18.2,
S11D6E1,Schloss,1,1,6,1,0,-1,0,-2,22.2,
S12D6E1,Schloss,1,2,6,1,0,-1,0,-2,21.07,
S21D6E1,Schloss,2,1,6,1,14,-1,13,-2,22.37,
S22D6E1,Schloss,2,2,6,1,0,-1,2,-2,21.24,
Y11D6E1,Young,1,1,6,1,0,-1,1,-2,20.73,
Y12D6E1,Young,1,2,6,1,0,-1,0,-2,18.83,
Y13D6E1,Young,1,3,6,1,0,-1,0,-2,20.36,
Y21D6E1,Young,2,1,6,1,0,-1,0,-2,19.59,
Y22D6E1,Young,2,2,6,1,NA,-1,NA,-2,21.35,
J11D6E1,Jackson,1,1,6,1,32,-2,6,-3,18.47,
J12D6E1,Jackson,1,2,6,1,5,-2,0,-3,20.07,
J21D6E1,Jackson,2,1,6,1,33,-2,0,-3,18.48,
J22D6E1,Jackson,2,2,6,1,9,-2,2,-3,19.65,
C11D6E1,Charles River,1,1,6,1,1,-1,1,-2,20.38,
C12D6E1,Charles River,1,2,6,1,3,-1,3,-2,17.23,
C21D6E1,Charles River,2,1,6,1,NA,-1,NA,-2,19.54,
C22D6E1,Charles River,2,2,6,1,0,-1,0,-2,17.18,
T11D6E1,Taconic,1,1,6,1,0,-3,0,-4,19.36,
T12D6E1,Taconic,1,2,6,1,1,-3,0,-4,18.89,
T21D6E1,Taconic,2,1,6,1,NA,-3,256,-4,17.7,
T22D6E1,Taconic,2,2,6,1,NA,-4,NA,-5,NA,
E11D6E1,Envigo,1,1,6,1,6,-2,1,-3,17.35,
E12D6E1,Envigo,1,2,6,1,0,-2,0,-3,17.55,
E21D6E1,Envigo,2,1,6,1,0,-2,0,-3,17.68,
E22D6E1,Envigo,2,2,6,1,0,-2,0,-3,18.99,
S11D7E1,Schloss,1,1,7,1,NA,-1,NA,-2,21.8,
S12D7E1,Schloss,1,2,7,1,NA,-1,17,-2,21.1,
S21D7E1,Schloss,2,1,7,1,5,-1,2,-2,21.7,
S22D7E1,Schloss,2,2,7,1,NA,-1,NA,-2,21.1,
Y11D7E1,Young,1,1,7,1,0,-1,1,-2,20.3,
Y12D7E1,Young,1,2,7,1,0,-1,0,-2,18.6,
Y13D7E1,Young,1,3,7,1,0,-1,0,-2,20.2,
Y21D7E1,Young,2,1,7,1,0,-1,0,-2,19.4,
Y22D7E1,Young,2,2,7,1,0,-1,0,-2,21,
J11D7E1,Jackson,1,1,7,1,85,-2,19,-3,20.8,
J12D7E1,Jackson,1,2,7,1,NA,-2,NA,-3,19,
J21D7E1,Jackson,2,1,7,1,NA,-2,NA,-3,19.5,
J22D7E1,Jackson,2,2,7,1,2,-2,0,-3,18.1,
C11D7E1,Charles River,1,1,7,1,0,-1,1,-2,20.4,
C12D7E1,Charles River,1,2,7,1,1,-1,0,-2,16.7,
C21D7E1,Charles River,2,1,7,1,0,-1,0,-2,19.8,
C22D7E1,Charles River,2,2,7,1,0,-1,0,-2,17.3,
T11D7E1,Taconic,1,1,7,1,0,-3,0,-4,19.6,
T12D7E1,Taconic,1,2,7,1,65,-3,13,-4,19.4,
T21D7E1,Taconic,2,1,7,1,0,-3,0,-4,18,
T22D7E1,Taconic,2,2,7,1,NA,-3,NA,-4,NA,
E11D7E1,Envigo,1,1,7,1,0,-1,0,-2,17.7,
E12D7E1,Envigo,1,2,7,1,1,-1,2,-2,17.3,
E21D7E1,Envigo,2,1,7,1,4,-1,1,-2,17.6,
E22D7E1,Envigo,2,2,7,1,0,-1,1,-2,18.7,
S11D8E1,Schloss,1,1,8,1,0,-1,NA,NA,21.23,
S12D8E1,Schloss,1,2,8,1,0,-1,NA,NA,20.38,
S21D8E1,Schloss,2,1,8,1,0,-1,NA,NA,21.85,
S22D8E1,Schloss,2,2,8,1,0,-1,NA,NA,20.52,
Y11D8E1,Young,1,1,8,1,0,-1,NA,NA,19.68,
Y12D8E1,Young,1,2,8,1,0,-1,NA,NA,18.53,
Y13D8E1,Young,1,3,8,1,0,-1,NA,NA,20.28,
Y21D8E1,Young,2,1,8,1,0,-1,NA,NA,19.21,
Y22D8E1,Young,2,2,8,1,0,-1,NA,NA,20.78,
J11D8E1,Jackson,1,1,8,1,0,-1,NA,NA,19.71,
J12D8E1,Jackson,1,2,8,1,0,-1,NA,NA,18.57,
J21D8E1,Jackson,2,1,8,1,0,-1,NA,NA,19.27,
J22D8E1,Jackson,2,2,8,1,0,-1,NA,NA,18.01,
C11D8E1,Charles River,1,1,8,1,0,-1,NA,NA,19.94,
C12D8E1,Charles River,1,2,8,1,0,-1,NA,NA,16.61,
C21D8E1,Charles River,2,1,8,1,0,-1,NA,NA,19.44,
C22D8E1,Charles River,2,2,8,1,0,-1,NA,NA,17.41,
T11D8E1,Taconic,1,1,8,1,0,-1,NA,NA,19.23,
T12D8E1,Taconic,1,2,8,1,40,-3,3,-4,20,
T21D8E1,Taconic,2,1,8,1,0,-1,NA,NA,18.18,
T22D8E1,Taconic,2,2,8,1,NA,-1,NA,NA,NA,
E11D8E1,Envigo,1,1,8,1,0,-1,NA,NA,17.41,
E12D8E1,Envigo,1,2,8,1,0,-1,NA,NA,17.48,
E21D8E1,Envigo,2,1,8,1,0,-1,NA,NA,17.21,
E22D8E1,Envigo,2,2,8,1,0,-1,NA,NA,18.33,
S11D9E1,Schloss,1,1,9,1,0,-1,NA,NA,21.6,
S12D9E1,Schloss,1,2,9,1,0,-1,NA,NA,20.2,
S21D9E1,Schloss,2,1,9,1,0,-1,NA,NA,22.1,
S22D9E1,Schloss,2,2,9,1,0,-1,NA,NA,20.7,
Y11D9E1,Young,1,1,9,1,0,-1,NA,NA,19.6,
Y12D9E1,Young,1,2,9,1,0,-1,NA,NA,18.6,
Y13D9E1,Young,1,3,9,1,0,-1,NA,NA,19.9,
Y21D9E1,Young,2,1,9,1,0,-1,NA,NA,19,
Y22D9E1,Young,2,2,9,1,0,-1,NA,NA,20.3,
J11D9E1,Jackson,1,1,9,1,0,-1,0,-2,19.3,
J12D9E1,Jackson,1,2,9,1,0,-1,0,-2,17.7,
J21D9E1,Jackson,2,1,9,1,0,-1,0,-2,18.6,
J22D9E1,Jackson,2,2,9,1,0,-1,0,-2,17.6,
C11D9E1,Charles River,1,1,9,1,0,-1,NA,NA,19.3,
C12D9E1,Charles River,1,2,9,1,0,-1,NA,NA,16.2,
C21D9E1,Charles River,2,1,9,1,0,-1,NA,NA,19.2,
C22D9E1,Charles River,2,2,9,1,0,-1,NA,NA,17,
T11D9E1,Taconic,1,1,9,1,0,-1,NA,NA,19.4,
T12D9E1,Taconic,1,2,9,1,36,-2,6,-3,19.6,
T21D9E1,Taconic,2,1,9,1,0,-1,NA,NA,18.3,
T22D9E1,Taconic,2,2,9,1,NA,-1,NA,NA,NA,
E11D9E1,Envigo,1,1,9,1,0,-1,NA,NA,17.2,
E12D9E1,Envigo,1,2,9,1,0,-1,NA,NA,16.9,
E21D9E1,Envigo,2,1,9,1,0,-1,NA,NA,17,
E22D9E1,Envigo,2,2,9,1,0,-1,NA,NA,18.1,
