otu	method	Schloss	Young	Jackson	Charles River	Taconic	Envigo	Young-Schloss	Jackson-Schloss	Jackson-Young	Charles River-Schloss	Charles River-Young	Charles River-Jackson	Taconic-Schloss	Taconic-Young	Taconic-Jackson	Taconic-Charles River	Envigo-Schloss	Envigo-Young	Envigo-Jackson	Envigo-Charles River	Envigo-Taconic
Lachnospiraceae (OTU 116)	Kruskal-Wallis rank sum test	1.839249586168843e-4	0.0020231745447857274	0.002391024462019496	1.839249586168843e-4	0.0034026117344123597	0	0.049829826476151126	0.02865729810071837	0.9414922608287902	0.4861802509769858	0.1564070608620562	0.0994263585047379	0.021242136849486247	0.6914325182719284	0.9414922608287902	0.049829826476151126	0.3669151102615651	0.026647994696142922	0.021242136849486247	0.13212415782208722	0.021242136849486247
Lachnospiraceae (OTU 117)	Kruskal-Wallis rank sum test	4.598123965422108e-4	0.0012874747103181902	5.51774875850653e-4	3.678499172337686e-4	0.0014713996689350744	1.839249586168843e-4	0.10058237046578349	0.9025985421778427	0.10058237046578349	0.9579361106814205	0.1537113889709694	0.9025985421778427	0.19406158578005428	0.9579361106814205	0.2778740931203977	0.17219420552429343	0.20834369754889667	0.0349647278746269	0.1537113889709694	0.6847530096594033	0.05963858839727998
Lachnospiraceae (OTU 120)	Kruskal-Wallis rank sum test	0	0	0	0.0016553246275519589	4.598123965422108e-4	1.839249586168843e-4	0.36437499195558537	0.5009941121792295	NA	0.0739878036897314	0.046865571375623125	0.0739878036897314	0.19461345817424822	0.09092776645446368	0.17881146301135856	0.19461345817424822	0.19461345817424822	0.0739878036897314	0.15334938242108997	0.19461345817424822	0.8546700752625801
Lachnospiraceae (OTU 121)	Kruskal-Wallis rank sum test	0	0	0	7.356998344675372e-4	0	0	NA	NA	NA	0.0355508278330935	0.030485721206685495	0.04455064686474747	NA	NA	NA	0.030485721206685495	NA	NA	NA	0.030825882023232262	NA
Lachnospiraceae (OTU 125)	Kruskal-Wallis rank sum test	1.839249586168843e-4	1.839249586168843e-4	0	3.678499172337686e-4	0.002207099503402612	5.51774875850653e-4	0.9447675513779239	0.06059842376966593	0.06059842376966593	0.8855658922498808	0.8641951080639526	0.09546567185303029	0.06059842376966593	0.06059842376966593	0.04913776845487789	0.1728938563152209	0.8241579027973835	0.6623025926415742	0.07353976423514462	0.8855658922498808	0.17324845614023224
Lachnospiraceae (OTU 126)	Kruskal-Wallis rank sum test	5.51774875850653e-4	0.0010115872723928637	1.839249586168843e-4	4.598123965422107e-4	9.196247930844216e-4	0	0.49456831660914574	0.6996564248360909	0.20497387267019196	0.7862815165686331	0.20497387267019196	0.7913911161280313	0.7862815165686331	0.7913911161280313	0.21965748101940083	0.3349300339184612	0.21965748101940083	0.016767152421594385	0.3349300339184612	0.21965748101940083	0.017963279967265447
Clostridium (OTU 128)	Kruskal-Wallis rank sum test	0	5.51774875850653e-4	0	0.0026669118999448228	9.196247930844215e-5	1.839249586168843e-4	0.058294005043648206	NA	0.058294005043648206	0.058294005043648206	0.15805010680275802	0.058294005043648206	0.09295045937957512	0.09295045937957512	0.11044646894190953	0.058294005043648206	0.08958969179633566	0.37141314371246337	0.09295045937957512	0.08958969179633566	0.45972722479560924
Lachnospiraceae (OTU 130)	Kruskal-Wallis rank sum test	0	0	1.839249586168843e-4	2.758874379253265e-4	6.437373551590951e-4	0	NA	0.026940044413583285	0.014563315867472254	0.02208517998970315	0.011551793712757732	0.4425681349020092	0.0072306666199219724	0.0056113530574040645	0.10366835026173038	0.4425681349020092	0.4425681349020092	0.4425681349020092	0.05167916260762042	0.026940044413583285	0.0072306666199219724
Lachnospiraceae (OTU 134)	Kruskal-Wallis rank sum test	1.839249586168843e-4	8.276623137759794e-4	9.196247930844216e-4	1.839249586168843e-4	0.0016553246275519589	0	0.16927876323620428	0.11480946276366469	0.7574406689712357	1	0.1475338160294627	0.07529445877931908	0.07529445877931908	0.25350007173248856	0.8804709471010266	0.07529445877931908	0.8804709471010266	0.08597855644704358	0.07529445877931908	0.9387682997616507	0.07529445877931908
Lachnospiraceae (OTU 136)	Kruskal-Wallis rank sum test	2.758874379253265e-4	0.0012874747103181902	9.196247930844216e-4	0.0010115872723928637	0	0	0.054312288946190314	0.7620104128322793	0.6116301157056274	0.054312288946190314	0.7620104128322793	0.7620104128322793	0.14913144615455276	0.027427424509729265	0.28364474886855656	0.027427424509729265	0.5060664962081242	0.17446006412792733	0.8623740545310403	0.4066895824074336	0.6116301157056274
Lachnospiraceae (OTU 141)	Kruskal-Wallis rank sum test	0	0	0	7.356998344675372e-4	0	0	0.513257914973225	NA	0.5270892568655381	0.1336519405942424	0.1336519405942424	0.1336519405942424	NA	0.45788868684602546	NA	0.1336519405942424	0.19935721140071372	0.3061641363294635	0.230538823103683	0.4343351393049554	0.13592735381701807
Lachnospiraceae (OTU 143)	Kruskal-Wallis rank sum test	0	2.758874379253265e-4	0.0027588743792532648	1.839249586168843e-4	0.0013794371896266324	0	0.054635369906514526	0.033760498215325015	0.045883019156687625	0.033760498215325015	1	0.045883019156687625	0.033760498215325015	0.1857211970763898	0.40549537926812057	0.2441419644586278	0.2441419644586278	0.2441419644586278	0.033760498215325015	0.2441419644586278	0.04932887048176654
Alistipes (OTU 144)	Kruskal-Wallis rank sum test	0	0	0	0	0	0.0012874747103181902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05599355737270979	0.053324814978025395	0.06639318527112509	0.05599355737270979	0.053324814978025395
Lachnospiraceae (OTU 146)	Kruskal-Wallis rank sum test	3.678499172337686e-4	2.758874379253265e-4	0	4.598123965422108e-4	0.0038624241309545707	0	0.7367270607332757	0.4543429430046606	0.7367270607332757	0.935392452671305	0.9068536277565661	0.4543429430046606	0.028687888247402784	0.017712351012691325	0.04461256849104765	0.017712351012691325	0.24442912829751906	0.4543429430046606	0.9068536277565661	0.24442912829751906	0.01909641228466988
Clostridiales (OTU 148)	Kruskal-Wallis rank sum test	0	0	0	0.0027588743792532648	0	0	NA	0.3941568311194677	0.32205795275131294	0.009741781611757558	0.004680255358989337	0.0279455899991056	NA	NA	0.32205795275131294	0.004680255358989337	0.31738455379621616	0.24402008248945084	1	0.009741781611757558	0.24402008248945084
Rhodospirillaceae (OTU 150)	Kruskal-Wallis rank sum test	0	0	0	5.51774875850653e-4	0	0	NA	NA	NA	0.0355508278330935	0.030485721206685495	0.04455064686474747	NA	NA	NA	0.030485721206685495	NA	NA	NA	0.030825882023232262	NA
Ruminococcaceae (OTU 152)	Kruskal-Wallis rank sum test	0	0	0	3.678499172337686e-4	0	0	NA	NA	NA	0.13165163938603608	0.12845137362681877	0.13215726748809695	NA	NA	NA	0.12845137362681877	0.13215726748809695	0.12845137362681877	0.1526178581151896	0.7553311810582533	0.12845137362681877
Lachnospiraceae (OTU 153)	Kruskal-Wallis rank sum test	0	0	0	0.00469008644473055	0	0	NA	NA	NA	0.02886515875727741	0.015063933656450292	0.037995139852498985	NA	NA	NA	0.015063933656450292	0.11310039630538028	0.07340078492961073	0.13566031832461298	0.07340078492961073	0.07340078492961073
Bacteria (OTU 155)	Kruskal-Wallis rank sum test	1.839249586168843e-4	3.678499172337686e-4	1.839249586168843e-4	0	9.196247930844216e-4	0	0.27194684266899743	0.9070956697614373	0.5753558199405175	0.3063880597622212	0.13052052866302033	0.3063880597622212	0.13052052866302033	0.27194684266899743	0.18409567530075668	0.0613300125917063	0.27194684266899743	0.13052052866302033	0.3063880597622212	1	0.0613300125917063
Enterorhabdus (OTU 156)	Kruskal-Wallis rank sum test	6.437373551590951e-4	0.001195512231009748	5.51774875850653e-4	0	6.437373551590951e-4	1.839249586168843e-4	0.3379679720676381	0.6936167552330167	0.17609943995876218	0.03888159929962945	0.03545418841706388	0.043648480555741345	0.6936167552330167	0.17609943995876218	0.9404995539720309	0.03888159929962945	0.17609943995876218	0.043648480555741345	0.18459460623748225	0.17609943995876218	0.17609943995876218
Clostridiales (OTU 160)	Kruskal-Wallis rank sum test	0	0	0	0.0014713996689350744	0	5.51774875850653e-4	0.3415766165544228	0.42152883328054186	0.8426702623394036	0.014371094817453639	0.014371094817453639	0.030555899053717705	NA	0.2658499203590182	0.3415766165544228	0.010920595837641786	0.10452130709572495	0.2053682312872691	0.2579620549920381	0.717307996910283	0.05972379277538844
Alistipes (OTU 161)	Kruskal-Wallis rank sum test	0	0	0	0.0017472871068604009	0	1.839249586168843e-4	NA	NA	NA	0.008173595372758215	0.0034529850452525053	0.0120993416113799	NA	NA	NA	0.0034529850452525053	0.05759337329764436	0.03199488898681524	0.07469233343001572	0.09807508393321024	0.03199488898681524
Eisenbergiella (OTU 164)	Kruskal-Wallis rank sum test	0	0	0.002207099503402612	1.839249586168843e-4	5.51774875850653e-4	0	0.21130328136002033	0.03150346988298193	0.03319866051323725	0.08414757174500209	0.42215694003306886	0.09367809615870624	0.04631484775646519	0.18713308231711645	0.42215694003306886	0.42215694003306886	0.2885314125420147	0.6291719845490172	0.03150346988298193	0.27590855639193035	0.09367809615870624
Lachnospiraceae (OTU 167)	Kruskal-Wallis rank sum test	0.0016553246275519589	4.598123965422108e-4	0	0	0	0	0.03671287673853541	0.023575815707337924	0.14652914261452124	0.017101222086846522	0.10977457617624395	1	0.010178647068499096	0.035503631650471275	0.36437499195558537	0.36437499195558537	0.010178647068499096	0.038005356826824016	0.36437499195558537	0.3818117474483861	NA
Lachnospiraceae (OTU 169)	Kruskal-Wallis rank sum test	0	0	0	0.0031267242964870333	8.276623137759794e-4	0	0.5112669082745156	NA	0.5270892568655381	0.01869892228120809	0.01869892228120809	0.024557131493091085	0.069628274220206	0.069628274220206	0.09038568623384519	0.5112669082745156	0.1744375599756245	0.2207016396941872	0.20919263577926794	0.069628274220206	0.4578811601673115
Lachnospiraceae (OTU 170)	Kruskal-Wallis rank sum test	0	0	0	0.0018392495861688431	0	0	NA	NA	NA	0.0925124624827934	0.08891513112733303	0.10406217983408537	NA	NA	NA	0.08891513112733303	NA	NA	NA	0.08891513112733303	NA
Clostridiales (OTU 171)	Kruskal-Wallis rank sum test	0	0	1.839249586168843e-4	0	0	0	0.47048642205878966	0.10705932857149286	0.1306875812500023	NA	0.47048642205878966	0.10705932857149286	NA	0.47048642205878966	0.10705932857149286	NA	NA	0.47048642205878966	0.10705932857149286	NA	NA
Lachnospiraceae (OTU 173)	Kruskal-Wallis rank sum test	0	0	0	0.002207099503402612	0	0	0.4660997414977309	0.5443225075677393	NA	0.14593842966280188	0.0731657308960452	0.1336519405942424	0.4660997414977309	NA	NA	0.0731657308960452	1	0.4660997414977309	0.5443225075677393	0.1336519405942424	0.4660997414977309
Deltaproteobacteria (OTU 174)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12566710700597808	0.12566710700597808	0.13566031832461298	0.12566710700597808	0.12566710700597808
Lachnospiraceae (OTU 175)	Kruskal-Wallis rank sum test	0	0	0	3.678499172337686e-4	0.0014713996689350744	0	NA	0.38910353841280787	0.3131118985082209	0.04281639633584052	0.031710070412140356	0.0747169773738752	0.04281639633584052	0.031710070412140356	0.0747169773738752	0.30752151971719915	0.29399954045785337	0.21984044917730963	0.6689292682527674	0.21984044917730963	0.0664808515857698
Lachnospiraceae (OTU 177)	Kruskal-Wallis rank sum test	0	9.196247930844215e-5	0	0	0.001103549751701306	0	0.837336039925801	0.837336039925801	0.6045758979164273	1	0.837336039925801	0.837336039925801	0.04057804043630522	0.24053518187401102	0.02810870397020003	0.04057804043630522	0.9936953068789949	0.7017593191530342	0.837336039925801	0.9969415878764085	0.025805680461815368
Lachnospiraceae (OTU 178)	Kruskal-Wallis rank sum test	0	0	0	0	0	0.004414199006805224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05599355737270979	0.053324814978025395	0.06639318527112509	0.05599355737270979	0.053324814978025395
Lachnospiraceae (OTU 179)	Kruskal-Wallis rank sum test	9.196247930844215e-5	6.437373551590951e-4	7.356998344675372e-4	0	0.0010115872723928637	0	0.04498300321025653	0.046748354255368336	0.8819969571709897	0.5302652918667634	0.03019950593776653	0.03706375505361584	0.03019950593776653	0.5723997274479152	0.5029537388335585	0.03019950593776653	0.7973156876387217	0.046748354255368336	0.06956763232740562	0.7973156876387217	0.03019950593776653
Lachnospiraceae (OTU 182)	Kruskal-Wallis rank sum test	0	4.598123965422107e-4	0	0	0.0015633621482435166	0	0.02446651219190887	NA	0.03569020716958054	0.44144374028431205	0.0935943446066481	0.4652088184521417	0.009418061632470377	0.16553743581768393	0.01310340492130077	0.013449559362639767	NA	0.017696227327834473	NA	0.4254473757282016	0.009418061632470377
Lachnospiraceae (OTU 183)	Kruskal-Wallis rank sum test	0	9.196247930844215e-5	0	0.001195512231009748	0	0	0.4955097821627728	0.3432665629864283	0.17618559402981765	0.06921594519828841	0.06921594519828841	0.06921594519828841	0.19435624556106523	0.07474846480780896	NA	0.046865571375623125	0.6282160233223721	0.4202271211662119	0.5373440138809734	0.06921594519828841	0.4449133896114705
Firmicutes (OTU 186)	Kruskal-Wallis rank sum test	0	0	0	9.196247930844215e-5	5.51774875850653e-4	0	NA	NA	NA	0.09403688527574007	0.06917434611597532	0.11563760905208482	0.037051878205172153	0.03348360363705371	0.047311839554868375	0.16368805939700098	NA	NA	NA	0.07912583675482054	0.03348360363705371
Clostridiales (OTU 188)	Kruskal-Wallis rank sum test	0	0	0.0073569983446753725	0.0017472871068604009	0	0	NA	0.03605828432804017	0.03349941836218275	0.04875542102824251	0.03605828432804017	0.3813543339526889	NA	NA	0.03349941836218275	0.03605828432804017	0.4404006981390033	0.3813543339526889	0.04658387001237173	0.06262138413417784	0.3813543339526889
Erysipelotrichaceae (OTU 189)	Kruskal-Wallis rank sum test	0.00211513702409417	8.276623137759794e-4	0	0	0	0	0.9745535093317335	0.09773343183056081	0.09773343183056081	0.16841879917726393	0.09773343183056081	0.7187580775439155	0.09773343183056081	0.09773343183056081	0.7187580775439155	0.9745535093317335	0.09773343183056081	0.09773343183056081	0.7187580775439155	0.9745535093317335	1
Porphyromonadaceae (OTU 191)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12566710700597808	0.12566710700597808	0.13566031832461298	0.12566710700597808	0.12566710700597808
Desulfovibrionaceae (OTU 192)	Kruskal-Wallis rank sum test	0	0	0	0	0	0.0020231745447857274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.022733556751692544	0.018024562431724837	0.02977069926601884	0.022733556751692544	0.018024562431724837
Lachnospiraceae (OTU 193)	Kruskal-Wallis rank sum test	0	0.0010115872723928637	1.839249586168843e-4	7.356998344675372e-4	0	0	0.010845999929882957	0.09516384761910476	0.05240501440672092	0.033127769984554724	0.31294836231736806	0.2036121581345603	NA	0.0056113530574040645	0.05240501440672092	0.015402391617010312	0.15638573316299495	0.2036121581345603	1	0.49665762896003207	0.09990662393197015
Alistipes (OTU 194)	Kruskal-Wallis rank sum test	0	0	0	0.002482986941327938	0	0	NA	NA	NA	0.01202714948219892	0.008368852031361272	0.01688672882333288	NA	NA	NA	0.008368852031361272	NA	NA	NA	0.00937151223614408	NA
Bacteria (OTU 195)	Kruskal-Wallis rank sum test	0	0	0	0	7.356998344675372e-4	0	NA	NA	NA	NA	NA	NA	0.07867056825776769	0.07867056825776769	0.08940573150567928	0.07867056825776769	NA	NA	NA	NA	0.07867056825776769
Firmicutes (OTU 196)	Kruskal-Wallis rank sum test	0	2.758874379253265e-4	0	0	0	0	0.08597727876229534	NA	0.09995905248831431	NA	0.08597727876229534	NA	NA	0.08597727876229534	NA	NA	0.4954507854063787	0.18342439226895607	0.49896229860376107	0.4954507854063787	0.4954507854063787
Lachnospiraceae (OTU 198)	Kruskal-Wallis rank sum test	0	0	0	0	3.678499172337686e-4	0	NA	NA	NA	0.2609175251998635	0.22412371253800437	0.26480563430381615	0.0733995365757266	0.05436012070652633	0.08327715006235459	0.14995895795569256	0.26480563430381615	0.24402008248945084	0.28495534519193383	1	0.22412371253800437
Lachnospiraceae (OTU 203)	Kruskal-Wallis rank sum test	0	2.758874379253265e-4	5.51774875850653e-4	2.758874379253265e-4	0.0018392495861688431	0	0.14058991755123362	0.024297939275838967	0.1254439388501759	0.26171312732505725	0.8426478514016834	0.14131247357040363	0.014481314423132136	0.014481314423132136	0.08680405501467062	0.04081203153698736	0.601266088777897	0.06804535571835939	0.014481314423132136	0.12743813311513458	0.014481314423132136
Lachnospiraceae (OTU 204)	Kruskal-Wallis rank sum test	0	5.51774875850653e-4	0	0	7.356998344675372e-4	0	0.034253117068672415	NA	0.048578337536373514	0.582122681704388	0.05554794242536525	0.582122681704388	0.008521404504269593	0.6435887751437613	0.010995413813662171	0.008521404504269593	0.582122681704388	0.05554794242536525	0.582122681704388	1	0.008521404504269593
Lachnospiraceae (OTU 205)	Kruskal-Wallis rank sum test	3.678499172337686e-4	9.196247930844215e-5	1.839249586168843e-4	2.758874379253265e-4	0.0020231745447857274	0	0.9523489426660772	0.9914789711161078	0.968881965571188	0.968881965571188	0.968881965571188	1	0.013365648047577065	0.011808234008460884	0.058848248183675095	0.011808234008460884	0.046238823034848386	0.07440479612194999	0.06194332162078546	0.046238823034848386	0.0117767395855559
Lachnospiraceae (OTU 206)	Kruskal-Wallis rank sum test	0	0	0	4.598123965422108e-4	0.0017472871068604009	0	NA	0.38910353841280787	0.3131118985082209	0.02208517998970315	0.013101768515632837	0.054543182261669404	0.010987738571215438	0.005674949187858198	0.013101768515632837	0.2774508409653725	0.2774508409653725	0.2214256304070943	0.6698688319406407	0.14284886804841634	0.013101768515632837
Lachnospiraceae (OTU 208)	Kruskal-Wallis rank sum test	0	0	0	0.0015633621482435164	0	0.0016553246275519589	NA	NA	NA	0.02886515875727741	0.015063933656450292	0.03199488898681524	NA	NA	NA	0.015063933656450292	0.05759337329764436	0.03199488898681524	0.07469233343001572	0.5138874845508352	0.03199488898681524
Clostridium (OTU 211)	Kruskal-Wallis rank sum test	9.196247930844215e-5	3.678499172337686e-4	0	0	3.678499172337686e-4	0	0.23257400342463624	0.2055779716481508	0.019629457677052937	0.204791439044945	0.01924660027799648	NA	0.22700811411132996	0.5386599691531632	0.027489134982936023	0.019629457677052937	0.9370778311073786	0.43851922148530126	0.22700811411132996	0.2055779716481508	0.3607293974630108
Romboutsia (OTU 212)	Kruskal-Wallis rank sum test	0	0	0	0.005425786279198087	0	0	NA	NA	NA	0.01202714948219892	0.008368852031361272	0.01688672882333288	NA	NA	NA	0.008368852031361272	NA	NA	NA	0.00937151223614408	NA
Clostridiales (OTU 213)	Kruskal-Wallis rank sum test	0	0	1.839249586168843e-4	0	0	0	NA	0.05887255922372739	0.053506289863892234	0.44144374028431205	0.41642856223495467	0.13239121597390463	0.3659902384207843	0.3418070404615949	0.22221241094638283	0.7188163610152828	NA	NA	0.053506289863892234	0.4254473757282016	0.3489450105185591
Clostridiales (OTU 219)	Kruskal-Wallis rank sum test	0	0	0	0.008184660658451352	0	0	NA	NA	NA	0.03506148822708421	0.030114120354451625	0.043901992032983436	NA	NA	NA	0.030114120354451625	NA	NA	NA	0.030426434312432166	NA
Lachnospiraceae (OTU 223)	Kruskal-Wallis rank sum test	0	0	0	3.678499172337686e-4	0	0	NA	NA	NA	0.027008398572260013	0.014228080777882521	0.0353634106712226	NA	NA	NA	0.014228080777882521	0.11213843141290147	0.0849545961356363	0.1344809801438151	0.09230440879138335	0.0849545961356363
Lachnospiraceae (OTU 230)	Kruskal-Wallis rank sum test	0	1.839249586168843e-4	0	9.196247930844215e-5	5.51774875850653e-4	0	0.1951165871889101	0.5757257291581858	0.163734417932214	0.2923646066632155	1	0.1951165871889101	0.1137598788452431	0.1951165871889101	0.1137598788452431	0.240120657730283	1	0.19339644023345975	0.5757257291581858	0.24283281309656873	0.1137598788452431
Lachnospiraceae (OTU 232)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NA	0.13638021563578923	0.13638021563578923	NA	NA	0.13638021563578923	NA	NA	0.13638021563578923	NA	NA	NA	0.13638021563578923	NA	NA
Acetatifactor (OTU 237)	Kruskal-Wallis rank sum test	0	0	0	0.001195512231009748	0	3.678499172337686e-4	NA	NA	NA	0.017037138849199572	0.014852306202117086	0.023117703105485138	NA	NA	NA	0.014852306202117086	0.023117703105485138	0.016057361745472253	0.03309289390581508	0.11256702389221163	0.016057361745472253
Bacteroidetes (OTU 238)	Kruskal-Wallis rank sum test	0	0	0	0	0	0.002391024462019496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05599355737270979	0.053324814978025395	0.06639318527112509	0.05599355737270979	0.053324814978025395
Lachnospiraceae (OTU 241)	Kruskal-Wallis rank sum test	4.598123965422108e-4	0	0	0	0	0	0.11655545580056433	0.1336519405942424	0.5750064620351324	0.11655545580056433	0.5750064620351324	NA	0.11655545580056433	0.5750064620351324	NA	NA	0.17440241475239357	0.9220850727491523	0.5750064620351324	0.5750064620351324	0.5750064620351324
Lachnospiraceae (OTU 243)	Kruskal-Wallis rank sum test	0	0	0	0.002850836858561707	0	0	NA	NA	NA	0.06502198492657436	0.06502198492657436	0.07902358565937019	0.5270892568655381	0.5270892568655381	0.5270892568655381	0.06502198492657436	NA	NA	NA	0.06502198492657436	0.5270892568655381
Lachnospiraceae (OTU 247)	Kruskal-Wallis rank sum test	0	0	7.356998344675372e-4	9.196247930844215e-5	0	0	0.341590889192732	0.07011333063785588	0.13387966194325818	0.14627959931781787	0.5339283857694724	0.14243760884730813	0.5339283857694724	0.5370939784426416	0.07011333063785588	0.2498669402116428	NA	0.3166352873223962	0.07011333063785588	0.14243760884730813	0.5339283857694724
Roseburia (OTU 252)	Kruskal-Wallis rank sum test	0	0	0	6.437373551590951e-4	0	0	NA	NA	NA	0.01202714948219892	0.008368852031361272	0.01688672882333288	NA	NA	NA	0.008368852031361272	NA	NA	NA	0.00937151223614408	NA
Bacteroidales (OTU 255)	Kruskal-Wallis rank sum test	0	0	0	0	0	0.0031267242964870333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05599355737270979	0.053324814978025395	0.06639318527112509	0.05599355737270979	0.053324814978025395
Firmicutes (OTU 256)	Kruskal-Wallis rank sum test	0	9.196247930844215e-5	0	5.51774875850653e-4	0	0	0.4253648679353723	0.24073239482165104	0.15214171520844055	0.08675230325781727	0.16617205803854057	0.06636401756984986	0.16617205803854057	0.08675230325781727	NA	0.033227563619984406	0.16617205803854057	0.08928575534633998	NA	0.033227563619984406	NA
Lachnospiraceae (OTU 257)	Kruskal-Wallis rank sum test	0	0	0	0.0010115872723928637	0	0	NA	NA	NA	0.03506148822708421	0.030114120354451625	0.043901992032983436	NA	NA	NA	0.030114120354451625	NA	NA	NA	0.030426434312432166	NA
Porphyromonadaceae (OTU 261)	Kruskal-Wallis rank sum test	0	0	0	0	0	0.0018392495861688431	NA	NA	NA	0.4552388571681968	0.40155611358370635	0.4652088184521417	NA	NA	NA	0.40155611358370635	0.13438453769450348	0.09598466696044572	0.14938466686003143	0.18603125714321175	0.09598466696044572
Lachnospiraceae (OTU 263)	Kruskal-Wallis rank sum test	0	0	0	0	0.0010115872723928637	0	NA	NA	NA	0.4552388571681968	0.4552388571681968	0.4652088184521417	0.004648285684235553	0.0034905331833082116	0.0058152787206745445	0.0058152787206745445	NA	NA	NA	0.4552388571681968	0.0034905331833082116
Bacteria (OTU 265)	Kruskal-Wallis rank sum test	0	0	0.0014713996689350744	1.839249586168843e-4	0	0	NA	0.12094449442399724	0.12094449442399724	0.12094449442399724	0.12094449442399724	0.6887732287139715	0.5489008257352547	0.5342034679870297	0.12094449442399724	0.12094449442399724	0.5489008257352547	0.5342034679870297	0.14351747173663226	0.12094449442399724	1
Bacteroides (OTU 266)	Kruskal-Wallis rank sum test	0	0	0	5.51774875850653e-4	0	0	NA	NA	NA	0.003208348091437589	0.0018251055536436436	0.005035912801732338	NA	NA	NA	0.0018251055536436436	NA	NA	NA	0.002254408976691342	NA
Dorea (OTU 267)	Kruskal-Wallis rank sum test	0	0	0	9.196247930844215e-5	9.196247930844216e-4	0	0.9351100369712135	0.41375880359971273	0.4915882257329101	0.5757257291581858	0.5757257291581858	0.2569724645601885	0.05919449094618985	0.05919449094618985	0.05919449094618985	0.12559361453539536	0.5757257291581858	0.6632316216178955	0.5757257291581858	0.34505196094120566	0.05919449094618985
Lachnospiraceae (OTU 269)	Kruskal-Wallis rank sum test	0	9.196247930844215e-5	0	4.598123965422108e-4	0	0	0.08033490705893687	NA	0.09984300060553912	0.06696431650975498	0.3129822568233977	0.06696431650975498	NA	0.06696431650975498	NA	0.06696431650975498	NA	0.06696431650975498	NA	0.06696431650975498	NA
Clostridiales (OTU 270)	Kruskal-Wallis rank sum test	0	9.196247930844215e-5	0	0	0	0	0.07867056825776769	NA	0.08940573150567928	NA	0.07867056825776769	NA	NA	0.07867056825776769	NA	NA	NA	0.07867056825776769	NA	NA	NA
Oscillibacter (OTU 271)	Kruskal-Wallis rank sum test	0	0	0	0	9.196247930844216e-4	0	0.7841440367646495	0.7841440367646495	1	0.7841440367646495	1	1	0.023294884319525297	0.023294884319525297	0.04703498404973594	0.026744424333392802	0.7841440367646495	1	1	1	0.023294884319525297
Lachnospiraceae (OTU 272)	Kruskal-Wallis rank sum test	0	6.437373551590951e-4	5.51774875850653e-4	0	0	0	0.12077063897203655	0.12077063897203655	0.9408360493876078	0.24602806990191517	0.042715548771419205	0.042715548771419205	0.17441372367285135	0.03840423815222471	0.03840423815222471	NA	0.4742776749189266	0.042715548771419205	0.042715548771419205	0.4742776749189266	0.4449133896114705
Lachnospiraceae (OTU 273)	Kruskal-Wallis rank sum test	0	0	0	1.839249586168843e-4	8.276623137759794e-4	0	1	0.6588615710819226	0.6588615710819226	0.2965528754470911	0.22168125185081608	0.22168125185081608	0.032058314727532754	0.032058314727532754	0.032058314727532754	0.10579685874104944	1	1	0.6588615710819226	0.2527544524552595	0.032058314727532754
Lachnospiraceae (OTU 274)	Kruskal-Wallis rank sum test	0	0.0012874747103181902	0	9.196247930844215e-5	0	0	0.032251643392187695	0.4128440772368998	0.059307404440097286	0.17268992996788105	0.37576310753924674	0.37576310753924674	NA	0.02004226675641894	0.37576310753924674	0.1359568099555951	0.17593394980836932	0.1737879091933026	0.4128440772368998	0.8763839421517056	0.15985059829115222
Clostridiales (OTU 276)	Kruskal-Wallis rank sum test	0	0	0	8.276623137759794e-4	0	0	NA	NA	NA	0.011253499405108338	0.007904489321045845	0.01571707140943227	NA	NA	NA	0.007904489321045845	NA	NA	NA	0.008812103144104137	NA
Clostridiales (OTU 277)	Kruskal-Wallis rank sum test	0	0	0	2.758874379253265e-4	5.51774875850653e-4	0	0.49663237871826493	0.6343756615256477	0.30885992938378654	0.1753266602816849	0.835219149785029	0.1753266602816849	0.06487946107776742	0.1753266602816849	0.06487946107776742	0.1753266602816849	0.6486545731337581	0.835219149785029	0.4353484440432323	0.6486545731337581	0.1753266602816849
Lachnospiraceae (OTU 278)	Kruskal-Wallis rank sum test	0	0	0	0.001195512231009748	0	3.678499172337686e-4	NA	NA	NA	0.03736601985690169	0.027437149086016948	0.0501194777228409	NA	NA	NA	0.027437149086016948	0.031994972846203895	0.027437149086016948	0.03736601985690169	0.826772923494549	0.027437149086016948
Porphyromonadaceae (OTU 282)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12566710700597808	0.12566710700597808	0.13566031832461298	0.12566710700597808	0.12566710700597808
