otu	statistic	p.value	parameter	method	Schloss	Young	Jackson	Charles River	Taconic	Envigo	p.value.adj
Parabacteroides (OTU 24)	38.53293413173654	2.9484980395386926e-7	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0.0187603457789222	7.037081987699013e-5
Burkholderiales (OTU 34)	38.53293413173654	2.9484980395386926e-7	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0.013058672061798787	7.037081987699013e-5
Alistipes (OTU 194)	38.53293413173654	2.9484980395386926e-7	5	Kruskal-Wallis rank sum test	0	0	0	0.0016553246275519589	0	0	7.037081987699013e-5
Parasutterella (OTU 26)	36.947729875503335	6.135739175608674e-7	5	Kruskal-Wallis rank sum test	0	0	0.014530071730733861	0.0033106492551039177	0	0	1.0982973124339526e-4
Bacteroides (OTU 32)	35.08265619852864	1.4485674280212326e-6	5	Kruskal-Wallis rank sum test	0	0	0	0.011035497517013059	0	0	2.074348556926405e-4
Deltaproteobacteria (OTU 174)	32.17723453017565	5.479916089881202e-6	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0.0020231745447857274	6.539366533924901e-4
Bacteroides (OTU 2)	31.212780976459584	8.503285783502353e-6	5	Kruskal-Wallis rank sum test	0	1.839249586168843e-4	0.6199190730182086	0.02556556924774692	7.356998344675372e-4	0	7.610440776234606e-4
Dorea (OTU 301)	31.39204545454548	7.837192478054762e-6	5	Kruskal-Wallis rank sum test	0	0	6.437373551590951e-4	0	0	0	7.610440776234606e-4
Parabacteroides (OTU 5)	30.672789615993477	1.086888514861278e-5	5	Kruskal-Wallis rank sum test	0	0	0	0.0750413831156888	0.07081110906750046	0.07467353319845503	8.646801962674168e-4
Anaerostipes (OTU 166)	30.22837370242212	1.3297910729682795e-5	5	Kruskal-Wallis rank sum test	0	0	0	0	0.008644473054993563	0	9.52130408245288e-4
Lactobacillus (OTU 31)	29.676806591555664	1.7073815586530987e-5	5	Kruskal-Wallis rank sum test	0.010851572558396173	0.005333823799889645	0	0	0	0.005149898841272761	0.0011113501781778352
Lachnospiraceae (OTU 93)	29.269234266378174	2.0531189252780094e-5	5	Kruskal-Wallis rank sum test	0.004598123965422108	5.51774875850653e-4	0	0	0	0	0.0012250276254158789
Bifidobacterium (OTU 46)	28.73998164576323	2.6076052044509784e-5	5	Kruskal-Wallis rank sum test	0.001195512231009748	0.002942799337870149	0	0	0	0	0.0014361887126053082
Clostridiales (OTU 148)	28.567273616033194	2.8189160302656193e-5	5	Kruskal-Wallis rank sum test	0	0	0	0.0027588743792532648	0	0	0.0014416741983358454
Lachnospiraceae (OTU 104)	28.3664357317026	3.08608708459667e-5	5	Kruskal-Wallis rank sum test	0	0	0	3.678499172337686e-4	0	0.008276623137759793	0.0014730922350474772
Lachnospiraceae (OTU 216)	27.223935606215036	5.159062945179467e-5	5	Kruskal-Wallis rank sum test	0.001103549751701306	0.0020231745447857274	0	0	0	0	0.0023086806679678113
Betaproteobacteria (OTU 58)	26.11607142857137	8.472736705062932e-5	5	Kruskal-Wallis rank sum test	0	0	0	0	0	7.356998344675372e-4	0.0025276997836771076
Anaeroplasma (OTU 92)	26.82931137388536	6.157807367043019e-5	5	Kruskal-Wallis rank sum test	7.356998344675372e-4	0.001103549751701306	0	0	0	0	0.0025276997836771076
Desulfovibrionaceae (OTU 192)	26.11607142857137	8.472736705062932e-5	5	Kruskal-Wallis rank sum test	0	0	0	0	0	3.678499172337686e-4	0.0025276997836771076
Lachnospiraceae (OTU 206)	26.62749579831932	6.740376656265128e-5	5	Kruskal-Wallis rank sum test	0	0	0	7.356998344675372e-4	0	0	0.0025276997836771076
Desulfovibrio (OTU 209)	26.123492875410978	8.444689261542072e-5	5	Kruskal-Wallis rank sum test	0	0	0	0	0	1.839249586168843e-4	0.0025276997836771076
Ruminococcaceae (OTU 288)	26.123492875410978	8.444689261542072e-5	5	Kruskal-Wallis rank sum test	0	0	0	1.839249586168843e-4	0	0	0.0025276997836771076
Clostridium (OTU 296)	26.41017950148807	7.428849177848071e-5	5	Kruskal-Wallis rank sum test	0	0	5.51774875850653e-4	3.678499172337686e-4	0	0	0.0025276997836771076
Ruminococcaceae (OTU 479)	26.190476190476137	8.195668435463134e-5	5	Kruskal-Wallis rank sum test	0	0	0	1.839249586168843e-4	0	0	0.0025276997836771076
Akkermansia (OTU 15)	25.681326373269616	1.028729081456803e-4	5	Kruskal-Wallis rank sum test	0	0	0	0	0.33253632517932685	0	0.002946280089292284
Clostridium (OTU 74)	24.987991718426468	1.4007963256071042e-4	5	Kruskal-Wallis rank sum test	0	0	0	0	0.0020231745447857274	0	0.003716972978960055
Lachnospiraceae (OTU 169)	24.98661838995731	1.401651821674881e-4	5	Kruskal-Wallis rank sum test	0	0	0	5.51774875850653e-4	0	0	0.003716972978960055
Lachnospiraceae (OTU 36)	24.871936917175113	1.4749457868033872e-4	5	Kruskal-Wallis rank sum test	0	0	0	0.004782048924038992	0.0036784991723376862	0	0.003771647083397233
Mucispirillum (OTU 19)	24.492127805005747	1.7458322997342888e-4	5	Kruskal-Wallis rank sum test	0	0	0	0.0084605480963766775	0.03034761817178591	0.0033106492551039177	0.004310399746930175
Proteus (OTU 16)	24.299635082263283	1.9013596554494738e-4	5	Kruskal-Wallis rank sum test	0	0	0	0	0.0012874747103181902	0	0.004537911711006077
Clostridiales (OTU 160)	23.757872784150184	2.4164927797956821e-4	5	Kruskal-Wallis rank sum test	0	0	0	0.0033106492551039177	0	9.196247930844216e-4	0.005581318807528092
Lachnospiraceae (OTU 38)	23.403314182261568	2.826012761359818e-4	5	Kruskal-Wallis rank sum test	0	0.004230274048188339	0	0.001103549751701306	1.839249586168843e-4	0	0.006323203553542593
Lachnospiraceae (OTU 91)	23.154170055264952	3.1540884661764295e-4	5	Kruskal-Wallis rank sum test	1.839249586168843e-4	0	0	0.002391024462019496	0	0	0.006843416187219162
Lachnospiraceae (OTU 175)	23.048492338111746	3.304359438208012e-4	5	Kruskal-Wallis rank sum test	0	0	0	9.196247930844216e-4	0	0	0.006958592228696873
Turicibacter (OTU 14)	22.654911922179423	3.9288655899978483e-4	5	Kruskal-Wallis rank sum test	0.013978296854883207	0.026485194040831342	0.029703880816626817	0	0	0	0.008037336464109883
Lachnospiraceae (OTU 73)	22.41986130374479	4.3559946094870716e-4	5	Kruskal-Wallis rank sum test	0	0	9.196247930844215e-5	0.0020231745447857274	0	0	0.008663589278868731
Lachnospiraceae (OTU 120)	22.18133453009934	4.836255329862055e-4	5	Kruskal-Wallis rank sum test	0	0	0	0.0012874747103181902	0	3.678499172337686e-4	0.00898929591470107
Clostridium (OTU 154)	22.25318039624607	4.686346472080073e-4	5	Kruskal-Wallis rank sum test	0	3.678499172337686e-4	0	0	0	0	0.00898929591470107
Lachnospiraceae (OTU 263)	22.095323741007196	5.021953024972665e-4	5	Kruskal-Wallis rank sum test	0	0	0	0	7.356998344675372e-4	0	0.00898929591470107
Anaerofustis (OTU 475)	22.095323741007196	5.021953024972665e-4	5	Kruskal-Wallis rank sum test	0	0	0	0	1.839249586168843e-4	0	0.00898929591470107
Enterococcus (OTU 23)	21.50118173902227	6.511478447627448e-4	5	Kruskal-Wallis rank sum test	0	0	0	0	0	7.356998344675372e-4	0.011371264801222568
Clostridium (OTU 331)	21.369507803121273	6.89643822394591e-4	5	Kruskal-Wallis rank sum test	0	0	0	0	0	1.839249586168843e-4	0.011756785162726838
Lachnospiraceae (OTU 35)	21.063942175230757	7.878329158626043e-4	5	Kruskal-Wallis rank sum test	0.009656060327386426	0.011587272392863711	0	1.839249586168843e-4	0.011035497517013059	0.0014713996689350744	0.012611391449129943
Lactobacillus (OTU 49)	20.90165413533835	8.45456409997538e-4	5	Kruskal-Wallis rank sum test	0	0	0	9.196247930844216e-4	0	0.001103549751701306	0.012611391449129943
Clostridium (OTU 128)	20.90659128851996	8.436436477824559e-4	5	Kruskal-Wallis rank sum test	0	0	0	0.0012874747103181902	0	0	0.012611391449129943
Lachnospiraceae (OTU 130)	20.94889682024661	8.282665795305337e-4	5	Kruskal-Wallis rank sum test	0	0	0	0.002391024462019496	0	0	0.012611391449129943
Ruminococcaceae (OTU 152)	21.022459893048126	8.021829102508655e-4	5	Kruskal-Wallis rank sum test	0	0	0	0.0031267242964870333	0	0	0.012611391449129943
Lachnospiraceae (OTU 183)	20.906781491587104	8.435738880402322e-4	5	Kruskal-Wallis rank sum test	0	0	0	9.196247930844216e-4	0	0	0.012611391449129943
Bacteroides (OTU 39)	20.357884330202726	0.0010704683348433939	5	Kruskal-Wallis rank sum test	0	0	0	0.02041567040647416	0	0	0.0127742554624645
Butyricimonas (OTU 65)	20.357884330202726	0.0010704683348433939	5	Kruskal-Wallis rank sum test	0	0	0	0.010483722641162405	0	0	0.0127742554624645
Rhodospirillaceae (OTU 150)	20.357884330202726	0.0010704683348433939	5	Kruskal-Wallis rank sum test	0	0	0	0.002207099503402612	0	0	0.0127742554624645
