otu	statistic	p.value	parameter	method	-1	0	1	2	3	4	5	6	7	8	9	p.value.adj
Otu0020	69.90337472180008	4.628380208884546e-11	10	Kruskal-Wallis rank sum test	0	0	0.06219291100659503	0.022254919992643	0.0027588743792532648	3.9412491132189494e-4	0	1.0509997635250532e-4	0	0	0	2.4576698909176938e-8
Otu0037	65.79604672774492	2.8537092304676886e-10	10	Kruskal-Wallis rank sum test	0.0032186867757954753	0	2.627499408812633e-5	0	0	4.466748994981476e-4	0.004161302188707007	0.007094248403794109	0.009564097848077983	0.007127092146404267	0.0045776878589091205	7.576598006891713e-8
Otu0001	63.742090661375016	7.049028162920384e-10	10	Kruskal-Wallis rank sum test	4.368217767151002e-4	0.7565293360308993	0.5493838513886334	0.15839004352890687	0.08662865550855252	0.008407998108200426	7.816810741217583e-4	8.670748049081689e-4	1.4305274559091001e-4	5.057936361964318e-4	6.539554084155887e-4	9.915348893777409e-8
Otu0040	63.61028983079677	7.469189373843622e-10	10	Kruskal-Wallis rank sum test	0.0027128931395990433	0	0	0	1.6093433878977377e-4	0.0011823747339656848	0.005448776899025198	0.006700123492472215	0.007683976048883167	0.002804855618907486	0.003228904829051969	9.915348893777409e-8
Otu0033	58.44634087954546	7.122955077305153e-9	10	Kruskal-Wallis rank sum test	0.005149898841272761	4.5981239654221075e-5	0	0	5.287842560235423e-4	0.00651619853385533	0.008207651278278463	0.01581754644105205	0.008869270226636422	0.0068971859481331615	0.007132201173032514	7.564578292098072e-7
Otu0006	55.75002792430187	2.286524015448409e-8	10	Kruskal-Wallis rank sum test	0.020116792348721723	0.21514622034210043	0.19869150529441132	0.09803200294279933	0.07446661762001104	0.08247720644262856	0.027013978296854882	0.014083396831235714	0.012690822144565017	0.00556372999816075	0.017023276725318292	1.734491788861579e-6
Otu0107	56.02343335148668	2.032264109612123e-8	10	Kruskal-Wallis rank sum test	0.002046165164612838	0	0	0	2.2990619827110538e-5	2.1019995270501064e-4	6.437373551590951e-4	0.002154549515226359	0.0020436106512987146	0.0012874747103181902	0.0024523327815584575	1.734491788861579e-6
Otu0145	54.60843469114554	3.736982233397637e-8	10	Kruskal-Wallis rank sum test	0.0010345778922199742	0	2.627499408812633e-5	0	1.149530991355527e-4	0.002154549515226359	0.003333639874931028	0.0023647494679313696	0.0020231745447857274	0.002207099503402612	0.0014713996689350744	2.4804219574176816e-6
Otu0126	54.245262881799334	4.367641047632205e-8	10	Kruskal-Wallis rank sum test	0.001149530991355527	0	0	0	1.6093433878977377e-4	0.001760424603904464	0.003494574213720802	0.0016553246275519587	0.0013283469233441644	0.001149530991355527	7.152637279545501e-4	2.5769082181030007e-6
Otu0055	53.6625686781024	5.607386863929694e-8	10	Kruskal-Wallis rank sum test	0.0014713996689350744	0	0	6.130831953896143e-5	3.2186867757954754e-4	0.0013925746866706955	0.0030807430568328123	0.0068052234688247195	0.007745284368422128	0.0031267242964870333	0.00200273843827274	2.706838567951516e-6
