otu	statistic	p.value	parameter	method	Schloss	Young	Jackson	Charles River	Taconic	Envigo	p.value.adj
Akkermansia (OTU 15)	16.999999999999982	0.004499796977970585	5	Kruskal-Wallis rank sum test	0	0	0	0	0.09674452823248114	0	0.05304626986743366
Proteus (OTU 16)	16.999999999999982	0.004499796977970585	5	Kruskal-Wallis rank sum test	0	0	0	0	0.26430016553246277	0	0.05304626986743366
Bacteroides (OTU 32)	16.94117647058824	0.004612719118907275	5	Kruskal-Wallis rank sum test	0	0	0	0.039911716019863895	0	0	0.05304626986743366
Ruminococcaceae (OTU 37)	16.94117647058824	0.004612719118907275	5	Kruskal-Wallis rank sum test	0	0	0	0.006897185948133162	0	0	0.05304626986743366
Lachnospiraceae (OTU 67)	16.999999999999982	0.004499796977970585	5	Kruskal-Wallis rank sum test	0	0	0	0	0.016553246275519587	0	0.05304626986743366
Clostridium (OTU 74)	16.999999999999982	0.004499796977970585	5	Kruskal-Wallis rank sum test	0	0	0	0	0.011035497517013059	0	0.05304626986743366
Lachnospiraceae (OTU 145)	16.94117647058824	0.004612719118907275	5	Kruskal-Wallis rank sum test	0	0	0	0.0031267242964870333	0	0	0.05304626986743366
Rhodospirillaceae (OTU 150)	16.94117647058824	0.004612719118907275	5	Kruskal-Wallis rank sum test	0	0	0	0.009472135368769542	0	0	0.05304626986743366
Clostridiales (OTU 160)	16.94117647058824	0.004612719118907275	5	Kruskal-Wallis rank sum test	0	0	0	0.0010115872723928637	0	0	0.05304626986743366
Lachnospiraceae (OTU 205)	16.94117647058824	0.004612719118907275	5	Kruskal-Wallis rank sum test	0	0	0	4.598123965422107e-4	0	0	0.05304626986743366
Lachnospiraceae (OTU 206)	16.94117647058824	0.004612719118907275	5	Kruskal-Wallis rank sum test	0	0	0	8.276623137759793e-4	0	0	0.05304626986743366
Lachnospiraceae (OTU 223)	16.94117647058824	0.004612719118907275	5	Kruskal-Wallis rank sum test	0	0	0	0.004138311568879897	0	0	0.05304626986743366
Bacteroides (OTU 266)	16.95843520782397	0.004579304059986675	5	Kruskal-Wallis rank sum test	0	0	1.839249586168843e-4	0.002207099503402612	0	0	0.05304626986743366
Lachnospiraceae (OTU 273)	17.000000000000007	0.004499796977970536	5	Kruskal-Wallis rank sum test	0	0	0	1.839249586168843e-4	0	0	0.05304626986743366
Lachnospiraceae (OTU 290)	17.000000000000007	0.004499796977970536	5	Kruskal-Wallis rank sum test	0	0	0	1.839249586168843e-4	0	0	0.05304626986743366
Clostridium_sensu (OTU 291)	16.999999999999982	0.004499796977970585	5	Kruskal-Wallis rank sum test	0	0	0.0018392495861688431	0	0	0	0.05304626986743366
Bacteria (OTU 319)	17.000000000000007	0.004499796977970536	5	Kruskal-Wallis rank sum test	0	0	0	1.839249586168843e-4	0	0	0.05304626986743366
Clostridium (OTU 329)	16.999999999999982	0.004499796977970585	5	Kruskal-Wallis rank sum test	0	0	0	0	0.0025749494206363803	0	0.05304626986743366
Ruminococcaceae (OTU 335)	17.000000000000007	0.004499796977970536	5	Kruskal-Wallis rank sum test	0	0	0	1.839249586168843e-4	0	0	0.05304626986743366
Lachnospiraceae (OTU 336)	16.94117647058824	0.004612719118907275	5	Kruskal-Wallis rank sum test	0	0	0	2.758874379253265e-4	0	0	0.05304626986743366
Lachnospiraceae (OTU 362)	16.94117647058824	0.004612719118907275	5	Kruskal-Wallis rank sum test	0	0	0	2.758874379253265e-4	0	0	0.05304626986743366
Clostridium (OTU 371)	16.94117647058824	0.004612719118907275	5	Kruskal-Wallis rank sum test	0	0	0	4.598123965422108e-4	0	0	0.05304626986743366
Clostridiales (OTU 376)	17.000000000000007	0.004499796977970536	5	Kruskal-Wallis rank sum test	0	0	0	1.839249586168843e-4	0	0	0.05304626986743366
Clostridiales (OTU 431)	17.000000000000007	0.004499796977970536	5	Kruskal-Wallis rank sum test	0	0	0	1.839249586168843e-4	0	0	0.05304626986743366
Bacteroides (OTU 466)	16.94117647058824	0.004612719118907275	5	Kruskal-Wallis rank sum test	0	0	0	0.0010115872723928637	0	0	0.05304626986743366
Lactobacillales (OTU 603)	16.999999999999982	0.004499796977970585	5	Kruskal-Wallis rank sum test	0	0	0	0	1.839249586168843e-4	0	0.05304626986743366
Escherichia/Shigella (OTU 610)	16.999999999999982	0.004499796977970585	5	Kruskal-Wallis rank sum test	0	0	1.839249586168843e-4	0	0	0	0.05304626986743366
Lachnospiraceae (OTU 1130)	17.000000000000007	0.004499796977970536	5	Kruskal-Wallis rank sum test	0	0	0	1.839249586168843e-4	0	0	0.05304626986743366
Enterobacteriaceae (OTU 1244)	16.999999999999982	0.004499796977970585	5	Kruskal-Wallis rank sum test	0	0	1.839249586168843e-4	0	0	0	0.05304626986743366
Enterobacteriaceae (OTU 1849)	16.999999999999982	0.004499796977970585	5	Kruskal-Wallis rank sum test	0	0	1.839249586168843e-4	0	0	0	0.05304626986743366
Burkholderiales (OTU 34)	16.438016528925612	0.005698667972978212	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0.04980687879345227	0.06342065969927364
Parabacteroides (OTU 5)	14.897057748538009	0.010811370333105553	5	Kruskal-Wallis rank sum test	0	9.196247930844215e-5	3.678499172337686e-4	0.08037520691557845	0.47507816810741216	0.284237631046533	0.11336904191337796
Lachnospiraceae (OTU 44)	14.889740781307047	0.010843995313453543	5	Kruskal-Wallis rank sum test	0.0027588743792532648	0.005057936361964319	0	0.012231009748022808	0	0	0.11336904191337796
Parabacteroides (OTU 24)	14.749511957052226	0.011488009097390832	5	Kruskal-Wallis rank sum test	0	3.0654159769480714e-5	0	0	0	0.05234504322236527	0.11656950407646578
Turicibacter (OTU 14)	14.486308871851044	0.012798270519287624	5	Kruskal-Wallis rank sum test	0.025013794371896266	0.023603703022500155	0.03935994114401324	0	1.839249586168843e-4	0	0.1226500924765064
Parasutterella (OTU 26)	14.486381322957207	0.012797890677971047	5	Kruskal-Wallis rank sum test	6.130831953896143e-5	0	0.014346146772116977	0.034393967261357364	0	0	0.1226500924765064
Clostridiales (OTU 123)	13.999999999999991	0.015609416100266976	5	Kruskal-Wallis rank sum test	0	0	0	3.678499172337686e-4	3.678499172337686e-4	3.678499172337686e-5	0.14554725823221912
Lactobacillus (OTU 49)	13.75431918008784	0.01724767771246961	5	Kruskal-Wallis rank sum test	0	0	0	0.0066212985102078355	0	0.0025749494206363803	0.15659075817900042
Bacteroides (OTU 2)	13.373047858942067	0.020122760243075077	5	Kruskal-Wallis rank sum test	2.452332781558457e-4	3.0654159769480714e-5	0.47029611918337316	0.07724848261909142	0	3.678499172337686e-5	0.16145005311304422
Mucispirillum (OTU 19)	13.411572942135283	0.019812507077559004	5	Kruskal-Wallis rank sum test	6.130831953896143e-5	0	0	0.009472135368769542	0	0	0.16145005311304422
Oscillibacter (OTU 40)	13.411572942135283	0.019812507077559004	5	Kruskal-Wallis rank sum test	1.2261663907792286e-4	0	0	0.0021151370240941694	0	0	0.16145005311304422
Oscillibacter (OTU 77)	13.549286640726338	0.018740660934512737	5	Kruskal-Wallis rank sum test	8.5831647354546e-4	0	0	0.0026669118999448228	0	0	0.16145005311304422
Lachnospiraceae (OTU 104)	13.42052785923755	0.019741052627636587	5	Kruskal-Wallis rank sum test	0	0	0	0.0010115872723928637	0	4.0463490895714546e-4	0.16145005311304422
Bifidobacterium (OTU 46)	13.159472693032013	0.02192929803326663	5	Kruskal-Wallis rank sum test	0.01581754644105205	0.04334498191404573	0	0	0	0.002354239470296119	0.17194563230629514
Lachnospiraceae (OTU 72)	12.677966101694917	0.026590911966128786	5	Kruskal-Wallis rank sum test	0.0031880326160259945	0.001869903745938324	0	0.004782048924038992	0	0	0.19112217975655066
Lachnospiraceae (OTU 130)	12.702200488997551	0.026335169740911567	5	Kruskal-Wallis rank sum test	0	0	0	0.016829133713444914	0	3.678499172337686e-5	0.19112217975655066
Lachnospiraceae (OTU 183)	12.702200488997551	0.026335169740911567	5	Kruskal-Wallis rank sum test	0	0	0	0.0018392495861688431	0	3.678499172337686e-5	0.19112217975655066
Clostridium (OTU 296)	12.750000000000004	0.02583763504392582	5	Kruskal-Wallis rank sum test	0	0	7.356998344675372e-4	1.839249586168843e-4	0	0	0.19112217975655066
Acetatifactor (OTU 132)	12.524857375713124	0.028262438683118347	5	Kruskal-Wallis rank sum test	0	3.0654159769480714e-5	0	0.005885598675740298	0	0	0.19899063970766998
Lachnospiraceae (OTU 91)	12.344743276283616	0.03035747208724741	5	Kruskal-Wallis rank sum test	3.065415976948072e-4	0	0	0.001103549751701306	0	0	0.2014101513480838
Lachnospiraceae (OTU 93)	12.400946745562136	0.029688304682965044	5	Kruskal-Wallis rank sum test	0.008889706333149408	5.211207160811722e-4	0	0	0	3.678499172337686e-5	0.2014101513480838
Lachnospiraceae (OTU 177)	12.384806973848061	0.02987901141043797	5	Kruskal-Wallis rank sum test	0.005395132119428606	0.0010115872723928637	0	0	0	0	0.2014101513480838
Acetatifactor (OTU 70)	12.08958333333335	0.03358068770351437	5	Kruskal-Wallis rank sum test	0	0	0	0.0013794371896266322	0	7.356998344675372e-5	0.2145432825502307
Ruminococcaceae (OTU 152)	12.08958333333335	0.03358068770351437	5	Kruskal-Wallis rank sum test	0	0	0	3.678499172337686e-4	0	3.678499172337686e-5	0.2145432825502307
Lachnospiraceae (OTU 73)	11.853696498054484	0.03684841061905181	5	Kruskal-Wallis rank sum test	0	0	0	0.013702409416957882	0	3.3106492551039174e-4	0.2311400302467795
Butyricimonas (OTU 65)	11.691176470588232	0.03927336907722924	5	Kruskal-Wallis rank sum test	0	0	1.839249586168843e-4	0.004322236527496782	0	0	0.2336088333042084
Ruminococcaceae (OTU 66)	11.765593961064766	0.038144749818693244	5	Kruskal-Wallis rank sum test	0.0019005579057078043	7.970081540064987e-4	1.839249586168843e-4	0.0068052234688247195	0	0	0.2336088333042084
Alistipes (OTU 194)	11.691176470588232	0.03927336907722924	5	Kruskal-Wallis rank sum test	0	0	1.839249586168843e-4	3.678499172337686e-4	0	0	0.2336088333042084
Clostridium (OTU 43)	11.568181818181817	0.04120849194955852	5	Kruskal-Wallis rank sum test	0	0	0.0027588743792532648	0.0010115872723928637	0.008828398013610447	0.0030531543130402797	0.24096491055250324
Lachnospiraceae (OTU 220)	11.31124106562703	0.0455465111969901	5	Kruskal-Wallis rank sum test	0	6.130831953896143e-5	0	4.598123965422108e-4	0	0	0.25759912070428825
Akkermansia (OTU 638)	11.33333333333332	0.045157172096056186	5	Kruskal-Wallis rank sum test	6.130831953896143e-5	0	3.678499172337686e-4	0	0	0	0.25759912070428825
Lachnospiraceae (OTU 176)	11.091721611721606	0.049591438114163756	5	Kruskal-Wallis rank sum test	0	8.583164735454601e-4	0	0.002850836858561707	0	2.942799337870149e-4	0.2759523572481693
Lachnospiraceae (OTU 17)	10.90791788856304	0.05323657810362625	5	Kruskal-Wallis rank sum test	7.970081540064987e-4	0	0	0.03696891668199375	0	2.2070995034026116e-4	0.29153364199604853
Akkermansia (OTU 4)	10.707602339181292	0.05749567122127506	5	Kruskal-Wallis rank sum test	0.2028692293544234	0.275856783765557	0.041199190730182085	0.03503770461651646	0.0034945742137208018	0.024903439396726137	0.30054555411121053
Enterococcus (OTU 23)	10.76631426202321	0.05621527781430247	5	Kruskal-Wallis rank sum test	0	0.03062350560971124	0.0020231745447857274	0	0.017840720985837777	0.022880264851940408	0.30054555411121053
Ruminococcaceae (OTU 118)	10.745679012345667	0.05666220876782765	5	Kruskal-Wallis rank sum test	6.130831953896143e-5	0	0	0.004414199006805224	0	3.678499172337686e-5	0.30054555411121053
Porphyromonadaceae (OTU 7)	8.013837638376383	0.15547465526888585	5	Kruskal-Wallis rank sum test	1.2261663907792286e-4	1.532707988474036e-4	3.678499172337686e-4	0	0	9.931947765311753e-4	0.3011245335995207
Lachnospiraceae (OTU 9)	9.633029978586725	0.08632653445960674	5	Kruskal-Wallis rank sum test	0.0171663294709092	0.010361106002084484	0	0.029611918337318376	0	4.046349089571455e-4	0.3011245335995207
Bacteroides (OTU 11)	8.27239669421488	0.1418485286201072	5	Kruskal-Wallis rank sum test	0	0	3.678499172337686e-4	0.09527312856354607	0	0.005407393783336399	0.3011245335995207
Bacteroides (OTU 12)	10.51868096166342	0.06180387170909268	5	Kruskal-Wallis rank sum test	1.2261663907792286e-4	0	5.51774875850653e-4	0.14217399301085157	0	0	0.3011245335995207
Lachnospiraceae (OTU 13)	9.950145107794361	0.0766602499513837	5	Kruskal-Wallis rank sum test	0.00980933112623383	0.001961866225246766	0	0.00469008644473055	0	0	0.3011245335995207
Lachnospiraceae (OTU 35)	9.668637803590286	0.08518751296103574	5	Kruskal-Wallis rank sum test	0.004659432284961069	0.004107657409110416	0	7.356998344675372e-4	0	6.621298510207835e-4	0.3011245335995207
Lachnospiraceae (OTU 42)	8.774999999999986	0.11838226597022629	5	Kruskal-Wallis rank sum test	0	0	0	0	0	1.4713996689350744e-4	0.3011245335995207
Lachnospiraceae (OTU 47)	10.22074320576817	0.06921681060473639	5	Kruskal-Wallis rank sum test	0	1.532707988474036e-4	0	0.004230274048188339	0	0	0.3011245335995207
Lachnospiraceae (OTU 48)	8	0.15623562757772233	5	Kruskal-Wallis rank sum test	0	0	0	0.005241861320581203	0	0	0.3011245335995207
Ruminococcaceae (OTU 60)	9.483806946323856	0.09125441693916662	5	Kruskal-Wallis rank sum test	0.0019618662252467657	0	0	1.839249586168843e-4	0	0.003935994114401324	0.3011245335995207
Clostridium (OTU 61)	8.121165008291873	0.14968319650259032	5	Kruskal-Wallis rank sum test	6.743915149285758e-4	0.0033719575746428794	0	0.0015633621482435166	0	0	0.3011245335995207
Enterobacteriaceae (OTU 62)	8	0.15623562757772233	5	Kruskal-Wallis rank sum test	0	0	0	3.678499172337686e-4	0	0	0.3011245335995207
Lachnospiraceae (OTU 68)	8.777908689248886	0.1182573315945025	5	Kruskal-Wallis rank sum test	0	6.130831953896143e-5	0	0.001195512231009748	0	1.4713996689350744e-4	0.3011245335995207
Lachnospiraceae (OTU 79)	8	0.15623562757772233	5	Kruskal-Wallis rank sum test	0	0	0	1.839249586168843e-4	0	0	0.3011245335995207
Lachnospiraceae (OTU 85)	8	0.15623562757772233	5	Kruskal-Wallis rank sum test	0	0	0	2.758874379253265e-4	0	0	0.3011245335995207
Lachnospiraceae (OTU 96)	8.775616083009073	0.11835579391443923	5	Kruskal-Wallis rank sum test	0	0.0019312120654772853	0	0.0020231745447857274	0	0	0.3011245335995207
Lachnospiraceae (OTU 98)	8	0.15623562757772233	5	Kruskal-Wallis rank sum test	0	0	0	0.0017472871068604009	0	0	0.3011245335995207
Acetatifactor (OTU 103)	8	0.15623562757772233	5	Kruskal-Wallis rank sum test	0	0	0	4.598123965422108e-4	0	0	0.3011245335995207
