genus	statistic	p.value	parameter	method	-1	0	1	2	3	4	5	6	7	8	9	p.value.adj
Parasutterella	48.20260012245029	5.699744281895688e-7	10	Kruskal-Wallis rank sum test	7.050456746980565e-4	0.07007540923303292	0.043015449696523815	0.034393967261357364	0.017840720985837777	0.003914974119130823	0.0024140150818466066	0.001970624556609475	0.0018129745920807169	0.0013794371896266324	0.003954386610263013	2.1944015485298396e-5
Peptostreptococcaceae unclassified	49.056751472387916	3.976851631026791e-7	10	Kruskal-Wallis rank sum test	0	0	0.00857550119551223	8.276623137759794e-4	0.005057936361964318	0	0	0	0	0	0	2.1944015485298396e-5
Enterobacteriaceae unclassified	43.88220410205588	3.455953061328877e-6	10	Kruskal-Wallis rank sum test	3.371957574642879e-4	0.2868125804671694	0.0632701857642082	0.015081846606584513	0.014231193672981424	4.992248876744003e-4	2.98878057752437e-4	1.3137497044063165e-4	2.8902493496938965e-4	9.196247930844215e-5	3.9084053706087916e-4	8.870279524077451e-5
Clostridiales unclassified	40.45373324848444	1.409412299877813e-5	10	Kruskal-Wallis rank sum test	0.045061614861136655	3.678499172337686e-5	0.005057936361964319	0.00469008644473055	0.012644840904910797	0.015134396594760766	0.02213996689350745	0.031319792953046585	0.021466670169999213	0.0287842560235424	0.024967813132242046	2.71311867726479e-4
Enterococcus	38.135668817361385	3.594225838035344e-5	10	Kruskal-Wallis rank sum test	9.196247930844215e-5	0.023137759794004047	0.008207651278278463	0	1.839249586168843e-4	1.0509997635250532e-4	4.5981239654221075e-5	0	5.254998817625266e-5	9.196247930844215e-5	0	5.535107790574429e-4
Oscillibacter	36.627423558248495	6.563564693561499e-5	10	Kruskal-Wallis rank sum test	0.005088590521733799	0	3.2186867757954754e-4	0.004782048924038992	0.0028968180982159282	0.0078824982264379	0.006966157807614493	0.007120523397882235	0.006411098557502825	0.013794371896266323	0.00685120470847894	8.423241356737257e-4
Alistipes	32.28642337406536	3.587124861754173e-4	10	Kruskal-Wallis rank sum test	0.006437373551590951	7.356998344675372e-5	0.0015173809085892954	7.356998344675372e-4	0.007058120286922935	0.011823747339656849	0.016484274416038256	0.029611918337318376	0.02677421897580073	0.05002758874379253	0.03289957697259518	0.00394583734792959
Mucispirillum	31.01832883282187	5.826499891447346e-4	10	Kruskal-Wallis rank sum test	0.004046349089571455	0.009931947765311753	0.012621850285083685	0.009564097848077983	0.007563913923119368	0.015003021624320134	0.0383943351112746	0.05249743818807641	0.032186867757954755	0.10290601434614677	0.02563454110722825	0.005608006145518071
Clostridium XlVb	27.473614139261883	0.0021905551637430966	10	Kruskal-Wallis rank sum test	0.0012568205505487096	0	1.3794371896266324e-4	0.0016553246275519589	0.0029198087180430385	0.004965973882655877	0.0018622402059959536	0.002548674426548254	0.0020231745447857274	0.0022070995034026114	0.0036555085525105755	0.012974826739093727
Firmicutes unclassified	27.534610715242724	0.002142126693058495	10	Kruskal-Wallis rank sum test	0.011035497517013059	2.2070995034026116e-4	0.0013104653301453007	6.437373551590951e-4	0.002804855618907486	0.007751123255997267	0.0075409233032922565	0.016789721222312724	0.006542473527943456	0.0031267242964870333	0.0061614861136656245	0.012974826739093727
Lachnospiraceae unclassified	28.193067935283935	0.0016810956420500788	10	Kruskal-Wallis rank sum test	0.22901722763779045	0.011513702409416958	0.10955030347618172	0.262276990987677	0.12299981607504139	0.2149557266349615	0.22507816810741219	0.24364802017919546	0.18316298378832865	0.24894243148795292	0.2543912083869781	0.012974826739093727
Pseudoflavonifractor	28.008506556717954	0.0017995963254265235	10	Kruskal-Wallis rank sum test	0.0035558825332597634	0	1.839249586168843e-4	0.0020231745447857274	9.196247930844216e-4	0.002312199479755117	0.0012414934706639692	0.0014451246748469482	0.002732599385165138	0.0012874747103181902	0.0017013058672061799	0.012974826739093727
Ruminococcaceae unclassified	27.477872654998684	0.0021871399883622534	10	Kruskal-Wallis rank sum test	0.02351174054319171	0.0035681441971675554	0.012276990987677028	0.02869229354423395	0.015288762185028509	0.02370004466748995	0.02942799337870149	0.031162142988517827	0.02162432013452797	0.034669854699282694	0.02565753172705536	0.012974826739093727
Clostridia unclassified	26.492230902287375	0.003131630175576716	10	Kruskal-Wallis rank sum test	6.437373551590951e-4	0	0	8.276623137759794e-4	0.0014254184292808534	0.003021624320134528	0.002092146404267059	0.0029690743319582755	0.001970624556609475	0.0024829869413279383	0.0017013058672061799	0.01722396596567194
Unclassified	26.050118195124032	0.0036733612848605683	10	Kruskal-Wallis rank sum test	0.015541659003126724	0	0.0019771933051315064	0.001195512231009748	0.005241861320581203	0.009826847788959247	0.006529336030899393	0.009012322972227331	0.003993799101395202	0.0013794371896266324	0.006322420452455398	0.018856587928950917
Acetatifactor	25.798926209950416	0.004020240904288428	10	Kruskal-Wallis rank sum test	0.005854944515970817	5.14989884127276e-4	0.0044831708662865545	0.012690822144565017	0.002299061982711054	0.003993799101395202	0.00425326466801545	0.006174623610709687	0.00465067395359836	0.015081846606584513	0.007242045245539819	0.019347409351888056
Escherichia/Shigella	24.717031250000144	0.0059084649815809185	10	Kruskal-Wallis rank sum test	0	1.4713996689350744e-4	2.2990619827110538e-5	0	2.2990619827110538e-5	0	0	0	0	0	0	0.026761870798925336
Anaerovorax	21.797624961559332	0.0161694292888814	10	Kruskal-Wallis rank sum test	3.0654159769480714e-5	0	0	0	0	0	0	7.882498226437898e-5	7.882498226437898e-5	1.839249586168843e-4	4.5981239654221075e-5	0.06594802885310583
Clostridium sensu stricto	21.77863650532375	0.01627289023648066	10	Kruskal-Wallis rank sum test	0.003157378456256514	3.678499172337686e-5	2.2990619827110538e-5	0	6.897185948133162e-5	0	4.5981239654221075e-5	7.8824982264379e-5	2.627499408812633e-5	0	1.6093433878977377e-4	0.06594802885310583
Prevotella	19.541666666666615	0.03389822673544461	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	4.5981239654221075e-5	0	0	9.196247930844215e-5	6.897185948133162e-5	0.13050817293146175
Asaccharobacter	18.310446709681003	0.049947257199923094	10	Kruskal-Wallis rank sum test	1.532707988474036e-4	0	0	0	3.2186867757954754e-4	5.254998817625266e-5	9.196247930844215e-5	1.0509997635250532e-4	0	0	1.3794371896266324e-4	0.18313994306638468
Roseburia	18.10405528073416	0.05323353972092144	10	Kruskal-Wallis rank sum test	8.276623137759794e-4	0	0	0	3.448592974066581e-4	0.002942799337870149	0.0017702777266875114	0.0012874747103181902	5.51774875850653e-4	8.276623137759794e-4	5.747654956777635e-4	0.18631738902322503
Clostridium XlVa	17.91781357996353	0.05636593605656256	10	Kruskal-Wallis rank sum test	0.003923732450493532	5.517748758506528e-4	0.017426889828949788	0.011311384954938386	0.00809269817914291	0.0029165243437820226	0.0024829869413279383	0.0023121994797551167	0.001523949657111327	0.004046349089571455	0.0012874747103181902	0.18870335114588335
Rhodospirillaceae unclassified	17.705565370980715	0.060138143850472656	10	Kruskal-Wallis rank sum test	0.0024216786217889767	3.678499172337686e-5	0.009058304211881552	0.009564097848077983	0.010644656979952179	0.004782048924038992	0.0014943902887621851	0.0016553246275519587	4.466748994981476e-4	0	0.0015633621482435166	0.18933165758500967
