otu	statistic	p.value	method	Schloss	Young	Jackson	Charles River	Taconic	Envigo	p.value.adj	Young-Schloss	Jackson-Schloss	Charles River-Schloss	Taconic-Schloss	Envigo-Schloss	Jackson-Young	Charles River-Young	Taconic-Young	Envigo-Young	Charles River-Jackson	Taconic-Jackson	Envigo-Jackson	Taconic-Charles River	Envigo-Charles River	Envigo-Taconic	day
Lachnospiraceae (OTU 208)	24.167704860501818	2.0157915164469478e-4	Kruskal-Wallis rank sum test	0	0	0	0.0015633621482435164	0	0.0016553246275519589	0.002443466203044476	NA	NA	0.02886515875727741	NA	0.05759337329764436	NA	0.015063933656450292	NA	0.03199488898681524	0.03199488898681524	NA	0.07469233343001572	0.015063933656450292	0.5138874845508352	0.03199488898681524	-1
Porphyromonadaceae (OTU 8)	24.09405454180872	2.0826086420061457e-4	Kruskal-Wallis rank sum test	0.11660842376310465	0.01710502115137024	0	0	0	0.0027588743792532648	0.0024736444485729888	0.0987900987900988	0.025259802543576345	0.025259802543576345	0.025259802543576345	0.036451984861391035	0.041991480013621664	0.036451984861391035	0.025259802543576345	0.19179218830385852	0.8395424134276523	0.8444231643739416	0.10226392102473225	1	0.19179218830385852	0.08236175593983096	-1
Lachnospiraceae (OTU 38)	24.079746009929604	2.095841450295955e-4	Kruskal-Wallis rank sum test	0	0.005793636196431856	1.839249586168843e-4	0.001103549751701306	0.0093801728894611	0	0.0024736444485729888	0.011925712809339297	0.09050669449918665	0.028019785008623788	0.017665881416991276	0.1495179085505353	0.017665881416991276	0.20628066776907233	0.7525377274994569	0.011925712809339297	0.20628066776907233	0.0836881890307418	0.5785309680250691	0.2527106519043358	0.09050669449918665	0.028019785008623788	-1
Lachnospiraceae (OTU 97)	24.01265322903852	2.1590075064310466e-4	Kruskal-Wallis rank sum test	7.356998344675372e-4	9.196247930844215e-5	0	5.51774875850653e-4	0.0038624241309545707	0	0.002515103549699544	0.252093630738859	0.0183648642695779	0.33185691395244826	0.011808234008460884	0.12861551346614883	0.33185691395244826	0.252093630738859	0.0183648642695779	0.8504970540826294	0.0183648642695779	0.014054351985100015	0.35780295489999236	0.011808234008460884	0.2579521289615698	0.011808234008460884	-1
Lachnospiraceae (OTU 93)	23.932903762564543	2.2365416811738747e-4	Kruskal-Wallis rank sum test	0.0017472871068604009	1.839249586168843e-4	0	0	0	0	0.0025720229333499557	0.23132921948081198	0.03801469025661745	0.01399954862713861	0.01399954862713861	0.01399954862713861	0.22413966881082004	0.06743020659052157	0.121820339254488	0.05320749955755362	0.45984963630604564	0.9073603667414974	0.43469220804412884	0.5066776852940812	NA	0.4931244198657414	-1
Lachnospiraceae (OTU 113)	23.819760036682293	2.3512869441262525e-4	Kruskal-Wallis rank sum test	0.0017472871068604009	0.0013794371896266324	0	0	0	0	0.0026378210171545758	0.9110211724397935	0.019229388064709214	0.11417899877939446	0.005460297918820893	0.12712043811934215	0.015287305741517567	0.11417899877939446	0.005460297918820893	0.12712043811934215	0.26015950512346003	NA	0.17265858695859834	0.1569723513055662	0.9350911631487597	0.11417899877939446	-1
Ruminococcaceae (OTU 288)	23.818524364735037	2.3525716986885848e-4	Kruskal-Wallis rank sum test	0	0	1.839249586168843e-4	7.356998344675372e-4	0	1.839249586168843e-4	0.0026378210171545758	NA	0.06454135890153011	0.010685098446404624	NA	0.06454135890153011	0.03908595134429285	0.00452855740033029	NA	0.03908595134429285	0.6726038174415166	0.03908595134429285	0.6726038174415166	0.00452855740033029	0.5618999408415551	0.03908595134429285	-1
Bacteroides (OTU 3)	23.50137717060729	2.706340411748573e-4	Kruskal-Wallis rank sum test	0.08120286922935442	0.020599595365091043	0	0.11164244988044877	0	0.015449696523818283	0.002997021418936383	0.11525839551074438	0.028298379339193925	1	0.011925712809339297	0.03911970125884135	0.30931048743856554	0.034357657328797864	0.1234577725991111	0.6407577580003168	0.028298379339193925	0.7002385431646218	0.20667046047198792	0.011925712809339297	0.03911970125884135	0.08320955127278792	-1
Clostridiales (OTU 188)	23.334890832978235	2.91259641644774e-4	Kruskal-Wallis rank sum test	0	0	0.0073569983446753725	0.0017472871068604009	0	0	0.0031860963238458818	NA	0.03605828432804017	0.04875542102824251	NA	0.4404006981390033	0.03349941836218275	0.03605828432804017	NA	0.3813543339526889	0.3813543339526889	0.03349941836218275	0.04658387001237173	0.03605828432804017	0.06262138413417784	0.3813543339526889	-1
Lachnospiraceae (OTU 358)	23.237315130830467	3.0406214545038103e-4	Kruskal-Wallis rank sum test	0	0	1.839249586168843e-4	0	0	0	0.0032860692104697805	NA	0.03108679771597646	0.40465676192728606	NA	NA	0.023405329072723267	0.39885691474518903	NA	NA	0.2859059402885845	0.023405329072723267	0.025246376214006452	0.39885691474518903	0.39885691474518903	NA	-1
Lachnospiraceae (OTU 278)	23.041289351561502	3.314855565958352e-4	Kruskal-Wallis rank sum test	0	0	0	0.001195512231009748	0	3.678499172337686e-4	0.003539792193648383	NA	NA	0.03736601985690169	NA	0.031994972846203895	NA	0.027437149086016948	NA	0.027437149086016948	0.0501194777228409	NA	0.03736601985690169	0.027437149086016948	0.826772923494549	0.027437149086016948	-1
Clostridiales (OTU 160)	22.614722281377663	3.998847493310472e-4	Kruskal-Wallis rank sum test	0	0	0	0.0014713996689350744	0	5.51774875850653e-4	0.004219960237058228	0.3415766165544228	0.42152883328054186	0.014371094817453639	NA	0.10452130709572495	0.8426702623394036	0.014371094817453639	0.2658499203590182	0.2053682312872691	0.030555899053717705	0.3415766165544228	0.2579620549920381	0.010920595837641786	0.717307996910283	0.05972379277538844	-1
Firmicutes (OTU 186)	22.55771594101125	4.1002276590613703e-4	Kruskal-Wallis rank sum test	0	0	0	9.196247930844215e-5	5.51774875850653e-4	0	0.004276632802532615	NA	NA	0.09403688527574007	0.037051878205172153	NA	NA	0.06917434611597532	0.03348360363705371	NA	0.11563760905208482	0.047311839554868375	NA	0.16368805939700098	0.07912583675482054	0.03348360363705371	-1
Lachnospiraceae (OTU 44)	22.501297932966295	4.2030587560193053e-4	Kruskal-Wallis rank sum test	0.0062534485929740665	0.002391024462019496	0	0.00211513702409417	0	0.0012874747103181902	0.0042842542092605875	0.041709127015718786	0.027470554378156018	0.045880594831850065	0.04469000246622476	0.041709127015718786	0.027470554378156018	0.8454409033178689	0.041709127015718786	0.15715869842835514	0.027470554378156018	0.20677913321186303	0.0496178321100314	0.0513368875586429	0.2107370230179916	0.20677913321186303	-1
Lachnospiraceae (OTU 205)	22.516183956021585	4.175681869834101e-4	Kruskal-Wallis rank sum test	3.678499172337686e-4	9.196247930844215e-5	1.839249586168843e-4	2.758874379253265e-4	0.0020231745447857274	0	0.0042842542092605875	0.9523489426660772	0.9914789711161078	0.968881965571188	0.013365648047577065	0.046238823034848386	0.968881965571188	0.968881965571188	0.011808234008460884	0.07440479612194999	1	0.058848248183675095	0.06194332162078546	0.011808234008460884	0.046238823034848386	0.0117767395855559	-1
Lachnospiraceae (OTU 193)	22.468683207606443	4.263661388970627e-4	Kruskal-Wallis rank sum test	0	0.0010115872723928637	1.839249586168843e-4	7.356998344675372e-4	0	0	0.004297195804389498	0.010845999929882957	0.09516384761910476	0.033127769984554724	NA	0.15638573316299495	0.05240501440672092	0.31294836231736806	0.0056113530574040645	0.2036121581345603	0.2036121581345603	0.05240501440672092	1	0.015402391617010312	0.49665762896003207	0.09990662393197015	-1
Lachnospiraceae (OTU 116)	22.405465243960663	4.383595643486601e-4	Kruskal-Wallis rank sum test	1.839249586168843e-4	0.0020231745447857274	0.002391024462019496	1.839249586168843e-4	0.0034026117344123597	0	0.00432097284857965	0.049829826476151126	0.02865729810071837	0.4861802509769858	0.021242136849486247	0.3669151102615651	0.9414922608287902	0.1564070608620562	0.6914325182719284	0.026647994696142922	0.0994263585047379	0.9414922608287902	0.021242136849486247	0.049829826476151126	0.13212415782208722	0.021242136849486247	-1
Oscillibacter (OTU 271)	22.425154902725396	4.3458885824141714e-4	Kruskal-Wallis rank sum test	0	0	0	0	9.196247930844216e-4	0	0.00432097284857965	0.7841440367646495	0.7841440367646495	0.7841440367646495	0.023294884319525297	0.7841440367646495	1	1	0.023294884319525297	1	1	0.04703498404973594	1	0.026744424333392802	1	0.023294884319525297	-1
Lachnospiraceae (OTU 73)	22.29609053781838	4.5990100958737357e-4	Kruskal-Wallis rank sum test	0	6.437373551590951e-4	1.839249586168843e-4	0.0013794371896266324	0.016553246275519587	0.0012874747103181902	0.004484034843476892	0.036036880662874256	0.036036880662874256	0.02043398843189554	0.02043398843189554	0.07465807649694639	0.5949995792477424	0.1086656948387419	0.031230854025927797	0.637039845517223	0.04043917766695462	0.036036880662874256	0.6015371352155168	0.10512361694100812	0.5949995792477424	0.037004726614546596	-1
Clostridiales (OTU 310)	22.269120519380508	4.6537135972808154e-4	Kruskal-Wallis rank sum test	0	0	0	5.51774875850653e-4	0	0	0.004488581824474077	NA	0.3941568311194677	0.037860308553776825	NA	0.31499950763341433	0.32205795275131294	0.019803074936156115	NA	0.24227314807295344	0.08223361856368594	0.32205795275131294	0.8291595310928367	0.019803074936156115	0.06938940749207842	0.24227314807295344	-1
Lachnospiraceae (OTU 480)	22.234557430160788	4.724757819923196e-4	Kruskal-Wallis rank sum test	0	0	0	4.598123965422108e-4	0	0	0.0045086252813522415	NA	NA	0.02839523141533262	NA	0.2612090664259394	NA	0.014852306202117086	NA	0.2135175721782695	0.03732975988304055	NA	0.2612090664259394	0.014852306202117086	0.2612090664259394	0.2135175721782695	-1
Proteus (OTU 16)	22.0834782817605	5.048072509725865e-4	Kruskal-Wallis rank sum test	0	0	0	0	6.437373551590951e-4	0	0.004528121041224101	NA	0.15342774259026287	NA	0.02778890865387911	NA	0.14560677742835831	NA	0.02778890865387911	NA	0.15342774259026287	0.36557256622307915	0.15342774259026287	0.02778890865387911	NA	0.02778890865387911	-1
Dorea (OTU 301)	22.10526315789474	5.000139323786427e-4	Kruskal-Wallis rank sum test	0	0	1.839249586168843e-4	0	0	0	0.004528121041224101	NA	0.04758192380955238	NA	NA	NA	0.04758192380955238	NA	NA	NA	0.04758192380955238	0.04758192380955238	0.04758192380955238	NA	NA	NA	-1
Porphyromonadaceae (OTU 435)	22.095323741007196	5.021953024972665e-4	Kruskal-Wallis rank sum test	0	0	0.002942799337870149	0	0	0	0.004528121041224101	NA	0.048406019176147584	NA	NA	NA	0.048406019176147584	NA	NA	NA	0.048406019176147584	0.048406019176147584	0.048406019176147584	NA	NA	NA	-1
Lachnospiraceae (OTU 528)	22.17168845935189	4.8567391580025784e-4	Kruskal-Wallis rank sum test	0	1.839249586168843e-4	0	0	0	0	0.004528121041224101	0.035823866150956396	NA	NA	NA	NA	0.04442624555036192	0.035823866150956396	0.035823866150956396	0.035823866150956396	NA	NA	NA	NA	NA	NA	-1
Porphyromonadaceae (OTU 597)	22.095323741007196	5.021953024972665e-4	Kruskal-Wallis rank sum test	0	0	3.678499172337686e-4	0	0	0	0.004528121041224101	NA	0.048406019176147584	NA	NA	NA	0.048406019176147584	NA	NA	NA	0.048406019176147584	0.048406019176147584	0.048406019176147584	NA	NA	NA	-1
Clostridiales (OTU 660)	22.10526315789474	5.000139323786427e-4	Kruskal-Wallis rank sum test	0	0	3.678499172337686e-4	0	0	0	0.004528121041224101	NA	0.04758192380955238	NA	NA	NA	0.04758192380955238	NA	NA	NA	0.04758192380955238	0.04758192380955238	0.04758192380955238	NA	NA	NA	-1
Bacteria (OTU 298)	22.001671297809715	5.232154202475511e-4	Kruskal-Wallis rank sum test	0	0	3.678499172337686e-4	9.196247930844216e-4	0	3.678499172337686e-4	0.004646774573881717	NA	0.06454135890153011	0.038486878343036546	NA	0.06454135890153011	0.03908595134429285	0.020085244875267055	NA	0.03908595134429285	0.24968529214098237	0.03908595134429285	0.9322615826861449	0.020085244875267055	0.15065776767166597	0.03908595134429285	-1
Clostridia (OTU 86)	21.81448751105969	5.678632735651381e-4	Kruskal-Wallis rank sum test	4.598123965422108e-4	4.598123965422107e-4	0.0016553246275519589	0	0.0016553246275519589	9.196247930844216e-4	0.004897820734499316	0.6920202710765236	0.02390823907236537	0.13257739279151087	0.011808234008460884	0.648157966181806	0.055358019695106064	0.0966537640482323	0.011808234008460884	0.9065295699541427	0.02390823907236537	0.635393491089101	0.3417164327532057	0.011808234008460884	0.28021860136398774	0.13257739279151087	-1
Lachnospiraceae (OTU 104)	21.815910668023665	5.675100333845089e-4	Kruskal-Wallis rank sum test	0	0	0	4.598123965422108e-4	9.196247930844215e-5	5.51774875850653e-4	0.004897820734499316	NA	NA	0.038486878343036546	0.0814982854831672	0.04364842896324968	NA	0.038486878343036546	0.05416747788979941	0.038486878343036546	0.04364842896324968	0.09466840195020816	0.05416747788979941	0.07872156256929591	0.9425822927371925	0.08595994051887466	-1
Oscillibacter (OTU 361)	21.826284911999196	5.649415938971632e-4	Kruskal-Wallis rank sum test	0	0	0	0.0010115872723928637	0	0	0.004897820734499316	NA	0.36131042852617873	0.038486878343036546	NA	0.1508005284071737	0.32205795275131294	0.020085244875267055	NA	0.11417899877939446	0.08297847643911972	0.32205795275131294	0.36131042852617873	0.020085244875267055	0.1508005284071737	0.11417899877939446	-1
Lachnospiraceae (OTU 13)	21.423114010596134	6.737080982385275e-4	Kruskal-Wallis rank sum test	0.010115872723928637	0.010207835203237078	0.015081846606584513	0.010115872723928637	0	7.356998344675372e-4	0.005755392039237707	1	0.9031877213695395	1	0.010042622437633528	0.2892491585236194	0.9052059052059052	1	0.00567681833082184	0.27616160775045506	0.6428571428571428	0.00567681833082184	0.0441919191919192	0.00567681833082184	0.06833229287428019	0.008077914194307437	-1
Lachnospiraceae (OTU 47)	21.363391034398045	6.914856288563115e-4	Kruskal-Wallis rank sum test	0	0.0013794371896266324	0.0073569983446753725	1.839249586168843e-4	0	0.0012874747103181902	0.005779388194853229	0.04302984775614291	0.02917865507014165	0.12189966609818156	0.5040925950629889	0.04302984775614291	0.17847638586545916	0.17847638586545916	0.04302984775614291	0.5589473740680952	0.04302984775614291	0.02917865507014165	0.11420326312077358	0.17847638586545916	0.34627012284991376	0.04302984775614291	-1
Lachnospiraceae (OTU 169)	21.348973480280883	6.95846070283332e-4	Kruskal-Wallis rank sum test	0	0	0	0.0031267242964870333	8.276623137759794e-4	0	0.005779388194853229	0.5112669082745156	NA	0.01869892228120809	0.069628274220206	0.1744375599756245	0.5270892568655381	0.01869892228120809	0.069628274220206	0.2207016396941872	0.024557131493091085	0.09038568623384519	0.20919263577926794	0.5112669082745156	0.069628274220206	0.4578811601673115	-1
Lachnospiraceae (OTU 273)	21.360010374449764	6.92505651248899e-4	Kruskal-Wallis rank sum test	0	0	0	1.839249586168843e-4	8.276623137759794e-4	0	0.005779388194853229	1	0.6588615710819226	0.2965528754470911	0.032058314727532754	1	0.6588615710819226	0.22168125185081608	0.032058314727532754	1	0.22168125185081608	0.032058314727532754	0.6588615710819226	0.10579685874104944	0.2527544524552595	0.032058314727532754	-1
Lachnospiraceae (OTU 272)	20.902324967038922	8.452098773339974e-4	Kruskal-Wallis rank sum test	0	6.437373551590951e-4	5.51774875850653e-4	0	0	0	0.006955534495124731	0.12077063897203655	0.12077063897203655	0.24602806990191517	0.17441372367285135	0.4742776749189266	0.9408360493876078	0.042715548771419205	0.03840423815222471	0.042715548771419205	0.042715548771419205	0.03840423815222471	0.042715548771419205	NA	0.4742776749189266	0.4449133896114705	-1
Lachnospiraceae (OTU 175)	20.856329929772688	8.622782879411003e-4	Kruskal-Wallis rank sum test	0	0	0	3.678499172337686e-4	0.0014713996689350744	0	0.007031487493483336	NA	0.38910353841280787	0.04281639633584052	0.04281639633584052	0.29399954045785337	0.3131118985082209	0.031710070412140356	0.031710070412140356	0.21984044917730963	0.0747169773738752	0.0747169773738752	0.6689292682527674	0.30752151971719915	0.21984044917730963	0.0664808515857698	-1
Lachnospiraceae (OTU 179)	20.792925213287347	8.863650760616746e-4	Kruskal-Wallis rank sum test	9.196247930844215e-5	6.437373551590951e-4	7.356998344675372e-4	0	0.0010115872723928637	0	0.007162788047092992	0.04498300321025653	0.046748354255368336	0.5302652918667634	0.03019950593776653	0.7973156876387217	0.8819969571709897	0.03019950593776653	0.5723997274479152	0.046748354255368336	0.03706375505361584	0.5029537388335585	0.06956763232740562	0.03019950593776653	0.7973156876387217	0.03019950593776653	-1
Lachnospiraceae (OTU 36)	20.70685433158247	9.201257802111255e-4	Kruskal-Wallis rank sum test	0	0	0	0.001103549751701306	0.0015633621482435166	0	0.007369221650440888	0.468482132514324	0.956030483662475	0.028858579109526505	0.13517899419704002	1	0.4473027121546013	0.011509950150841684	0.04791372292741344	0.4766929174408612	0.09368585084558842	0.20802079313483163	0.956030483662475	0.956030483662475	0.023978245859509015	0.10751473340037156	-1
Clostridium (OTU 43)	20.591095041655898	9.675355616650777e-4	Kruskal-Wallis rank sum test	0	0	5.51774875850653e-4	1.839249586168843e-4	0.0014713996689350744	0	0.007680348662067032	NA	0.04206799838271352	0.06544811135722385	0.026055103170586586	0.13955004798049958	0.026055103170586586	0.04206799838271352	0.01964875193847779	0.1037350522086196	0.4909079815618111	0.48636648399586524	0.22228780806128254	0.1037350522086196	0.4922690297208079	0.1037350522086196	-1
Clostridium (OTU 41)	20.516222600151167	9.994724319145655e-4	Kruskal-Wallis rank sum test	0.002391024462019496	9.196247930844216e-4	0.002391024462019496	2.758874379253265e-4	0	0	0.007806586149223775	0.20842634972907728	1	0.07654210630715938	0.00851522749623276	0.07654210630715938	0.20842634972907728	0.7432454045145321	0.04049174002480276	0.36320398045342617	0.04049174002480276	0.00851522749623276	0.08120190753742543	0.01650256244679676	0.36320398045342617	0.20842634972907728	-1
Alistipes (OTU 57)	20.357884330202726	0.0010704683348433939	Kruskal-Wallis rank sum test	0	0	0	0	0	9.196247930844216e-4	0.007806586149223775	NA	NA	NA	NA	0.05599355737270979	NA	NA	NA	0.053324814978025395	NA	NA	0.06639318527112509	NA	0.05599355737270979	0.053324814978025395	-1
Porphyromonadaceae (OTU 81)	20.357884330202726	0.0010704683348433939	Kruskal-Wallis rank sum test	0	0	0	0	0	0.005885598675740298	0.007806586149223775	NA	NA	NA	NA	0.05599355737270979	NA	NA	NA	0.053324814978025395	NA	NA	0.06639318527112509	NA	0.05599355737270979	0.053324814978025395	-1
Alistipes (OTU 144)	20.357884330202726	0.0010704683348433939	Kruskal-Wallis rank sum test	0	0	0	0	0	0.0012874747103181902	0.007806586149223775	NA	NA	NA	NA	0.05599355737270979	NA	NA	NA	0.053324814978025395	NA	NA	0.06639318527112509	NA	0.05599355737270979	0.053324814978025395	-1
Lachnospiraceae (OTU 178)	20.357884330202726	0.0010704683348433939	Kruskal-Wallis rank sum test	0	0	0	0	0	0.004414199006805224	0.007806586149223775	NA	NA	NA	NA	0.05599355737270979	NA	NA	NA	0.053324814978025395	NA	NA	0.06639318527112509	NA	0.05599355737270979	0.053324814978025395	-1
Bacteroidetes (OTU 238)	20.357884330202726	0.0010704683348433939	Kruskal-Wallis rank sum test	0	0	0	0	0	0.002391024462019496	0.007806586149223775	NA	NA	NA	NA	0.05599355737270979	NA	NA	NA	0.053324814978025395	NA	NA	0.06639318527112509	NA	0.05599355737270979	0.053324814978025395	-1
Bacteroidales (OTU 255)	20.357884330202726	0.0010704683348433939	Kruskal-Wallis rank sum test	0	0	0	0	0	0.0031267242964870333	0.007806586149223775	NA	NA	NA	NA	0.05599355737270979	NA	NA	NA	0.053324814978025395	NA	NA	0.06639318527112509	NA	0.05599355737270979	0.053324814978025395	-1
Alistipes (OTU 285)	20.364931019136684	0.0010672057465582311	Kruskal-Wallis rank sum test	0	0	0	0	0	1.839249586168843e-4	0.007806586149223775	NA	NA	NA	NA	0.055446395185758404	NA	NA	NA	0.052848431206951006	NA	NA	0.06572116389475284	NA	0.055446395185758404	0.052848431206951006	-1
Bacteroidetes (OTU 295)	20.357884330202726	0.0010704683348433939	Kruskal-Wallis rank sum test	0	0	0	0	0	0.0034945742137208018	0.007806586149223775	NA	NA	NA	NA	0.05599355737270979	NA	NA	NA	0.053324814978025395	NA	NA	0.06639318527112509	NA	0.05599355737270979	0.053324814978025395	-1
Porphyromonadaceae (OTU 312)	20.357884330202726	0.0010704683348433939	Kruskal-Wallis rank sum test	0	0	0	0	0	0.004046349089571455	0.007806586149223775	NA	NA	NA	NA	0.05599355737270979	NA	NA	NA	0.053324814978025395	NA	NA	0.06639318527112509	NA	0.05599355737270979	0.053324814978025395	-1
Lachnospiraceae (OTU 98)	20.29007737039227	0.0011023686293871035	Kruskal-Wallis rank sum test	0.0014713996689350744	0.002207099503402612	0	9.196247930844215e-5	0.003678499172337686	0	0.007974392423872836	0.6495759338392217	0.020165569352299833	0.06927919633512854	0.6088661953362583	0.020165569352299833	0.020165569352299833	0.06927919633512854	0.6495759338392217	0.020165569352299833	0.15609326975112806	0.0630824527398245	0.1785364881643899	0.12445772691682558	0.6088661953362583	0.06927919633512854	-1
Lachnospiraceae (OTU 143)	20.21097840314136	0.0011407648089564594	Kruskal-Wallis rank sum test	0	2.758874379253265e-4	0.0027588743792532648	1.839249586168843e-4	0.0013794371896266324	0	0.008172682822481857	0.054635369906514526	0.033760498215325015	0.033760498215325015	0.033760498215325015	0.2441419644586278	0.045883019156687625	1	0.1857211970763898	0.2441419644586278	0.045883019156687625	0.40549537926812057	0.033760498215325015	0.2441419644586278	0.2441419644586278	0.04932887048176654	-1
Lachnospiraceae (OTU 243)	20.19636260301219	0.0011480022693787224	Kruskal-Wallis rank sum test	0	0	0	0.002850836858561707	0	0	0.008172682822481857	NA	NA	0.06502198492657436	0.5270892568655381	NA	NA	0.06502198492657436	0.5270892568655381	NA	0.07902358565937019	0.5270892568655381	NA	0.06502198492657436	0.06502198492657436	0.5270892568655381	-1
Lachnospiraceae (OTU 35)	20.147212299566373	0.0011726735309604568	Kruskal-Wallis rank sum test	0.0010115872723928637	6.437373551590951e-4	0	9.196247930844215e-5	0.002391024462019496	0	0.008233678540203987	0.6783777911837442	0.11137661716186867	0.23251172133816972	0.45571334485422	0.16324144314925876	0.07885306592478063	0.16324144314925876	0.5691263782376765	0.11137661716186867	0.164933590032343	0.016379256151625964	0.3561941814899173	0.016363799299014846	0.6783777911837442	0.016363799299014846	-1
Clostridium (OTU 99)	20.142770816890312	0.001174928487342375	Kruskal-Wallis rank sum test	1.839249586168843e-4	0	0	1.839249586168843e-4	6.437373551590951e-4	0	0.008233678540203987	0.15926864647755754	0.1097549800824586	0.802952496196797	0.05682259971588048	0.7539790220317815	0.39991462731513067	0.15926864647755754	0.014413996375563037	0.4599943964916162	0.1097549800824586	0.024568884227438945	0.20349047748691945	0.15926864647755754	0.5180690612694123	0.05682259971588048	-1
Ruminococcaceae (OTU 60)	20.074080885911755	0.0012103506393983756	Kruskal-Wallis rank sum test	0	0.002207099503402612	0	9.196247930844215e-5	0	0	0.008287668118628572	0.12897868262093334	0.34687934016461336	0.9288589606004443	0.19621543913195777	0.5115459220450842	0.04084692749795537	0.10876544796447607	0.020240929812526558	0.04084692749795537	0.19621543913195777	NA	0.5373440138809734	0.10876544796447607	0.3594233693465804	0.4449133896114705	-1
Lachnospiraceae (OTU 79)	20.106552424891536	0.0011934766253723177	Kruskal-Wallis rank sum test	0	0	0	6.437373551590951e-4	0	1.839249586168843e-4	0.008287668118628572	NA	NA	0.05119319207965464	NA	0.05759337329764436	NA	0.04799233348022286	NA	0.04799233348022286	0.05759337329764436	NA	0.07469233343001572	0.04799233348022286	0.8250375140800732	0.04799233348022286	-1
Lachnospiraceae (OTU 299)	20.08039012706527	0.0012070537404200935	Kruskal-Wallis rank sum test	0	0	0	4.598123965422107e-4	0	0	0.008287668118628572	NA	NA	0.0853219867994244	NA	0.4954507854063787	NA	0.054874298172033896	NA	0.4494533221585263	0.09039582772720291	NA	0.49896229860376107	0.054874298172033896	0.09039582772720291	0.4494533221585263	-1
Firmicutes (OTU 256)	20.012013381995132	0.0012432599411951828	Kruskal-Wallis rank sum test	0	9.196247930844215e-5	0	5.51774875850653e-4	0	0	0.008448516418576356	0.4253648679353723	0.24073239482165104	0.08675230325781727	0.16617205803854057	0.16617205803854057	0.15214171520844055	0.16617205803854057	0.08675230325781727	0.08928575534633998	0.06636401756984986	NA	NA	0.033227563619984406	0.033227563619984406	NA	-1
Akkermansia (OTU 4)	19.896651639069496	0.0013067814394081888	Kruskal-Wallis rank sum test	0.009564097848077983	0.09748022806694868	0.02096744528232481	0.001195512231009748	6.437373551590951e-4	0.009564097848077983	0.008769568039968678	0.12175324675324674	0.22186147186147184	0.12175324675324674	0.08892851763133311	0.9452214452214451	0.8355746817285278	0.023310023310023312	0.023310023310023312	0.1808857808857809	0.09090909090909091	0.023310023310023312	0.20316804407713498	0.8519460884189735	0.12237762237762238	0.10664525920976758	-1
Clostridiales (OTU 51)	19.88100677758952	0.0013156381153429837	Kruskal-Wallis rank sum test	0.003954386610263013	0.004414199006805224	0.002391024462019496	2.758874379253265e-4	3.678499172337686e-4	0	0.008769568039968678	0.7926569458277963	0.4233516134282828	0.02271102700957215	0.02271102700957215	0.02271102700957215	0.4233516134282828	0.04931898061613923	0.04464322735313838	0.02271102700957215	0.5965913957008081	0.4233516134282828	0.1537687197178203	0.7926569458277963	0.1537687197178203	0.19391983222695305	-1
Lachnospiraceae (OTU 454)	19.856533398342247	0.0013296112078436345	Kruskal-Wallis rank sum test	0	0	0	1.839249586168843e-4	0	0	0.008769568039968678	NA	NA	0.08414757174500209	NA	0.4954507854063787	NA	0.054205416638012927	NA	0.4494533221585263	0.09877948207421273	NA	0.49896229860376107	0.054205416638012927	0.1065684975221924	0.4494533221585263	-1
Ruminococcaceae (OTU 476)	19.862182483235088	0.0013263729603687656	Kruskal-Wallis rank sum test	0	0	0	1.839249586168843e-4	0	0	0.008769568039968678	NA	NA	0.08297847643911972	NA	0.4954507854063787	NA	0.05354034787636638	NA	0.4494533221585263	0.09732474820197688	NA	0.49896229860376107	0.05354034787636638	0.10574092394854923	0.4494533221585263	-1
Lachnospiraceae (OTU 28)	19.482438210694472	0.0015622759929259616	Kruskal-Wallis rank sum test	0.0016553246275519589	0.0030347618171785913	0.0025749494206363803	0.0016553246275519589	0.005425786279198087	9.196247930844216e-4	0.010228916537624727	0.09624546589924395	0.37999761030394796	0.8095268319140044	0.0821694510692997	0.11960565845105615	0.37999761030394796	0.0821694510692997	0.25764197454953747	0.02570243531126324	0.37999761030394796	0.11960565845105615	0.0821694510692997	0.0821694510692997	0.22629614064239698	0.06819877372493029	-1
Clostridiales (OTU 360)	19.314285714285717	0.001679476179976201	Kruskal-Wallis rank sum test	0	0	0	1.839249586168843e-4	0	0	0.010916595169845307	0.5270892568655381	NA	0.07382601740233685	NA	NA	0.5270892568655381	0.09439773685460962	0.5270892568655381	0.5270892568655381	0.0858729812823675	NA	NA	0.0727061906753159	0.0727061906753159	NA	-1
Lachnospiraceae (OTU 108)	19.121120277898374	0.001824793281049432	Kruskal-Wallis rank sum test	0	0	0	0.0026669118999448228	0	0	0.011775824266916118	NA	0.45984963630604564	0.04974776113414655	0.37573427820986505	0.19935721140071372	0.37573427820986505	0.046865571375623125	0.2974152271543483	0.13215159398876758	0.07744657800984507	0.920344325445942	0.4767489586027124	0.04974776113414655	0.07744657800984507	0.4767489586027124	-1
Enterorhabdus (OTU 156)	18.945553438496983	0.001967539217341284	Kruskal-Wallis rank sum test	6.437373551590951e-4	0.001195512231009748	5.51774875850653e-4	0	6.437373551590951e-4	1.839249586168843e-4	0.012587874678824388	0.3379679720676381	0.6936167552330167	0.03888159929962945	0.6936167552330167	0.17609943995876218	0.17609943995876218	0.03545418841706388	0.17609943995876218	0.043648480555741345	0.043648480555741345	0.9404995539720309	0.18459460623748225	0.03888159929962945	0.17609943995876218	0.17609943995876218	-1
