otu	statistic	p.value	parameter	method	-1	0	1	p.value.adj
Otu0078	16.356521739130436	2.8068967184227656e-4	2	Kruskal-Wallis rank sum test	0.009334191649806879	0	0	0.012525776605961592
Otu0097	16.374319912948863	2.782028715953594e-4	2	Kruskal-Wallis rank sum test	0.004667095824903439	0	0	0.012525776605961592
Otu0126	16.3921568627451	2.7573275746643115e-4	2	Kruskal-Wallis rank sum test	0.0013334559499724114	0	0	0.012525776605961592
Otu0156	16.410032715376232	2.7327925932364814e-4	2	Kruskal-Wallis rank sum test	6.207467353319846e-4	0	0	0.012525776605961592
Otu0177	16.374319912948863	2.782028715953594e-4	2	Kruskal-Wallis rank sum test	0.001149530991355527	0	0	0.012525776605961592
Otu0182	16.374319912948863	2.782028715953594e-4	2	Kruskal-Wallis rank sum test	0.0016323340077248481	0	0	0.012525776605961592
Otu0263	16.3921568627451	2.7573275746643115e-4	2	Kruskal-Wallis rank sum test	0.0010115872723928637	0	0	0.012525776605961592
Otu0293	16.55445544554456	2.5424105062445926e-4	2	Kruskal-Wallis rank sum test	5.057936361964318e-4	0	0	0.012525776605961592
Otu0085	15.51846153846154	4.267847504122013e-4	2	Kruskal-Wallis rank sum test	0.004529152105940776	0	3.0654159769480714e-5	0.016929128433017315
Otu0146	14.781925343811398	6.168018897605669e-4	2	Kruskal-Wallis rank sum test	0.0035175648335479125	3.678499172337686e-5	1.8392495861688433e-4	0.020018024967683852
Otu0204	14.828866995073883	6.024936105590499e-4	2	Kruskal-Wallis rank sum test	0.0010115872723928637	3.678499172337686e-5	3.0654159769480714e-5	0.020018024967683852
Otu0020	13.521897810219002	0.0011581296971504445	2	Kruskal-Wallis rank sum test	0	0	0.024860523573048864	0.020685451390483455
Otu0073	13.498823529411755	0.0011715685761233476	2	Kruskal-Wallis rank sum test	0.026830053338238	5.885598675740298e-4	3.0654159769480714e-5	0.020685451390483455
Otu0086	13.330035971223015	0.0012747336991334342	2	Kruskal-Wallis rank sum test	0.0026209306602906013	0	2.452332781558457e-4	0.020685451390483455
Otu0107	13.75783475783476	0.0010292577383390791	2	Kruskal-Wallis rank sum test	0.002184108883575501	7.356998344675372e-5	1.839249586168843e-4	0.020685451390483455
Otu0117	13.482146271510508	0.0011813786964026953	2	Kruskal-Wallis rank sum test	0.0015863527680706271	3.678499172337686e-5	6.130831953896143e-5	0.020685451390483455
Otu0125	13.330035971223015	0.0012747336991334342	2	Kruskal-Wallis rank sum test	0.003793452271473239	0	1.532707988474036e-4	0.020685451390483455
Otu0134	14.531988188976376	6.989061454498281e-4	2	Kruskal-Wallis rank sum test	0.0015863527680706271	0	6.130831953896143e-5	0.020685451390483455
Otu0151	14.249229188078115	8.050432187979788e-4	2	Kruskal-Wallis rank sum test	0.0012644840904910797	0	6.130831953896143e-5	0.020685451390483455
Otu0217	13.570229681978804	0.0011304778709694521	2	Kruskal-Wallis rank sum test	4.828030163693213e-4	0	0	0.020685451390483455
Otu0271	13.50659437280188	0.001167025370011762	2	Kruskal-Wallis rank sum test	0.0013104653301453007	0	0	0.020685451390483455
Otu0331	14.05952380952381	8.851425037239047e-4	2	Kruskal-Wallis rank sum test	7.356998344675372e-4	0	6.130831953896143e-5	0.020685451390483455
Otu0025	13.153350277264332	0.0013924713809805533	2	Kruskal-Wallis rank sum test	0.11766599227515175	1.839249586168843e-4	6.130831953896143e-5	0.02071301179208573
Otu0206	13.173993123772094	0.0013781730111874454	2	Kruskal-Wallis rank sum test	0.0013794371896266324	1.103549751701306e-4	6.130831953896143e-5	0.02071301179208573
Otu0016	12.957682177348554	0.0015355892603020032	2	Kruskal-Wallis rank sum test	9.656060327386426e-4	0.5392311936729814	0.2686837103794985	0.021928214637112604
Otu0203	12.576176470588225	0.00185830920305016	2	Kruskal-Wallis rank sum test	0.0030577524370057015	5.14989884127276e-4	0	0.025516014826496427
Otu0068	11.898671726755229	0.002607571727344865	2	Kruskal-Wallis rank sum test	0.006598307890380725	2.207099503402612e-4	3.985040770032493e-4	0.03447789283933766
Otu0155	11.269275362318838	0.003571971191252012	2	Kruskal-Wallis rank sum test	0.0010345778922199742	1.839249586168843e-4	3.0654159769480714e-5	0.04373579019217997
Otu0273	11.212253829321659	0.0036752764867378127	2	Kruskal-Wallis rank sum test	8.046716939488688e-4	0	9.196247930844216e-5	0.04373579019217997
Otu0277	11.249305555555557	0.0036078156323170914	2	Kruskal-Wallis rank sum test	7.356998344675372e-4	3.678499172337686e-5	3.0654159769480714e-5	0.04373579019217997
Otu0116	10.990986717267557	0.004105230614885102	2	Kruskal-Wallis rank sum test	0.003885414750781681	7.356998344675372e-5	3.371957574642879e-4	0.047276365468192943
Otu0070	10.34260780287473	0.005677161532001105	2	Kruskal-Wallis rank sum test	0.0015403715284164061	3.678499172337686e-5	6.130831953896143e-5	0.06333583334138733
Otu0023	9.985588235294122	0.006786675206476302	2	Kruskal-Wallis rank sum test	2.2990619827110538e-5	0.05510391760161854	0.019465391453620254	0.07341948632460726
Otu0017	9.824446494464942	0.007356115674065328	2	Kruskal-Wallis rank sum test	0.02931304027956594	0.0046349089571454845	0.005732327876892895	0.07723921457768594
Otu0143	9.702497425334698	0.00781860825580491	2	Kruskal-Wallis rank sum test	0.0028738274783888175	0	2.4523327815584577e-4	0.07974980420921007
Otu0175	9.525439624853446	0.008542344199445466	2	Kruskal-Wallis rank sum test	0.0020691557844399484	1.103549751701306e-4	0	0.0847115799778342
Otu0019	9.014814814814809	0.011027011697427858	2	Kruskal-Wallis rank sum test	0.0342560235423947	0.016332536325179326	0.0035558825332597634	0.10639576151302015
Otu0002	8.88151969981239	0.011786978781433102	2	Kruskal-Wallis rank sum test	6.897185948133162e-5	5.51774875850653e-4	0.004168965728649378	0.10866028687223836
Otu0055	8.679482439926065	0.013039902233235093	2	Kruskal-Wallis rank sum test	0.0019771933051315064	7.356998344675372e-5	6.130831953896144e-4	0.10866028687223836
Otu0122	8.620108695652181	0.013432819529867066	2	Kruskal-Wallis rank sum test	0.0011725216111826374	0	9.196247930844215e-5	0.10866028687223836
Otu0169	8.581204379562044	0.013696674815828364	2	Kruskal-Wallis rank sum test	0.001954202685304396	0	0	0.10866028687223836
Otu0179	8.623594674556218	0.01340942665980085	2	Kruskal-Wallis rank sum test	0.001103549751701306	1.839249586168843e-4	2.758874379253265e-4	0.10866028687223836
Otu0197	8.68127198124268	0.013028239729740657	2	Kruskal-Wallis rank sum test	7.356998344675372e-4	0	9.196247930844216e-5	0.10866028687223836
Otu0306	8.606332357247439	0.013525666469260135	2	Kruskal-Wallis rank sum test	2.528968180982159e-4	0	0	0.10866028687223836
Otu0375	8.59375	0.013611027080910821	2	Kruskal-Wallis rank sum test	2.98878057752437e-4	0	0	0.10866028687223836
Otu0015	8.398672566371685	0.015005532940608126	2	Kruskal-Wallis rank sum test	0.07019036233216848	0.0032002942799337873	0.0616761694561952	0.11645598390863264
Otu0035	8.276684060721063	0.015949273005851035	2	Kruskal-Wallis rank sum test	0.00213812764392128	2.942799337870149e-4	7.970081540064986e-4	0.12083415699186312
Otu0080	8.198503521126755	0.016585080371432193	2	Kruskal-Wallis rank sum test	0.0018392495861688431	0	4.598123965422108e-4	0.12083415699186312
Otu0095	8.223511293634498	0.0163789935411825	2	Kruskal-Wallis rank sum test	0.0025059775611550486	3.678499172337686e-5	4.904665563116914e-4	0.12083415699186312
Otu0033	7.605652173913053	0.022307639360595297	2	Kruskal-Wallis rank sum test	0.016461283796211146	3.678499172337686e-5	8.583164735454601e-4	0.1592765450346504
Otu0230	7.390642002176281	0.02483947888285169	2	Kruskal-Wallis rank sum test	0.0024140150818466066	0	1.839249586168843e-4	0.17387635217996184
Otu0205	7.346902654867268	0.02538869386616912	2	Kruskal-Wallis rank sum test	0.002299061982711054	6.253448592974067e-4	6.437373551590951e-4	0.1743031482735072
Otu0098	7.173586956521732	0.027686967101487825	2	Kruskal-Wallis rank sum test	0.014415118631598308	4.782048924038992e-4	1.2261663907792286e-4	0.18304161583761394
Otu0164	7.204162132752994	0.027266919093502096	2	Kruskal-Wallis rank sum test	0.00427625528784256	0	1.532707988474036e-4	0.18304161583761394
Otu0040	7.024066797642438	0.029836183852027343	2	Kruskal-Wallis rank sum test	0.0016323340077248481	3.678499172337686e-5	5.51774875850653e-4	0.19020567205667432
Otu0186	7.057377049180333	0.0293433737563635	2	Kruskal-Wallis rank sum test	0.0017472871068604009	0	5.211207160811722e-4	0.19020567205667432
Otu0038	6.956232227488147	0.03086550339349539	2	Kruskal-Wallis rank sum test	0.014231193672981424	0.00246459444546625	0.0012568205505487096	0.19036038104482714
Otu0201	6.952258064516134	0.03092689664033606	2	Kruskal-Wallis rank sum test	0.0019082214456501746	0	1.8392495861688433e-4	0.19036038104482714
Otu0004	6.563328912466846	0.03756567831460904	2	Kruskal-Wallis rank sum test	0.0023220526025381646	2.57494942063638e-4	0.0029734534976396296	0.20409859711173448
Otu0067	6.561703601108042	0.03759621868416362	2	Kruskal-Wallis rank sum test	0.005241861320581203	4.0463490895714546e-4	0.0014713996689350744	0.20409859711173448
Otu0104	6.531249999999994	0.03817306945803764	2	Kruskal-Wallis rank sum test	1.1495309913555268e-4	0	0	0.20409859711173448
Otu0120	6.486206896551718	0.039042540382709906	2	Kruskal-Wallis rank sum test	6.667279749862056e-4	0	0	0.20409859711173448
Otu0130	6.679352997145581	0.035448423482492546	2	Kruskal-Wallis rank sum test	9.885966525657532e-4	2.942799337870149e-4	2.4523327815584577e-4	0.20409859711173448
Otu0133	6.497409326424864	0.0388244660331565	2	Kruskal-Wallis rank sum test	4.598123965422108e-4	0	0	0.20409859711173448
Otu0166	6.465562719812447	0.039447628013192376	2	Kruskal-Wallis rank sum test	9.196247930844215e-5	0	0.0020844828643246886	0.20409859711173448
Otu0195	6.486206896551718	0.039042540382709906	2	Kruskal-Wallis rank sum test	0.0027588743792532648	0	0	0.20409859711173448
Otu0254	6.486206896551718	0.039042540382709906	2	Kruskal-Wallis rank sum test	4.368217767151002e-4	0	0	0.20409859711173448
Otu0341	6.486206896551718	0.039042540382709906	2	Kruskal-Wallis rank sum test	0.005264851940408313	0	0	0.20409859711173448
Otu0541	6.531249999999994	0.03817306945803764	2	Kruskal-Wallis rank sum test	1.6093433878977377e-4	0	0	0.20409859711173448
Otu0066	6.316597222222214	0.04249798520523714	2	Kruskal-Wallis rank sum test	0.0019312120654772851	2.57494942063638e-4	7.356998344675372e-4	0.2167397245467094
Otu0005	6.227368421052631	0.04443693835320369	2	Kruskal-Wallis rank sum test	0.34862975905830423	0.1092146404267059	0.37784317331861933	0.2203331526679683
Otu0061	6.243418467583499	0.04408175796069352	2	Kruskal-Wallis rank sum test	0.0014943902887621851	3.678499172337686e-5	5.824290356201337e-4	0.2203331526679683
Otu0105	6.159054182509502	0.045980996323474604	2	Kruskal-Wallis rank sum test	0.0025519588008092696	1.4713996689350744e-4	0.001072895591931825	0.22486596832164976
Otu0029	5.929411764705907	0.05157563631935195	2	Kruskal-Wallis rank sum test	0	7.356998344675372e-5	0	0.24881759683795468
Otu0267	5.860164271047231	0.05339265253161932	2	Kruskal-Wallis rank sum test	0.0015633621482435166	4.782048924038992e-4	3.6784991723376866e-4	0.25414902605050793
Otu0118	5.777431237721009	0.05564763951062788	2	Kruskal-Wallis rank sum test	0.0016093433878977376	2.942799337870149e-4	2.1457911838636504e-4	0.2613974645433441
Otu0074	5.595070422535213	0.06096013145039281	2	Kruskal-Wallis rank sum test	1.1495309913555268e-4	0	0.011004843357243579	0.2826333367245485
Otu0028	5.396402214022145	0.06732651706972399	2	Kruskal-Wallis rank sum test	0.005034945742137208	0.00187603457789222	0.004444853166574704	0.30424767840368944
Otu0211	5.407442748091598	0.06695588066415735	2	Kruskal-Wallis rank sum test	5.97756115504874e-4	1.4713996689350744e-4	2.1457911838636504e-4	0.30424767840368944
Otu0048	5.324613800205985	0.06978704416647372	2	Kruskal-Wallis rank sum test	0.003471583593893691	1.4713996689350744e-4	6.130831953896143e-5	0.30757993540038414
Otu0275	5.328124999999997	0.06966463352242022	2	Kruskal-Wallis rank sum test	1.6093433878977377e-4	0	6.130831953896143e-5	0.30757993540038414
Otu0072	5.177971014492752	0.0750961859905739	2	Kruskal-Wallis rank sum test	7.356998344675372e-4	3.678499172337686e-5	3.065415976948072e-4	0.3269431512028644
Otu0001	4.689021641118124	0.09589410008107373	2	Kruskal-Wallis rank sum test	4.598123965422108e-4	0.002133529519955858	0.0013794371896266322	0.3590039915260686
Otu0043	4.623387096774195	0.09909329009274549	2	Kruskal-Wallis rank sum test	0.0014254184292808534	0.001361044693764944	0.004383544847035742	0.3590039915260686
Otu0044	4.6002717391304415	0.1002452225226718	2	Kruskal-Wallis rank sum test	0.0029887805775243702	0	0	0.3590039915260686
Otu0075	4.6002717391304415	0.1002452225226718	2	Kruskal-Wallis rank sum test	0.001494390288762185	0	0	0.3590039915260686
Otu0103	4.574074074074064	0.10156695558580651	2	Kruskal-Wallis rank sum test	0	0	3.065415976948072e-4	0.3590039915260686
Otu0123	4.746369102682702	0.09318350561421636	2	Kruskal-Wallis rank sum test	7.356998344675372e-4	3.310649255103918e-4	0.0034026117344123597	0.3590039915260686
Otu0132	4.574074074074064	0.10156695558580651	2	Kruskal-Wallis rank sum test	0	0	2.758874379253265e-4	0.3590039915260686
Otu0145	4.610294117647065	0.09974413132041138	2	Kruskal-Wallis rank sum test	1.149530991355527e-4	0	0	0.3590039915260686
Otu0181	4.6002717391304415	0.1002452225226718	2	Kruskal-Wallis rank sum test	0.0015863527680706271	0	0	0.3590039915260686
Otu0187	4.861313868613135	0.08797901715935431	2	Kruskal-Wallis rank sum test	0.010299797682545521	3.678499172337686e-5	0	0.3590039915260686
Otu0198	4.904803493449774	0.08608657984889717	2	Kruskal-Wallis rank sum test	7.127092146404267e-4	7.356998344675372e-5	3.985040770032493e-4	0.3590039915260686
Otu0290	4.868421052631575	0.08766693046980047	2	Kruskal-Wallis rank sum test	8.506529336030899e-4	1.4713996689350744e-4	0	0.3590039915260686
Otu0315	4.610294117647065	0.09974413132041138	2	Kruskal-Wallis rank sum test	2.528968180982159e-4	0	0	0.3590039915260686
Otu0329	4.574074074074064	0.10156695558580651	2	Kruskal-Wallis rank sum test	0	0	0.0038624241309545707	0.3590039915260686
Otu0363	4.6002717391304415	0.1002452225226718	2	Kruskal-Wallis rank sum test	0.004000367849917233	0	0	0.3590039915260686
Otu0444	4.610294117647065	0.09974413132041138	2	Kruskal-Wallis rank sum test	1.839249586168843e-4	0	0	0.3590039915260686
Otu0461	4.6002717391304415	0.1002452225226718	2	Kruskal-Wallis rank sum test	1.3794371896266324e-4	0	0	0.3590039915260686
Otu0475	4.862673010380619	0.08791924949139619	2	Kruskal-Wallis rank sum test	4.5981239654221075e-5	0	2.4523327815584577e-4	0.3590039915260686
Otu0530	4.610294117647065	0.09974413132041138	2	Kruskal-Wallis rank sum test	9.196247930844215e-5	0	0	0.3590039915260686
Otu0063	4.414185228604915	0.11002005470551866	2	Kruskal-Wallis rank sum test	0.0012874747103181902	3.678499172337686e-5	2.1457911838636504e-4	0.3850701914693153
Otu0007	4.37558823529412	0.11216389628722741	2	Kruskal-Wallis rank sum test	1.3794371896266324e-4	2.2070995034026116e-4	0	0.3887622424712639
Otu0221	4.317535971223029	0.11546729080615241	2	Kruskal-Wallis rank sum test	5.747654956777635e-4	3.678499172337686e-5	3.0654159769480714e-5	0.39636368094035007
Otu0249	4.255766978922709	0.11908908059789021	2	Kruskal-Wallis rank sum test	0.0013104653301453007	3.678499172337686e-4	2.1457911838636504e-4	0.4049028740328267
Otu0110	4.0377497062279675	0.13280480596302943	2	Kruskal-Wallis rank sum test	2.758874379253265e-4	0	2.1457911838636504e-4	0.4430964086803879
Otu0214	4.0416666666666625	0.13254496490735523	2	Kruskal-Wallis rank sum test	0.004184292808534118	0	2.1457911838636504e-4	0.4430964086803879
Otu0128	3.684581497797367	0.15845403164461697	2	Kruskal-Wallis rank sum test	1.3794371896266324e-4	2.207099503402612e-4	0	0.5142553572466205
Otu0236	3.688548387096769	0.158140058320615	2	Kruskal-Wallis rank sum test	5.057936361964318e-4	0	9.196247930844215e-5	0.5142553572466205
Otu0244	3.718248175182486	0.15580904569185622	2	Kruskal-Wallis rank sum test	0.001103549751701306	0	5.51774875850653e-4	0.5142553572466205
Otu0003	2.8806994818652707	0.236844909835494	2	Kruskal-Wallis rank sum test	6.897185948133162e-5	3.3106492551039174e-4	0	0.5241964594947512
Otu0008	2.924333333333325	0.23173364085117934	2	Kruskal-Wallis rank sum test	9.196247930844215e-5	7.356998344675372e-5	0	0.5241964594947512
Otu0013	3.4427586206896432	0.17881933037939	2	Kruskal-Wallis rank sum test	0	0.006805223468824719	0.009134939611305255	0.5241964594947512
