otu	statistic	p.value	method	alternative	colonized	not_detectable	p.value.adj
Lachnospiraceae (OTU 303)	132.5	0.14962285437922285	Wilcoxon rank sum test with continuity correction	two.sided	8.758331362708777e-6	2.57494942063638e-4	0.4641614682823681
Lachnospiraceae (OTU 309)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	3.678499172337687e-5	0.4641614682823681
Lachnospiraceae (OTU 313)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	3.678499172337687e-5	0.4641614682823681
Bacteria (OTU 319)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	6.130831953896144e-5	0.4641614682823681
Clostridiales (OTU 323)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	1.2261663907792286e-5	0.4641614682823681
Firmicutes (OTU 326)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	1.2261663907792286e-5	0.4641614682823681
Clostridiales (OTU 327)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	1.5940163080129972e-4	0.4641614682823681
Clostridium (OTU 329)	172.5	0.24128661856870434	Wilcoxon rank sum test with continuity correction	two.sided	0.001103549751701306	0	0.4641614682823681
Ruminococcaceae (OTU 335)	126	0.038009628004738165	Wilcoxon rank sum test with continuity correction	two.sided	0	9.80933112623383e-5	0.4641614682823681
Lachnospiraceae (OTU 340)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	6.130831953896144e-5	0.4641614682823681
Erysipelotrichaceae (OTU 342)	132.5	0.22451622940594806	Wilcoxon rank sum test with continuity correction	two.sided	5.254998817625266e-5	4.9046655631169145e-5	0.4641614682823681
Bacteroides (OTU 350)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	7.356998344675373e-5	0.4641614682823681
Bacteria (OTU 351)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	1.2261663907792289e-4	0.4641614682823681
Lachnospiraceae (OTU 353)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	4.9046655631169145e-5	0.4641614682823681
Ruminococcaceae (OTU 354)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	2.4523327815584572e-5	0.4641614682823681
Lachnospiraceae (OTU 355)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	1.2261663907792286e-5	0.4641614682823681
Clostridiales (OTU 356)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	1.2261663907792286e-5	0.4641614682823681
Clostridium (OTU 359)	136.5	0.09759022226308756	Wilcoxon rank sum test with continuity correction	two.sided	0	3.678499172337686e-5	0.4641614682823681
Oscillibacter (OTU 361)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	1.2261663907792286e-5	0.4641614682823681
Lachnospiraceae (OTU 362)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	1.2261663907792286e-5	0.4641614682823681
Bacteria (OTU 365)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	2.4523327815584572e-5	0.4641614682823681
Clostridiales (OTU 367)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	2.4523327815584572e-5	0.4641614682823681
Bacteria (OTU 370)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	2.4523327815584572e-5	0.4641614682823681
Clostridium (OTU 371)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	2.4523327815584572e-5	0.4641614682823681
Bacteroides (OTU 372)	136.5	0.09759022226308756	Wilcoxon rank sum test with continuity correction	two.sided	0	4.904665563116915e-5	0.4641614682823681
Lachnospiraceae (OTU 373)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	2.4523327815584572e-5	0.4641614682823681
Lachnospiraceae (OTU 374)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	1.2261663907792286e-5	0.4641614682823681
Clostridiales (OTU 376)	136.5	0.0974534276527401	Wilcoxon rank sum test with continuity correction	two.sided	0	2.4523327815584572e-5	0.4641614682823681
Coriobacteriaceae (OTU 379)	109	0.057901777753077845	Wilcoxon rank sum test with continuity correction	two.sided	4.379165681354388e-5	1.4713996689350744e-4	0.4641614682823681
Akkermansia (OTU 382)	126	0.03795577808190359	Wilcoxon rank sum test with continuity correction	two.sided	0	4.9046655631169145e-5	0.4641614682823681
Erysipelotrichaceae (OTU 383)	133	0.15810917161826799	Wilcoxon rank sum test with continuity correction	two.sided	1.7516662725417553e-5	1.839249586168843e-4	0.4641614682823681
Clostridiales (OTU 384)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	3.678499172337687e-5	0.4641614682823681
Lachnospiraceae (OTU 388)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	4.9046655631169145e-5	0.4641614682823681
Erysipelotrichaceae (OTU 389)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	1.2261663907792286e-5	0.4641614682823681
Bacteria (OTU 390)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	1.2261663907792286e-5	0.4641614682823681
Lachnospiraceae (OTU 392)	136.5	0.09759022226308756	Wilcoxon rank sum test with continuity correction	two.sided	0	7.356998344675372e-5	0.4641614682823681
Firmicutes (OTU 394)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	1.2261663907792286e-5	0.4641614682823681
Firmicutes (OTU 398)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	6.130831953896144e-5	0.4641614682823681
Acetatifactor (OTU 405)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	7.356998344675373e-5	0.4641614682823681
Lachnospiraceae (OTU 406)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	1.2261663907792286e-5	0.4641614682823681
Lachnospiraceae (OTU 411)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	3.4332658941818405e-4	0.4641614682823681
Erysipelotrichaceae (OTU 415)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	2.4523327815584572e-5	0.4641614682823681
Bacteria (OTU 416)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	1.2261663907792289e-4	0.4641614682823681
Lachnospiraceae (OTU 417)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	2.4523327815584572e-5	0.4641614682823681
Bacteroides (OTU 419)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	4.9046655631169145e-5	0.4641614682823681
Acetatifactor (OTU 422)	136.5	0.09759022226308756	Wilcoxon rank sum test with continuity correction	two.sided	0	1.1035497517013058e-4	0.4641614682823681
Lachnospiraceae (OTU 425)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	3.9237324504935316e-4	0.4641614682823681
Lachnospiraceae (OTU 428)	126	0.037794346741859115	Wilcoxon rank sum test with continuity correction	two.sided	0	3.678499172337686e-5	0.4641614682823681
Ruminococcaceae (OTU 430)	136.5	0.09759022226308756	Wilcoxon rank sum test with continuity correction	two.sided	0	9.80933112623383e-5	0.4641614682823681
Firmicutes (OTU 432)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	7.356998344675373e-5	0.4641614682823681
Bacteria (OTU 434)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	2.4523327815584572e-5	0.4641614682823681
Ruminococcaceae (OTU 436)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	1.2261663907792286e-5	0.4641614682823681
Lachnospiraceae (OTU 445)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	1.2261663907792286e-5	0.4641614682823681
Bacteroides (OTU 450)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	1.2261663907792286e-5	0.4641614682823681
Ruminococcaceae (OTU 467)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	1.2261663907792286e-5	0.4641614682823681
Anaerofustis (OTU 475)	180	0.14080059226999223	Wilcoxon rank sum test with continuity correction	two.sided	7.006665090167021e-5	0	0.4641614682823681
Ruminococcaceae (OTU 479)	136.5	0.0974534276527401	Wilcoxon rank sum test with continuity correction	two.sided	0	2.4523327815584572e-5	0.4641614682823681
Lachnospiraceae (OTU 481)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	1.2261663907792286e-5	0.4641614682823681
Firmicutes (OTU 490)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	1.4713996689350747e-4	0.4641614682823681
Ruminococcaceae (OTU 499)	131.5	0.20727765748046661	Wilcoxon rank sum test with continuity correction	two.sided	5.254998817625266e-5	1.4713996689350744e-4	0.4641614682823681
Lachnospiraceae (OTU 504)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	1.2261663907792286e-5	0.4641614682823681
Coriobacteriaceae (OTU 506)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	3.678499172337687e-5	0.4641614682823681
Bacteria (OTU 509)	136.5	0.0974534276527401	Wilcoxon rank sum test with continuity correction	two.sided	0	2.4523327815584572e-5	0.4641614682823681
Clostridiales (OTU 510)	136.5	0.0974534276527401	Wilcoxon rank sum test with continuity correction	two.sided	0	2.4523327815584572e-5	0.4641614682823681
Lachnospiraceae (OTU 511)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	1.2261663907792286e-5	0.4641614682823681
Streptococcus (OTU 512)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	3.678499172337687e-5	0.4641614682823681
Firmicutes (OTU 519)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	1.2261663907792286e-5	0.4641614682823681
Ruminococcaceae (OTU 520)	172.5	0.24109448348048895	Wilcoxon rank sum test with continuity correction	two.sided	1.7516662725417553e-5	0	0.4641614682823681
Lachnospiraceae (OTU 531)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	2.4523327815584572e-5	0.4641614682823681
Bacteria (OTU 536)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	6.130831953896144e-5	0.4641614682823681
Lachnospiraceae (OTU 543)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	1.2261663907792286e-5	0.4641614682823681
Clostridiales (OTU 555)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	1.2261663907792286e-5	0.4641614682823681
Bacteroides (OTU 558)	147	0.25979645967794174	Wilcoxon rank sum test with continuity correction	two.sided	0	1.2261663907792286e-5	0.4641614682823681
