otu	statistic	p.value	parameter	method	-1	0	1	2	3	4	5	6	7	8	9	p.value.adj
Otu1130	66.99999999999984	1.676759117905469e-10	10	Kruskal-Wallis rank sum test	0	0	0	1.839249586168843e-4	0	0	0	0	0	0	0	1.812576606455812e-7
Otu0020	49.056751472387916	3.976851631026791e-7	10	Kruskal-Wallis rank sum test	0	0	0.00857550119551223	8.276623137759794e-4	0.005057936361964318	0	0	0	0	0	0	2.0538078562430792e-4
Otu0026	48.20260012245029	5.699744281895688e-7	10	Kruskal-Wallis rank sum test	7.050456746980565e-4	0.07003862424130955	0.043015449696523815	0.034393967261357364	0.017840720985837777	0.003914974119130823	0.0024140150818466066	0.001970624556609475	0.0018129745920807169	0.0013794371896266324	0.003954386610263013	2.0538078562430792e-4
Otu0080	45.27333848669011	1.9411769039427772e-6	10	Kruskal-Wallis rank sum test	0.0014713996689350744	0	2.2990619827110538e-5	0	0	5.254998817625266e-5	0.0015403715284164061	0.002732599385165138	0.0028902493496938964	0.002391024462019496	0.002804855618907486	5.246030582905356e-4
Otu0001	43.578274805408704	3.918241853618024e-6	10	Kruskal-Wallis rank sum test	3.371957574642879e-4	0.23089939304763657	0.06009748022806695	0.014713996689350745	0.014231193672981424	4.7294989358627395e-4	2.98878057752437e-4	1.3137497044063165e-4	2.8902493496938965e-4	9.196247930844215e-5	3.678499172337686e-4	8.471238887522168e-4
Otu0078	42.97324070841939	5.028110498051549e-6	10	Kruskal-Wallis rank sum test	8.5831647354546e-4	0	0	0	2.2990619827110538e-5	4.992248876744003e-4	5.287842560235425e-4	7.619748285556635e-4	0.0013925746866706955	0.001195512231009748	0.0010345778922199742	9.058979080656207e-4
Otu0077	39.04551446110032	2.4926815269068104e-5	10	Kruskal-Wallis rank sum test	8.5831647354546e-4	0	1.1495309913555268e-4	0.0026669118999448228	7.816810741217583e-4	0.0019443495625213485	0.0026209306602906013	0.0026537744029007594	0.0018655245802569693	0.0027588743792532643	0.0018162589663417326	0.003849412472266088
Otu0023	38.135668817361385	3.594225838035344e-5	10	Kruskal-Wallis rank sum test	9.196247930844215e-5	0.023137759794004047	0.008207651278278463	0	1.839249586168843e-4	1.0509997635250532e-4	4.5981239654221075e-5	0	5.254998817625266e-5	9.196247930844215e-5	0	0.004856697663645259
Otu0040	35.627531164442324	9.752479649935642e-5	10	Kruskal-Wallis rank sum test	0.002176445343633131	0	1.6093433878977377e-4	0.0021151370240941694	0.0018162589663417326	0.005097348853096508	0.0036325179326834652	0.0034682992196326755	0.0032318242728395386	0.0092882104101526565	0.00383943351112746	0.005637708171559817
Otu0081	33.00000000000011	2.723858344876435e-4	10	Kruskal-Wallis rank sum test	0	0	0	9.196247930844215e-5	0	0	0	0	0	0	0	0.005637708171559817
Otu0169	36.21148827086543	7.741390346089575e-5	10	Kruskal-Wallis rank sum test	0.002820182698792226	0	1.839249586168843e-4	3.678499172337686e-4	4.828030163693213e-4	0.0013400246984944428	0.002597940040463491	0.0019706245566094745	0.001681599621640085	0.0033106492551039177	0.003241677395622586	0.005637708171559817
Otu0214	32.962098897210375	2.76409373813756e-4	10	Kruskal-Wallis rank sum test	3.371957574642879e-4	0	0	0	2.2990619827110538e-5	7.882498226437898e-5	2.0691557844399483e-4	2.1019995270501064e-4	1.839249586168843e-4	0.001103549751701306	6.667279749862056e-4	0.005637708171559817
Otu0410	33.00000000000011	2.723858344876435e-4	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	3.678499172337686e-4	0	0.005637708171559817
Otu0536	34.1017465348996	1.7750953498667175e-4	10	Kruskal-Wallis rank sum test	1.839249586168843e-4	0	1.149530991355527e-4	0	0	0	0	0	0	0	0	0.005637708171559817
Otu0629	33.00000000000011	2.723858344876435e-4	10	Kruskal-Wallis rank sum test	0	0	0	1.839249586168843e-4	0	0	0	0	0	0	0	0.005637708171559817
Otu0673	33.00000000000011	2.723858344876435e-4	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	9.196247930844215e-5	0	0.005637708171559817
Otu0762	33.00000000000011	2.723858344876435e-4	10	Kruskal-Wallis rank sum test	0	0	0	9.196247930844215e-5	0	0	0	0	0	0	0	0.005637708171559817
