otu	statistic	p.value	method	alternative	1	2	p.value.adj
Desulfovibrionales (OTU 1540)	4.5	0.563702861650773	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Firmicutes (OTU 1645)	4.5	0.563702861650773	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Lachnospiraceae (OTU 1688)	4.5	0.563702861650773	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Anaerotruncus (OTU 1720)	8	0.3864762307712326	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Porphyromonadaceae (OTU 1733)	4.5	0.563702861650773	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Alistipes (OTU 1735)	4.5	0.563702861650773	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Porphyromonadaceae (OTU 1739)	4.5	0.563702861650773	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Alistipes (OTU 1760)	4.5	0.563702861650773	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Porphyromonadaceae (OTU 1763)	4.5	0.563702861650773	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Lachnospiraceae (OTU 1796)	4.5	0.563702861650773	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Bacteroidetes (OTU 1841)	8	0.3864762307712326	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Porphyromonadaceae (OTU 1854)	4.5	0.563702861650773	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Bacteroidales (OTU 1861)	4.5	0.563702861650773	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Porphyromonadaceae (OTU 1865)	4.5	0.563702861650773	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Porphyromonadaceae (OTU 1884)	3	0.2635524772829727	Wilcoxon rank sum test with continuity correction	two.sided	0	9.196247930844215e-5	0.7147214001832083
Porphyromonadaceae (OTU 1910)	8	0.3864762307712326	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Bacteroidales (OTU 1919)	8	0.3864762307712326	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Bacteria (OTU 1970)	4.5	0.563702861650773	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Porphyromonadaceae (OTU 2163)	4.5	0.563702861650773	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Ruminococcaceae (OTU 2421)	4.5	0.563702861650773	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Porphyromonadaceae (OTU 2426)	4.5	0.563702861650773	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Porphyromonadaceae (OTU 2455)	8	0.3864762307712326	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Porphyromonadaceae (OTU 2644)	8	0.3864762307712326	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Porphyromonadaceae (OTU 2666)	4.5	0.563702861650773	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Clostridiales (OTU 2890)	4.5	0.563702861650773	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Porphyromonadaceae (OTU 3001)	4.5	0.563702861650773	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Parabacteroides (OTU 3065)	8	0.3864762307712326	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Fusobacterium (OTU 3068)	4.5	0.563702861650773	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Porphyromonadaceae (OTU 3113)	4.5	0.563702861650773	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Lactobacillaceae (OTU 3131)	8	0.3864762307712326	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Butyricimonas (OTU 3185)	4.5	0.563702861650773	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Dactylosporangium (OTU 3207)	4.5	0.563702861650773	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Bacteroidetes (OTU 3248)	8	0.3864762307712326	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Bacteroidetes (OTU 3260)	4.5	0.563702861650773	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Bacteroidetes (OTU 3263)	8	0.3864762307712326	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Bacteroidetes (OTU 3265)	8	0.3864762307712326	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Porphyromonadaceae (OTU 3278)	8	0.3864762307712326	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Adhaeribacter (OTU 3457)	8	0.3864762307712326	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.7147214001832083
Acetatifactor (OTU 132)	4	0.578403013496116	Wilcoxon rank sum test with continuity correction	two.sided	0	1.839249586168843e-4	0.7314196837331838
Lachnospiraceae (OTU 73)	4	0.5820796519295022	Wilcoxon rank sum test with continuity correction	two.sided	0	0.0014713996689350744	0.7341268433306123
Lachnospiraceae (OTU 125)	8	0.5891544654500582	Wilcoxon rank sum test with continuity correction	two.sided	7.356998344675372e-4	3.678499172337686e-4	0.7410943012766521
Lactobacillus (OTU 31)	8	0.592560276916651	Wilcoxon rank sum test with continuity correction	two.sided	0.002207099503402612	0.0016553246275519589	0.7434220797012052
Lactobacillus (OTU 18)	4	0.6285714285714286	Wilcoxon rank sum test	two.sided	7.356998344675372e-4	0.008920360492918888	0.7865370231862379
Oscillibacter (OTU 77)	4.5	0.6932818175044811	Wilcoxon rank sum test with continuity correction	two.sided	0	2.758874379253265e-4	0.8585199708993315
Lachnospiraceae (OTU 117)	4.5	0.6932818175044811	Wilcoxon rank sum test with continuity correction	two.sided	1.839249586168843e-4	1.839249586168843e-4	0.8585199708993315
Lachnospiraceae (OTU 141)	7.5	0.6932818175044811	Wilcoxon rank sum test with continuity correction	two.sided	1.839249586168843e-4	0	0.8585199708993315
Lachnospiraceae (OTU 221)	4.5	0.6932818175044811	Wilcoxon rank sum test with continuity correction	two.sided	0	2.758874379253265e-4	0.8585199708993315
Enterobacteriaceae (OTU 1)	7.5	0.7212766990291557	Wilcoxon rank sum test with continuity correction	two.sided	0.0075409233032922565	2.758874379253265e-4	0.859776214802834
Mucispirillum (OTU 19)	4.5	0.7212766990291557	Wilcoxon rank sum test with continuity correction	two.sided	0.0016553246275519589	0.013242597020415671	0.859776214802834
Lachnospiraceae (OTU 25)	4.5	0.7212766990291557	Wilcoxon rank sum test with continuity correction	two.sided	7.356998344675372e-4	0.051866838329961376	0.859776214802834
Ruminococcaceae (OTU 37)	4.5	0.7212766990291557	Wilcoxon rank sum test with continuity correction	two.sided	1.839249586168843e-4	0.0013794371896266322	0.859776214802834
Lachnospiraceae (OTU 47)	7.5	0.7212766990291557	Wilcoxon rank sum test with continuity correction	two.sided	0.0016553246275519589	8.276623137759794e-4	0.859776214802834
Lachnospiraceae (OTU 50)	4.5	0.7162897505408428	Wilcoxon rank sum test with continuity correction	two.sided	5.51774875850653e-4	6.437373551590951e-4	0.859776214802834
Betaproteobacteria (OTU 58)	7.5	0.7212766990291557	Wilcoxon rank sum test with continuity correction	two.sided	0.005149898841272761	0.0016553246275519589	0.859776214802834
Clostridium (OTU 61)	4.5	0.7212766990291557	Wilcoxon rank sum test with continuity correction	two.sided	0.002207099503402612	0.0016553246275519587	0.859776214802834
Ruminococcaceae (OTU 84)	4.5	0.7212766990291557	Wilcoxon rank sum test with continuity correction	two.sided	1.839249586168843e-4	0.0018392495861688431	0.859776214802834
Pseudoflavonifractor (OTU 95)	4.5	0.7212766990291557	Wilcoxon rank sum test with continuity correction	two.sided	9.196247930844216e-4	0.001103549751701306	0.859776214802834
Ruminococcaceae (OTU 133)	4.5	0.7110254070787285	Wilcoxon rank sum test with continuity correction	two.sided	0	0.0016553246275519589	0.859776214802834
Desulfovibrionaceae (OTU 192)	4.5	0.7212766990291557	Wilcoxon rank sum test with continuity correction	two.sided	0.001103549751701306	0.0025749494206363803	0.859776214802834
Acetatifactor (OTU 237)	4.5	0.7188163610152828	Wilcoxon rank sum test with continuity correction	two.sided	1.839249586168843e-4	3.678499172337686e-4	0.859776214802834
Lachnospiraceae (OTU 278)	4.5	0.7162897505408428	Wilcoxon rank sum test with continuity correction	two.sided	3.678499172337686e-4	8.276623137759794e-4	0.859776214802834
Ruminococcaceae (OTU 288)	4.5	0.7110254070787285	Wilcoxon rank sum test with continuity correction	two.sided	0	5.51774875850653e-4	0.859776214802834
Bacteroides (OTU 11)	5	0.8544450676295319	Wilcoxon rank sum test with continuity correction	two.sided	0	0.0027588743792532643	0.9269553975436329
Lachnospiraceae (OTU 13)	7	0.8571428571428572	Wilcoxon rank sum test	two.sided	0.0020231745447857274	5.51774875850653e-4	0.9269553975436329
Lachnospiraceae (OTU 17)	7	0.8254979107046321	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.9269553975436329
Porphyromonadaceae (OTU 22)	5	0.8544450676295319	Wilcoxon rank sum test with continuity correction	two.sided	0	0.013518484458340996	0.9269553975436329
Lachnospiraceae (OTU 28)	5	0.8571364155923001	Wilcoxon rank sum test with continuity correction	two.sided	9.196247930844216e-4	0.001103549751701306	0.9269553975436329
Porphyromonadaceae (OTU 30)	5	0.8544450676295319	Wilcoxon rank sum test with continuity correction	two.sided	0	0.00855251057568512	0.9269553975436329
Lachnospiraceae (OTU 42)	5	0.853041076171313	Wilcoxon rank sum test with continuity correction	two.sided	0	1.839249586168843e-4	0.9269553975436329
Lactobacillus (OTU 49)	5	0.8571428571428571	Wilcoxon rank sum test	two.sided	7.356998344675372e-4	0.002391024462019496	0.9269553975436329
Ruminococcaceae (OTU 55)	5	0.8571364155923001	Wilcoxon rank sum test with continuity correction	two.sided	1.839249586168843e-4	2.758874379253265e-4	0.9269553975436329
Alistipes (OTU 57)	5	0.8544450676295319	Wilcoxon rank sum test with continuity correction	two.sided	0	0.0012874747103181902	0.9269553975436329
Lachnospiraceae (OTU 78)	5	0.853041076171313	Wilcoxon rank sum test with continuity correction	two.sided	0	1.839249586168843e-4	0.9269553975436329
Lachnospiraceae (OTU 79)	7	0.8544450676295319	Wilcoxon rank sum test with continuity correction	two.sided	0.001103549751701306	9.196247930844215e-5	0.9269553975436329
Porphyromonadaceae (OTU 81)	5	0.8544450676295319	Wilcoxon rank sum test with continuity correction	two.sided	0	0.006437373551590951	0.9269553975436329
Clostridia (OTU 86)	7	0.8544450676295319	Wilcoxon rank sum test with continuity correction	two.sided	9.196247930844216e-4	5.51774875850653e-4	0.9269553975436329
Lachnospiraceae (OTU 107)	5	0.853041076171313	Wilcoxon rank sum test with continuity correction	two.sided	0	1.839249586168843e-4	0.9269553975436329
Lachnospiraceae (OTU 119)	5	0.8544450676295319	Wilcoxon rank sum test with continuity correction	two.sided	0	2.758874379253265e-4	0.9269553975436329
Lachnospiraceae (OTU 127)	5	0.8453558603597902	Wilcoxon rank sum test with continuity correction	two.sided	0	2.758874379253265e-4	0.9269553975436329
Clostridium (OTU 128)	7	0.8544450676295319	Wilcoxon rank sum test with continuity correction	two.sided	3.678499172337686e-4	9.196247930844215e-5	0.9269553975436329
Alistipes (OTU 144)	5	0.8544450676295319	Wilcoxon rank sum test with continuity correction	two.sided	0	0.0014713996689350744	0.9269553975436329
Lachnospiraceae (OTU 146)	7	0.8254979107046321	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.9269553975436329
Lachnospiraceae (OTU 153)	5	0.8453558603597902	Wilcoxon rank sum test with continuity correction	two.sided	0	9.196247930844215e-5	0.9269553975436329
Lachnospiraceae (OTU 168)	7	0.8254979107046321	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.9269553975436329
Lachnospiraceae (OTU 202)	7	0.8254979107046321	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.9269553975436329
Bacteroides (OTU 224)	7	0.8254979107046321	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.9269553975436329
Bacteroidetes (OTU 238)	5	0.8544450676295319	Wilcoxon rank sum test with continuity correction	two.sided	0	0.0033106492551039173	0.9269553975436329
Bacteroidales (OTU 255)	5	0.8544450676295319	Wilcoxon rank sum test with continuity correction	two.sided	0	0.0034026117344123597	0.9269553975436329
Firmicutes (OTU 259)	7	0.8254979107046321	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.9269553975436329
Clostridiales (OTU 277)	7	0.8254979107046321	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.9269553975436329
Alistipes (OTU 285)	5	0.853041076171313	Wilcoxon rank sum test with continuity correction	two.sided	0	2.758874379253265e-4	0.9269553975436329
Bacteroidetes (OTU 295)	5	0.8544450676295319	Wilcoxon rank sum test with continuity correction	two.sided	0	0.004874011403347435	0.9269553975436329
Bacteria (OTU 298)	5	0.853041076171313	Wilcoxon rank sum test with continuity correction	two.sided	0	3.678499172337686e-4	0.9269553975436329
Porphyromonadaceae (OTU 312)	5	0.8544450676295319	Wilcoxon rank sum test with continuity correction	two.sided	0	0.004322236527496781	0.9269553975436329
Firmicutes (OTU 326)	7	0.8254979107046321	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.9269553975436329
Porphyromonadaceae (OTU 339)	5	0.8544450676295319	Wilcoxon rank sum test with continuity correction	two.sided	0	0.0017472871068604009	0.9269553975436329
Lachnospiraceae (OTU 352)	5	0.8382564863858263	Wilcoxon rank sum test with continuity correction	two.sided	0	9.196247930844215e-5	0.9269553975436329
Lachnospiraceae (OTU 369)	5	0.8453558603597902	Wilcoxon rank sum test with continuity correction	two.sided	0	9.196247930844215e-5	0.9269553975436329
Lachnospiraceae (OTU 374)	7	0.8254979107046321	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.9269553975436329
Clostridiales (OTU 456)	7	0.8254979107046321	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.9269553975436329
Bacteroidetes (OTU 671)	7	0.8254979107046321	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.9269553975436329
Firmicutes (OTU 722)	7	0.8254979107046321	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.9269553975436329
Coriobacteriaceae (OTU 753)	7	0.8254979107046321	Wilcoxon rank sum test with continuity correction	two.sided	0	0	0.9269553975436329
Bacteroides (OTU 3)	5.5	1	Wilcoxon rank sum test with continuity correction	two.sided	1.839249586168843e-4	0.02087548280301637	1
Porphyromonadaceae (OTU 8)	5.5	1	Wilcoxon rank sum test with continuity correction	two.sided	5.51774875850653e-4	0.0038624241309545707	1
Lachnospiraceae (OTU 35)	6	1	Wilcoxon rank sum test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 44)	5.5	1	Wilcoxon rank sum test with continuity correction	two.sided	0.0012874747103181902	0.001195512231009748	1
Lachnospiraceae (OTU 48)	6	1	Wilcoxon rank sum test with continuity correction	two.sided	0	9.196247930844215e-5	1
Lachnospiraceae (OTU 56)	6	1	Wilcoxon rank sum test with continuity correction	two.sided	0	0	1
Ruminococcaceae (OTU 63)	5.5	1	Wilcoxon rank sum test with continuity correction	two.sided	5.51774875850653e-4	4.598123965422107e-4	1
Lachnospiraceae (OTU 68)	6.5	1	Wilcoxon rank sum test with continuity correction	two.sided	0.0014713996689350744	9.196247930844216e-4	1
Acetatifactor (OTU 70)	6.5	1	Wilcoxon rank sum test with continuity correction	two.sided	0.002207099503402612	5.51774875850653e-4	1
Lachnospiraceae (OTU 72)	6.5	1	Wilcoxon rank sum test with continuity correction	two.sided	0	0	1
Ruminococcaceae (OTU 80)	5.5	1	Wilcoxon rank sum test with continuity correction	two.sided	5.51774875850653e-4	0.0013794371896266324	1
Ruminococcaceae (OTU 94)	6.5	1	Wilcoxon rank sum test with continuity correction	two.sided	0	0	1
Clostridium (OTU 99)	6	1	Wilcoxon rank sum test with continuity correction	two.sided	0	9.196247930844215e-5	1
Acetatifactor (OTU 103)	6	1	Wilcoxon rank sum test with continuity correction	two.sided	0	0	1
Ruminococcaceae (OTU 115)	6	1	Wilcoxon rank sum test with continuity correction	two.sided	0	0	1
Ruminococcaceae (OTU 118)	6	1	Wilcoxon rank sum test with continuity correction	two.sided	1.839249586168843e-4	1.839249586168843e-4	1
Lachnospiraceae (OTU 120)	5.5	1	Wilcoxon rank sum test with continuity correction	two.sided	1.839249586168843e-4	1.839249586168843e-4	1
Lachnospiraceae (OTU 122)	6.5	1	Wilcoxon rank sum test with continuity correction	two.sided	9.196247930844216e-4	9.196247930844216e-4	1
Lachnospiraceae (OTU 142)	6	1	Wilcoxon rank sum test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 177)	6	1	Wilcoxon rank sum test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 181)	6	1	Wilcoxon rank sum test with continuity correction	two.sided	0	9.196247930844215e-5	1
Clostridium (OTU 211)	6	1	Wilcoxon rank sum test with continuity correction	two.sided	0	2.758874379253265e-4	1
Lachnospiraceae (OTU 215)	6	1	Wilcoxon rank sum test with continuity correction	two.sided	0	0	1
Ruminococcaceae (OTU 236)	6.5	1	Wilcoxon rank sum test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 239)	6	1	Wilcoxon rank sum test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 240)	6.5	1	Wilcoxon rank sum test with continuity correction	two.sided	0	0	1
Clostridiales (OTU 246)	6	1	Wilcoxon rank sum test with continuity correction	two.sided	0	9.196247930844215e-5	1
Lachnospiraceae (OTU 303)	6.5	1	Wilcoxon rank sum test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 336)	6	1	Wilcoxon rank sum test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 355)	6	1	Wilcoxon rank sum test with continuity correction	two.sided	0	0	1
Lachnospiraceae (OTU 402)	5.5	1	Wilcoxon rank sum test with continuity correction	two.sided	0	9.196247930844215e-5	1
Firmicutes (OTU 444)	6.5	1	Wilcoxon rank sum test with continuity correction	two.sided	0	0	1
Coriobacteriaceae (OTU 518)	6.5	1	Wilcoxon rank sum test with continuity correction	two.sided	0	0	1
Bacteroidales (OTU 538)	6	1	Wilcoxon rank sum test with continuity correction	two.sided	0	9.196247930844215e-5	1
Pseudomonadaceae (OTU 579)	6	1	Wilcoxon rank sum test with continuity correction	two.sided	0	0	1
Porphyromonadaceae (OTU 871)	6.5	1	Wilcoxon rank sum test with continuity correction	two.sided	0	0	1
Bacteroides (OTU 12)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Turicibacter (OTU 14)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Akkermansia (OTU 15)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Proteus (OTU 16)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Parasutterella (OTU 26)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 29)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteroides (OTU 32)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteroides (OTU 39)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bifidobacterium (OTU 46)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 54)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Enterobacteriaceae (OTU 62)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteroides (OTU 64)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Butyricimonas (OTU 65)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 71)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridium (OTU 74)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 83)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 88)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 90)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 91)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Anaeroplasma (OTU 92)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 93)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 106)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 114)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 121)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteroides (OTU 124)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteria (OTU 129)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bilophila (OTU 137)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Firmicutes (OTU 147)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Rhodospirillaceae (OTU 150)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 157)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Anaeroplasma (OTU 158)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Anaerostipes (OTU 166)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 167)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 170)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 171)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridium (OTU 172)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 182)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Firmicutes (OTU 186)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 190)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Alistipes (OTU 194)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteria (OTU 195)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 205)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 207)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Romboutsia (OTU 212)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 213)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 216)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 217)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 219)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridium (OTU 226)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Acetatifactor (OTU 231)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 232)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 233)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Erysipelotrichaceae (OTU 234)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Acetatifactor (OTU 242)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 243)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 247)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Roseburia (OTU 252)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteroides (OTU 253)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 254)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Firmicutes (OTU 256)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 257)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Firmicutes (OTU 258)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 263)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 264)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteroides (OTU 266)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 269)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 270)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 276)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Ruminococcaceae (OTU 279)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteria (OTU 286)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteroidales (OTU 289)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 290)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridium_sensu (OTU 291)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Coriobacteriaceae (OTU 293)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridium (OTU 296)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 297)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Dorea (OTU 301)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Firmicutes (OTU 304)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Blautia (OTU 307)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 309)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 313)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 315)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridia (OTU 316)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 317)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 318)	6	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
