otu	statistic	p.value	parameter	method	Schloss	Young	Jackson	Charles River	Taconic	Envigo	p.value.adj
Parabacteroides (OTU 24)	19.723756906077334	0.001408001852771203	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0.0038624241309545707	0.027456036129038457
Bacteroides (OTU 32)	19.95000000000002	0.0012770191379958915	5	Kruskal-Wallis rank sum test	0	0	0	0.016461283796211146	0	0	0.027456036129038457
Burkholderiales (OTU 34)	19.751037344398327	0.0013915332780705294	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0.00809269817914291	0.027456036129038457
Betaproteobacteria (OTU 58)	19.723756906077334	0.001408001852771203	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0.004965973882655877	0.027456036129038457
Lachnospiraceae (OTU 114)	19.95000000000002	0.0012770191379958915	5	Kruskal-Wallis rank sum test	0	0	0	0.007816810741217583	0	0	0.027456036129038457
Lachnospiraceae (OTU 121)	19.95000000000002	0.0012770191379958915	5	Kruskal-Wallis rank sum test	0	0	0	0.026853043958065106	0	0	0.027456036129038457
Bacteroides (OTU 124)	19.95000000000002	0.0012770191379958915	5	Kruskal-Wallis rank sum test	0	0	0	0.005425786279198087	0	0	0.027456036129038457
Bilophila (OTU 137)	19.95000000000002	0.0012770191379958915	5	Kruskal-Wallis rank sum test	0	0	0	0.0033106492551039177	0	0	0.027456036129038457
Lachnospiraceae (OTU 141)	19.95000000000002	0.0012770191379958915	5	Kruskal-Wallis rank sum test	0	0	0	0.007173073386058488	0	0	0.027456036129038457
Deltaproteobacteria (OTU 174)	19.723756906077334	0.001408001852771203	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0.0020231745447857274	0.027456036129038457
Clostridiales (OTU 187)	19.95000000000002	0.0012770191379958915	5	Kruskal-Wallis rank sum test	0	0	0	0.013518484458340998	0	0	0.027456036129038457
Desulfovibrionaceae (OTU 192)	19.723756906077334	0.001408001852771203	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0.0064373735515909514	0.027456036129038457
Alistipes (OTU 194)	19.95000000000002	0.0012770191379958915	5	Kruskal-Wallis rank sum test	0	0	0	0.0031267242964870333	0	0	0.027456036129038457
Lachnospiraceae (OTU 205)	19.800155219247188	0.0013623580488998214	5	Kruskal-Wallis rank sum test	0	0	0	2.758874379253265e-4	5.51774875850653e-4	0	0.027456036129038457
Desulfovibrio (OTU 209)	19.723756906077334	0.001408001852771203	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0.0059775611550487405	0.027456036129038457
Clostridiales (OTU 276)	19.95000000000002	0.0012770191379958915	5	Kruskal-Wallis rank sum test	0	0	0	2.758874379253265e-4	0	0	0.027456036129038457
Lachnospiraceae (OTU 278)	19.95000000000002	0.0012770191379958915	5	Kruskal-Wallis rank sum test	0	0	0	7.356998344675372e-4	0	0	0.027456036129038457
Clostridium (OTU 296)	19.751037344398327	0.0013915332780705294	5	Kruskal-Wallis rank sum test	0	0	4.598123965422108e-4	0	0	0	0.027456036129038457
Dorea (OTU 301)	19.723756906077334	0.001408001852771203	5	Kruskal-Wallis rank sum test	0	0	5.51774875850653e-4	0	0	0	0.027456036129038457
Lachnospiraceae (OTU 317)	19.95000000000002	0.0012770191379958915	5	Kruskal-Wallis rank sum test	0	0	0	0.001195512231009748	0	0	0.027456036129038457
Clostridiales (OTU 333)	20.000000000000025	0.0012497305630313623	5	Kruskal-Wallis rank sum test	0	0	0	0.0014713996689350744	0	0	0.027456036129038457
Lachnospiraceae (OTU 355)	19.95000000000002	0.0012770191379958915	5	Kruskal-Wallis rank sum test	0	0	0	2.758874379253265e-4	0	0	0.027456036129038457
Bacteria (OTU 357)	20.000000000000025	0.0012497305630313623	5	Kruskal-Wallis rank sum test	0	0	0	1.839249586168843e-4	0	0	0.027456036129038457
