otu	statistic	p.value	parameter	method	Schloss	Young	Jackson	Charles River	Taconic	Envigo	p.value.adj
Betaproteobacteria (OTU 58)	41.69425956738766	6.792008104963922e-8	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0.0019312120654772853	1.4995704134389577e-5
Desulfovibrionaceae (OTU 192)	41.702933222384	6.764627802408766e-8	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0.0032186867757954757	1.4995704134389577e-5
Alistipes (OTU 194)	41.42201834862386	7.709873590945798e-8	5	Kruskal-Wallis rank sum test	0	0	0	0.0013794371896266324	0	0	1.4995704134389577e-5
Desulfovibrio (OTU 209)	41.69425956738766	6.792008104963922e-8	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0.0032186867757954753	1.4995704134389577e-5
Bacteroides (OTU 32)	38.273249738766964	3.3251294089660134e-7	5	Kruskal-Wallis rank sum test	0	0	0	0.017748758506529336	0	0	5.173901360351117e-5
Parasutterella (OTU 26)	37.846895424836596	4.0500965450891043e-7	5	Kruskal-Wallis rank sum test	0	0	0.009012322972227331	0.00211513702409417	0	0	5.2516251867988715e-5
Parabacteroides (OTU 24)	37.13602941176473	5.624916244658303e-7	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0.020691557844399484	5.4702310479302e-5
Burkholderiales (OTU 34)	37.13602941176473	5.624916244658303e-7	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0.015357734044509838	5.4702310479302e-5
Mucispirillum (OTU 19)	36.76492634881898	6.675769825992405e-7	5	Kruskal-Wallis rank sum test	0	0	0	0.013610446937649439	0.05352216295751333	0.023726319661578076	5.7708321384689895e-5
Bifidobacterium (OTU 46)	35.802349535829784	1.0403124850378515e-6	5	Kruskal-Wallis rank sum test	0.003954386610263013	0.0012874747103181902	0	0	0	0	7.357846485085896e-5
Clostridiales (OTU 148)	35.977157360406075	9.59856214580196e-7	5	Kruskal-Wallis rank sum test	0	0	0	0.002207099503402612	0	0	7.357846485085896e-5
Parabacteroides (OTU 5)	34.31276388114394	2.0628668607105245e-6	5	Kruskal-Wallis rank sum test	0	0	0	0.07237447121574397	0.16672797498620562	0.09242229170498437	1.134035212668016e-4
Clostridium (OTU 74)	33.92117446393758	2.4686023840436935e-6	5	Kruskal-Wallis rank sum test	0	0	0	0	4.598123965422108e-4	0	1.134035212668016e-4
Anaerostipes (OTU 166)	33.91291108404381	2.4779689736961787e-6	5	Kruskal-Wallis rank sum test	0	0	0	0	0.0019312120654772853	0	1.134035212668016e-4
Deltaproteobacteria (OTU 174)	33.91291108404381	2.4779689736961787e-6	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0.0027588743792532648	1.134035212668016e-4
Lachnospiraceae (OTU 263)	33.91291108404381	2.4779689736961787e-6	5	Kruskal-Wallis rank sum test	0	0	0	0	0.0015633621482435166	0	1.134035212668016e-4
Clostridium (OTU 403)	33.94598878322358	2.4406863060029408e-6	5	Kruskal-Wallis rank sum test	0	0	0	0	0	1.839249586168843e-4	1.134035212668016e-4
Akkermansia (OTU 15)	33.72513517941995	2.7006044246089027e-6	5	Kruskal-Wallis rank sum test	0	0	0	0	0.07366194592606216	0	1.1672612457476257e-4
Lachnospiraceae (OTU 104)	32.79572375025094	4.1317591176934835e-6	5	Kruskal-Wallis rank sum test	0	0	0	4.598123965422108e-4	1.839249586168843e-4	0.01535773404450984	1.6918466281923842e-4
Bacteroides (OTU 2)	32.5837091881536	4.55195914681283e-6	5	Kruskal-Wallis rank sum test	9.196247930844215e-5	9.196247930844215e-5	0.6312304579731469	0.040923303292256755	9.196247930844215e-5	0	1.7014508724733996e-4
Lachnospiraceae (OTU 206)	32.56424344885883	4.592605182768816e-6	5	Kruskal-Wallis rank sum test	0	0	0	0.001103549751701306	9.196247930844216e-4	0	1.7014508724733996e-4
Ruminococcaceae (OTU 335)	32.07110091743119	5.751720679005549e-6	5	Kruskal-Wallis rank sum test	0	0	0	8.276623137759794e-4	0	0	2.034017585575599e-4
Lachnospiraceae (OTU 169)	31.764520923850895	6.614429342803283e-6	5	Kruskal-Wallis rank sum test	0	0	0	0.002482986941327938	0	4.598123965422107e-4	2.2374026211743282e-4
Lachnospiraceae (OTU 93)	31.568421052631585	7.232474673690555e-6	5	Kruskal-Wallis rank sum test	0.006713260989516277	0.0019312120654772853	0	0	0	0	2.2610731810601708e-4
Lachnospiraceae (OTU 204)	31.55836849507736	7.265659322172786e-6	5	Kruskal-Wallis rank sum test	0	0.0015633621482435166	0	0	9.196247930844216e-4	0	2.2610731810601708e-4
Lachnospiraceae (OTU 35)	30.34259726644404	1.2626428944919757e-5	5	Kruskal-Wallis rank sum test	0.011035497517013059	0.013702409416957882	0	9.196247930844215e-5	0.004874011403347435	0.0012874747103181902	3.638282118202804e-4
Ruminococcaceae (OTU 288)	30.3588263857762	1.2533796161814351e-5	5	Kruskal-Wallis rank sum test	0	0	0	5.51774875850653e-4	0	0	3.638282118202804e-4
Lachnospiraceae (OTU 36)	30.108367626886157	1.4041603878655333e-5	5	Kruskal-Wallis rank sum test	0	0	0	0.0031267242964870333	0.0062534485929740665	0	3.901559934854946e-4
Lachnospiraceae (OTU 121)	29.580386855241297	1.783552097318955e-5	5	Kruskal-Wallis rank sum test	0	0	0	0.0017472871068604009	0	0	4.476140424884345e-4
Rhodospirillaceae (OTU 150)	29.64203834931224	1.7344683900553812e-5	5	Kruskal-Wallis rank sum test	0	0	0	1.839249586168843e-4	0	0	4.476140424884345e-4
Bacteria (OTU 319)	29.605016652789374	1.763779886245147e-5	5	Kruskal-Wallis rank sum test	0	0	0	1.839249586168843e-4	0	0	4.476140424884345e-4
Proteus (OTU 16)	29.251722712238138	2.069438339755699e-5	5	Kruskal-Wallis rank sum test	0	0	0	0	0.0016553246275519589	0	4.923179636134714e-4
Lactobacillus (OTU 49)	29.231718669748332	2.0882381490031565e-5	5	Kruskal-Wallis rank sum test	0	0	0	0.0015633621482435166	0	0.005241861320581203	4.923179636134714e-4
Turicibacter (OTU 14)	28.356802599059233	3.099514915544192e-5	5	Kruskal-Wallis rank sum test	0.004965973882655877	0.006529336030899393	0.04469376494390289	0	0	0	7.092419424392298e-4
Dorea (OTU 301)	28.282582216808677	3.2049345385174505e-5	5	Kruskal-Wallis rank sum test	0	0	3.678499172337686e-4	0	0	0	7.124111631333076e-4
Lachnospiraceae (OTU 142)	28.16524542429287	3.378896037700714e-5	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0.001103549751701306	7.302169770364321e-4
Lachnospiraceae (OTU 223)	28.064667081088547	3.5354450735450334e-5	5	Kruskal-Wallis rank sum test	0	0	0	1.839249586168843e-4	0	9.196247930844215e-5	7.433989911400097e-4
