genus	statistic	p.value	parameter	method	-1	0	1	2	3	4	5	6	7	8	9	p.value.adj
Proteobacteria unclassified	9.142857142857801	0.5186017931173424	10	Kruskal-Wallis rank sum test	5.254998817625266e-5	0	0	0	0	0	0	0	0	0	0	0.6004924676767336
Rhodospirillaceae unclassified	9.142857142857801	0.5186017931173424	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	2.627499408812633e-5	0	0	0.6004924676767336
Streptococcus	9.499567380488783	0.48543725388676046	10	Kruskal-Wallis rank sum test	0	0	0	3.678499172337686e-5	2.627499408812633e-5	0	3.0654159769480714e-5	2.627499408812633e-5	0	0	1.0509997635250532e-4	0.6004924676767336
Veillonellaceae unclassified	9.142857142857801	0.5186017931173424	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	2.627499408812633e-5	0.6004924676767336
Clostridium XVIII	8.54952185792348	0.5753206055636907	10	Kruskal-Wallis rank sum test	4.729498935862739e-4	6.130831953896143e-5	0.013403531359205445	0.0030531543130402797	0.0078036732441735205	0.003809874142778318	0.003985040770032493	0.0024172994561076225	0.0010247247694369268	3.2186867757954754e-4	0.0013925746866706955	0.6491573275440341
Parasutterella	8.433333333333314	0.5865879465759344	10	Kruskal-Wallis rank sum test	0	3.0654159769480714e-5	1.3794371896266324e-4	0	0	0	0	0	0	0	0	0.6491573275440341
Turicibacter	8.483544461003481	0.5817141159335779	10	Kruskal-Wallis rank sum test	0	3.0654159769480714e-5	9.196247930844215e-5	0	0	2.627499408812633e-5	3.0654159769480714e-5	2.627499408812633e-5	2.627499408812633e-5	9.196247930844215e-5	5.254998817625266e-5	0.6491573275440341
Bacillales unclassified	7.875000000000007	0.6410453583544448	10	Kruskal-Wallis rank sum test	0	0	2.2990619827110538e-5	0	0	0	0	0	0	0	0	0.6821380095310118
Bilophila	7.875000000000007	0.6410453583544448	10	Kruskal-Wallis rank sum test	0	0	2.2990619827110538e-5	0	0	0	0	0	0	0	0	0.6821380095310118
Terrisporobacter	7.875000000000007	0.6410453583544448	10	Kruskal-Wallis rank sum test	0	0	2.2990619827110538e-5	0	0	0	0	0	0	0	0	0.6821380095310118
Enterococcaceae unclassified	7.636224489796064	0.6643217019188471	10	Kruskal-Wallis rank sum test	0	0	4.5981239654221075e-5	0	0	0	0	0	0	0	1.0509997635250532e-4	0.6910973395536505
Ralstonia	7.617753623188616	0.6661179176420727	10	Kruskal-Wallis rank sum test	0	0	2.2990619827110538e-5	0	0	0	0	0	0	0	2.627499408812633e-5	0.6910973395536505
Anaerovorax	7.352941176470554	0.6917576444140554	10	Kruskal-Wallis rank sum test	2.627499408812633e-5	0	0	0	2.627499408812633e-5	0	0	2.627499408812633e-5	0	0	0	0.6917576444140554
Lactobacillaceae unclassified	7.352941176470554	0.6917576444140554	10	Kruskal-Wallis rank sum test	2.627499408812633e-5	0	0	0	0	2.627499408812633e-5	0	0	0	0	2.627499408812633e-5	0.6917576444140554
Proteus	7.497957516340065	0.6777455258600074	10	Kruskal-Wallis rank sum test	0	0	2.2990619827110538e-5	0	0	2.627499408812633e-5	3.0654159769480714e-5	0	0	0	0	0.6917576444140554
Acetitomaculum	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Acinetobacter	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Actinomycetales unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Alphaproteobacteria unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Anaerococcus	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Anaerofustis	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Aquabacterium	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Brachybacterium	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Bradyrhizobium	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Brevibacterium	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Brevundimonas	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Burkholderia	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Candidatus Saccharibacteria unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Chryseobacterium	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Cloacibacterium	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Cytophagales unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Dietzia	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Diplorickettsia	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Enhydrobacter	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Escherichia/Shigella	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Facklamia	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Faecalibacterium	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Gammaproteobacteria unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Geodermatophilus	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Gordonibacter	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Gp2 unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Gp6 unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Hungatella	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Hydrogenoanaerobacterium	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Jeotgalicoccus	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Kytococcus	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Labilithrix	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Listeria	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Micrococcaceae unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Micrococcus	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Micromonosporaceae unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Mucilaginibacter	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Neorhizobium	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Oxalobacteraceae unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Paracoccus	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Paraprevotella	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Pectinatus	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Pediococcus	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Pedobacter	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Phascolarctobacterium	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Phyllobacteriaceae unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Planomicrobium	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Pseudomonas	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Rhodococcus	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Romboutsia	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Roseomonas	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Saccharibacillus	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Sphingomonadales unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Sphingomonas	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Staphylococcaceae unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Stenotrophomonas	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Subdoligranulum	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Veillonella	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Weissella	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
