otu	statistic	p.value	method	alternative	colonized	not_detectable	p.value.adj
Bacteria (OTU 857)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 858)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Ruminococcaceae (OTU 859)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Ruminococcaceae (OTU 860)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Ruminococcaceae (OTU 861)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 863)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Acetatifactor (OTU 864)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 865)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteria (OTU 866)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Pseudomonas (OTU 867)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteria (OTU 868)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 869)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 870)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 871)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 872)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 873)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 874)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Akkermansia (OTU 875)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Ruminococcaceae (OTU 876)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Mucispirillum (OTU 877)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteria (OTU 878)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Parabacteroides (OTU 879)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteria (OTU 880)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 881)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 882)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteria (OTU 883)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 884)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 885)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 886)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 887)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 889)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridium (OTU 890)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 891)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 892)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Acetitomaculum (OTU 893)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 894)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Sphingomonas (OTU 895)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 896)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 897)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 898)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 900)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 901)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Butyricimonas (OTU 902)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Gordonibacter (OTU 903)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 904)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Mucispirillum (OTU 905)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 907)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 909)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 911)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 912)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 913)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 914)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 915)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 916)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteria (OTU 917)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 918)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteroides (OTU 919)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 920)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 921)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 922)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Ruminococcaceae (OTU 925)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Staphylococcaceae (OTU 926)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Turicibacter (OTU 927)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lactobacillus (OTU 929)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 930)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 931)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 932)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteria (OTU 933)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 934)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Ruminococcaceae (OTU 935)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 936)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Parabacteroides (OTU 937)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Akkermansia (OTU 938)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 939)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 940)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 941)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridium_sensu (OTU 942)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Akkermansia (OTU 944)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteria (OTU 945)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteria (OTU 946)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteroides (OTU 948)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 950)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 951)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 952)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 953)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridium (OTU 954)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 955)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Brevibacterium (OTU 956)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 957)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteria (OTU 958)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Ruminococcaceae (OTU 959)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridium (OTU 960)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Alistipes (OTU 961)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 962)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 963)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteria (OTU 964)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Akkermansia (OTU 965)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Firmicutes (OTU 966)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Ruminococcaceae (OTU 967)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lactobacillales (OTU 968)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 969)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 970)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteria (OTU 971)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteria (OTU 972)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 973)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 975)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 976)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteria (OTU 977)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 978)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 979)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Ruminococcaceae (OTU 980)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 981)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteroidetes (OTU 982)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 983)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Butyricicoccus (OTU 984)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Burkholderia (OTU 985)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 986)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 988)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Firmicutes (OTU 989)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Roseburia (OTU 990)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 991)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 992)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteroides (OTU 993)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteroides (OTU 994)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Corynebacterium (OTU 995)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridia (OTU 998)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridia (OTU 999)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 1001)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Akkermansia (OTU 1002)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Oscillibacter (OTU 1003)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteria (OTU 1004)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteria (OTU 1005)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 1006)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 1007)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteroides (OTU 1008)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 1009)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 1010)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 1011)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Gordonibacter (OTU 1012)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Akkermansia (OTU 1013)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 1014)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Coriobacteriaceae (OTU 1015)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteroides (OTU 1016)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Ruminococcaceae (OTU 1017)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 1018)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridia (OTU 1020)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 1021)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 1022)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 1023)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 1024)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 1025)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 1026)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 1028)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 1030)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Ruminococcaceae (OTU 1031)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 1032)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 1035)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 1036)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Ruminococcaceae (OTU 1038)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 1041)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 1042)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Hungatella (OTU 1043)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 1044)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 1045)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 1047)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 1049)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Parabacteroides (OTU 1050)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 1052)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Firmicutes (OTU 1053)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Firmicutes (OTU 1054)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Firmicutes (OTU 1055)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 1056)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 1059)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 1060)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Akkermansia (OTU 1061)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Firmicutes (OTU 1064)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lactobacillus (OTU 1065)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lactobacillus (OTU 1066)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Firmicutes (OTU 1067)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Ruminococcaceae (OTU 1068)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Betaproteobacteria (OTU 1069)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 1070)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 1072)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Firmicutes (OTU 1073)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 1074)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 1076)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteroides (OTU 1077)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Butyricimonas (OTU 1078)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 1079)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Ruminococcaceae (OTU 1080)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteroides (OTU 1081)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 1082)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 1083)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Barnesiella (OTU 1085)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Firmicutes (OTU 1086)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lactobacillaceae (OTU 1087)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 1088)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lactobacillaceae (OTU 1089)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Firmicutes (OTU 1091)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteroides (OTU 1092)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 1093)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 1094)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 1095)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteroides (OTU 1096)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Akkermansia (OTU 1097)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Brevundimonas (OTU 1099)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 1100)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteria (OTU 1101)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteria (OTU 1103)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 1105)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteria (OTU 1106)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Firmicutes (OTU 1107)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteria (OTU 1108)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteria (OTU 1109)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteroidetes (OTU 1110)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteria (OTU 1111)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 1112)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 1113)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 1114)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 1115)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Ruminococcaceae (OTU 1117)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridia (OTU 1118)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 1120)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Kytococcus (OTU 1122)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Ruminococcaceae (OTU 1123)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacilli (OTU 1124)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 1125)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Firmicutes (OTU 1126)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Actinomycetales (OTU 1127)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteroides (OTU 1128)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 1130)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 1131)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 1132)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Catabacter (OTU 1134)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bilophila (OTU 1135)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 1136)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 1138)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 1139)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteroides (OTU 1140)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Porphyromonadaceae (OTU 1141)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Neorhizobium (OTU 1143)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 1144)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Bacteroides (OTU 1145)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Ruminococcaceae (OTU 1147)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridiales (OTU 1148)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Lachnospiraceae (OTU 1150)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Clostridia (OTU 1151)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Ruminococcaceae (OTU 1152)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
Firmicutes (OTU 1156)	127.5	NaN	Wilcoxon rank sum test with continuity correction	two.sided	0	0	NaN
