"x"
13.591
13.357
13.873
13.565
13.837
14.39
14.054
14.302
13.689
12.877
13.514
14.183
13.597
13.622
14.437
13.962
13.119
13.558
13.259
15.78
15.619
14.958
13.375
13.134
14.001
14.736
14.43
14.543
13.634
14.608
14.24
13.007
13.422
13.761
12.703
14.565
14.674
14.842
15.474
14.974
15.961
14.939
16.13
15.361
14.135
12.609
13.386
14.217
13.7
14.404
14.337
15.807
15.091
15.333
14.533
15.829
14.976
15.727
14.751
15.508
17.68
18.74
19.306
19.727
18.625
19.193
14.17
15.015
15.07
16.168
15.636
15.257
14.84
16.612
15.837
15.537
14.377
15.055
14.787
14.754
15.882
14.462
14.288
15.522
15.578
14.869
14.793
13.51
14.731
13.342
13.621
14.973
15.18
15.278
14.834
15.438
14.694
15.549
15.359
14.729
