cost,loss,epsilon,ROC,Sens,Spec,ROCSD,SensSD,SpecSD,model
1e-6,L2_primal,0.01,0.5873333333333334,0.523,0.6191666666666666,0.2464809978635788,0.3354540089454417,0.2732342452813663,L2_Logistic_Regression
1e-5,L2_primal,0.01,0.5873333333333334,0.523,0.6191666666666666,0.2464809978635788,0.3354540089454417,0.2732342452813663,L2_Logistic_Regression
1e-4,L2_primal,0.01,0.5873333333333334,0.523,0.6191666666666666,0.2464809978635788,0.3354540089454417,0.2732342452813663,L2_Logistic_Regression
0.001,L2_primal,0.01,0.5877777777777777,0.521,0.6218333333333333,0.24599767656269098,0.33408915645716164,0.27149001883553897,L2_Logistic_Regression
0.0025,L2_primal,0.01,0.5849722222222222,0.5136666666666666,0.6278333333333334,0.24572349091555848,0.3314608395147445,0.27118597616273354,L2_Logistic_Regression
0.005,L2_primal,0.01,0.5821388888888889,0.51,0.6321666666666667,0.24661958321784175,0.3308356658659269,0.2681639557204297,L2_Logistic_Regression
0.01,L2_primal,0.01,0.5823611111111111,0.498,0.6341666666666667,0.24723894517857353,0.3323237885302049,0.2651276459946693,L2_Logistic_Regression
0.05,L2_primal,0.01,0.5781111111111111,0.516,0.6048333333333333,0.2460860647628023,0.32924953295996207,0.2669263827951607,L2_Logistic_Regression
0.1,L2_primal,0.01,0.5908055555555556,0.567,0.5833333333333334,0.24337306932131492,0.328132269087448,0.26526015177266854,L2_Logistic_Regression
0.25,L2_primal,0.01,0.6048055555555556,0.6326666666666667,0.5453333333333333,0.24311693407022858,0.30899741625286503,0.258942490793202,L2_Logistic_Regression
0.5,L2_primal,0.01,0.6190555555555556,0.6783333333333333,0.5255,0.23901527754957527,0.30201486969782254,0.25602791846693884,L2_Logistic_Regression
1,L2_primal,0.01,0.6296944444444444,0.711,0.519,0.2393203367905119,0.2891204345871044,0.25080609299108303,L2_Logistic_Regression
10,L2_primal,0.01,0.6482222222222223,0.7426666666666667,0.5285,0.23819369829597634,0.2743417863183251,0.251761717441677,L2_Logistic_Regression
1e-6,L2_primal,0.01,0.7558333333333334,0.6326666666666667,0.7658333333333334,0.2219626977656075,0.3218800538923514,0.22336238208275266,L2_Logistic_Regression
1e-5,L2_primal,0.01,0.7558333333333334,0.6326666666666667,0.7658333333333334,0.2219626977656075,0.3218800538923514,0.22336238208275266,L2_Logistic_Regression
1e-4,L2_primal,0.01,0.7558333333333334,0.6326666666666667,0.7658333333333334,0.2219626977656075,0.3218800538923514,0.22336238208275266,L2_Logistic_Regression
0.001,L2_primal,0.01,0.7553055555555556,0.6286666666666667,0.769,0.22186012548716286,0.32195060688782645,0.2218324626947839,L2_Logistic_Regression
0.0025,L2_primal,0.01,0.7520555555555556,0.621,0.7735,0.22228227172408166,0.3187754556703374,0.22017097008391215,L2_Logistic_Regression
0.005,L2_primal,0.01,0.7495833333333334,0.6196666666666667,0.7748333333333334,0.22367226717508706,0.3199760275478454,0.21862833003384255,L2_Logistic_Regression
0.01,L2_primal,0.01,0.7463611111111111,0.6153333333333333,0.7801666666666667,0.22557579182437967,0.32234458936176336,0.21763560897602788,L2_Logistic_Regression
0.05,L2_primal,0.01,0.7490833333333333,0.6083333333333333,0.7776666666666666,0.22417487652025467,0.3172251868845591,0.21433044989027342,L2_Logistic_Regression
0.1,L2_primal,0.01,0.7578611111111111,0.6173333333333333,0.7676666666666666,0.2238038153073122,0.3167371506833763,0.21232901748884914,L2_Logistic_Regression
0.25,L2_primal,0.01,0.7715,0.653,0.7518333333333334,0.2135225907403615,0.3159845693252423,0.21445605485879354,L2_Logistic_Regression
0.5,L2_primal,0.01,0.7806944444444445,0.6756666666666666,0.7388333333333333,0.2085261762418212,0.31773297250516397,0.22057463010510325,L2_Logistic_Regression
