cost,loss,epsilon,ROC,Sens,Spec,ROCSD,SensSD,SpecSD,model
1e-6,L2_primal,0.01,0.7594166666666666,0.74,0.6715,0.14601134146689632,0.2225367678953899,0.19945199909794153,L2_Logistic_Regression
1e-5,L2_primal,0.01,0.7594166666666666,0.74,0.6715,0.14601134146689632,0.2225367678953899,0.19945199909794153,L2_Logistic_Regression
1e-4,L2_primal,0.01,0.7594166666666666,0.74,0.6715,0.14601134146689632,0.2225367678953899,0.19945199909794153,L2_Logistic_Regression
0.001,L2_primal,0.01,0.7592083333333334,0.74,0.6715,0.14587525719477426,0.2225367678953899,0.19945199909794153,L2_Logistic_Regression
0.0025,L2_primal,0.01,0.7616666666666667,0.7425,0.6705,0.14558695387646683,0.22404178989217716,0.19930581649033438,L2_Logistic_Regression
0.005,L2_primal,0.01,0.7618333333333334,0.745,0.673,0.14565012420969778,0.21699176743756524,0.1961491359368042,L2_Logistic_Regression
0.01,L2_primal,0.01,0.7627916666666666,0.745,0.6746666666666666,0.14422601314296027,0.21553952406034677,0.1943432296195037,L2_Logistic_Regression
0.05,L2_primal,0.01,0.7762083333333334,0.73875,0.6815,0.13641588887507486,0.2086350411652128,0.17599355033611508,L2_Logistic_Regression
0.1,L2_primal,0.01,0.785875,0.7475,0.6921666666666667,0.1340854975189007,0.20204668846978918,0.1665486181601495,L2_Logistic_Regression
0.25,L2_primal,0.01,0.8013333333333333,0.75125,0.6946666666666667,0.12948659519859604,0.19332046324054183,0.15922901906901116,L2_Logistic_Regression
0.5,L2_primal,0.01,0.807,0.77,0.6818333333333333,0.12822457267827397,0.18815421879471972,0.16414499385038164,L2_Logistic_Regression
1,L2_primal,0.01,0.8092083333333333,0.78,0.6828333333333333,0.12521449352455058,0.18512524620893714,0.16425312750116516,L2_Logistic_Regression
10,L2_primal,0.01,0.8130000000000001,0.80375,0.685,0.12036388620883862,0.18224848435652696,0.16070579949766325,L2_Logistic_Regression
1e-6,L2_primal,0.01,0.41391666666666665,0.27875,0.6893333333333334,0.15268879445088773,0.2258116293723576,0.21487820034310423,L2_Logistic_Regression
1e-5,L2_primal,0.01,0.41391666666666665,0.27875,0.6893333333333334,0.15268879445088773,0.2258116293723576,0.21487820034310423,L2_Logistic_Regression
1e-4,L2_primal,0.01,0.41391666666666665,0.27875,0.6893333333333334,0.15268879445088773,0.2258116293723576,0.21487820034310423,L2_Logistic_Regression
0.001,L2_primal,0.01,0.41391666666666665,0.27875,0.6893333333333334,0.15268879445088773,0.2258116293723576,0.21487820034310423,L2_Logistic_Regression
0.0025,L2_primal,0.01,0.415,0.285,0.6866666666666666,0.15293289420010292,0.22700806883585198,0.21756995062987314,L2_Logistic_Regression
0.005,L2_primal,0.01,0.4159583333333333,0.2875,0.6856666666666666,0.15230587936965512,0.22660649265315153,0.21657993367736494,L2_Logistic_Regression
0.01,L2_primal,0.01,0.4182916666666667,0.29375,0.6783333333333333,0.15126651591097712,0.2275573537511613,0.2154747527381341,L2_Logistic_Regression
0.05,L2_primal,0.01,0.42025,0.32375,0.652,0.15139060874245266,0.22942672164117037,0.2124710378660622,L2_Logistic_Regression
0.1,L2_primal,0.01,0.4287916666666667,0.3575,0.6253333333333333,0.14980397926183425,0.2331103864294908,0.20791807861475645,L2_Logistic_Regression
0.25,L2_primal,0.01,0.4379166666666667,0.39375,0.5723333333333334,0.1484278066643111,0.23301268647930204,0.20756518353512166,L2_Logistic_Regression
0.5,L2_primal,0.01,0.4487916666666667,0.41,0.537,0.14427565447834068,0.2364944993888992,0.20146836742007443,L2_Logistic_Regression
1,L2_primal,0.01,0.46075,0.42625,0.5225,0.13956738514856637,0.2348386327184806,0.1979497790338301,L2_Logistic_Regression
10,L2_primal,0.01,0.4775416666666667,0.45375,0.497,0.13724679111822666,0.21716176843160426,0.19261026919982321,L2_Logistic_Regression
1e-6,L2_primal,0.01,0.5932916666666667,0.44125,0.7528333333333334,0.16403852803383923,0.24553487404411475,0.18221533637627835,L2_Logistic_Regression
1e-5,L2_primal,0.01,0.5932916666666667,0.44125,0.7528333333333334,0.16403852803383923,0.24553487404411475,0.18221533637627835,L2_Logistic_Regression
1e-4,L2_primal,0.01,0.5932916666666667,0.44125,0.7528333333333334,0.16403852803383923,0.24553487404411475,0.18221533637627835,L2_Logistic_Regression
0.001,L2_primal,0.01,0.59325,0.43875,0.7576666666666667,0.16434605109781653,0.24104241270701324,0.17985383978412062,L2_Logistic_Regression
0.0025,L2_primal,0.01,0.5942916666666667,0.43125,0.7593333333333333,0.16493568764239025,0.23368564870796046,0.17708351315391402,L2_Logistic_Regression
0.005,L2_primal,0.01,0.5957083333333334,0.42375,0.7675,0.16458918262404404,0.22997364389082092,0.1721035325242174,L2_Logistic_Regression
0.01,L2_primal,0.01,0.5949583333333334,0.415,0.774,0.1614292180751455,0.2247835362987129,0.16977536312781508,L2_Logistic_Regression
0.05,L2_primal,0.01,0.6037083333333333,0.41,0.7921666666666667,0.1576246980504987,0.198992436915951,0.17117772819119623,L2_Logistic_Regression
0.1,L2_primal,0.01,0.611375,0.43125,0.784,0.1592797192497079,0.1924085307712936,0.17504757269949323,L2_Logistic_Regression
0.25,L2_primal,0.01,0.6373333333333333,0.48125,0.766,0.15653893720404366,0.1924085307712936,0.17764386357791817,L2_Logistic_Regression
0.5,L2_primal,0.01,0.6539583333333333,0.52125,0.7586666666666667,0.15669931210358054,0.19857770019585627,0.18531335226033538,L2_Logistic_Regression
1,L2_primal,0.01,0.6769166666666667,0.55375,0.7555000000000001,0.1592765040611828,0.19067043181321847,0.18230723970331295,L2_Logistic_Regression
10,L2_primal,0.01,0.7117916666666667,0.59875,0.758,0.16128081165898264,0.19396921866354136,0.18340534599085015,L2_Logistic_Regression
1e-6,L2_primal,0.01,0.462375,0.40125,0.6035,0.15507193243614634,0.24156303733192527,0.21377460382265007,L2_Logistic_Regression
1e-5,L2_primal,0.01,0.462375,0.40125,0.6035,0.15507193243614634,0.24156303733192527,0.21377460382265007,L2_Logistic_Regression
1e-4,L2_primal,0.01,0.462375,0.40125,0.6035,0.15507193243614634,0.24156303733192527,0.21377460382265007,L2_Logistic_Regression
0.001,L2_primal,0.01,0.461875,0.39625,0.6053333333333334,0.15618291412990193,0.24463784637581526,0.21283337563567878,L2_Logistic_Regression
0.0025,L2_primal,0.01,0.4625416666666667,0.395,0.6063333333333333,0.15715087309694215,0.2447437384029205,0.21291075190019612,L2_Logistic_Regression
0.005,L2_primal,0.01,0.463625,0.39,0.6106666666666667,0.15744854942070613,0.24638083851618756,0.21001608510357817,L2_Logistic_Regression
