key	value	rank	sign
Otu076	0	71	zero
Otu079	0	72	zero
Otu080	0	73	zero
Otu082	0	74	zero
Otu083	0	75	zero
Otu084	0	76	zero
Otu085	0	77	zero
Otu087	0	78	zero
Otu088	0	79	zero
Otu091	0	80	zero
Otu095	0	81	zero
Otu097	0	82	zero
Otu102	0	83	zero
Otu105	0	84	zero
Otu106	0	85	zero
Otu112	0	86	zero
Otu113	0	87	zero
Otu002	-0.13161368869375303	1	negative
Otu001	0.09086302089270663	2	positive
Otu046	-0.0865258136983878	3	negative
Otu014	0.08229975300787835	4	positive
Otu011	-0.07913631198217806	5	negative
Otu012	0.0733018927918613	6	positive
Otu073	-0.06874367458110758	7	negative
Otu039	-0.06323280860812758	8	negative
Otu009	0.05920088878181772	9	positive
Otu030	0.058456311661644764	10	positive
Otu006	0.05686277260906779	11	positive
Otu018	0.05547800318095296	12	positive
Otu007	0.055334231967438696	13	positive
Otu022	-0.05501947921748877	14	negative
Otu021	-0.04821663095788063	15	negative
Otu019	-0.048114676837761564	16	negative
Otu055	-0.047042086927702065	17	negative
Otu047	0.04642206486223639	18	positive
Otu050	0.04642206486223639	19	positive
Otu048	0.044674627210376995	20	positive
Otu052	0.044674627210376995	21	positive
Otu040	-0.04429351935780496	22	negative
Otu029	-0.042464053526373106	23	negative
Otu034	-0.04228909495511681	24	negative
Otu037	-0.04228909495511681	25	negative
Otu008	-0.04119231573484798	26	negative
Otu025	0.04058646077749396	27	positive
Otu071	0.04058646077749396	28	positive
Otu004	0.04050818243724171	29	positive
Otu010	-0.03938510120975065	30	negative
Otu013	-0.03922358966619001	31	negative
Otu005	-0.03365557412266563	32	negative
Otu015	-0.016072210319293543	33	negative
Otu003	0.011462628797680058	34	positive
Otu024	-0.010934518110396635	35	negative
Otu026	0.010214513255758019	36	positive
Otu028	0.008356543695230763	37	positive
Otu017	0.004639231493895804	38	positive
Otu016	0.0022020009200895835	39	positive
Otu041	-0.001224405072700591	40	negative
Otu020	0	41	zero
Otu023	0	42	zero
Otu027	0	43	zero
Otu031	0	44	zero
Otu032	0	45	zero
Otu033	0	46	zero
Otu035	0	47	zero
Otu036	0	48	zero
Otu038	0	49	zero
Otu042	0	50	zero
Otu043	0	51	zero
Otu044	0	52	zero
Otu045	0	53	zero
Otu049	0	54	zero
Otu051	0	55	zero
Otu053	0	56	zero
Otu054	0	57	zero
Otu056	0	58	zero
Otu058	0	59	zero
Otu060	0	60	zero
Otu061	0	61	zero
Otu062	0	62	zero
Otu063	0	63	zero
Otu065	0	64	zero
Otu066	0	65	zero
Otu068	0	66	zero
Otu069	0	67	zero
Otu070	0	68	zero
Otu074	0	69	zero
Otu075	0	70	zero
Otu076	0	71	zero
Otu079	0	72	zero
Otu080	0	73	zero
Otu082	0	74	zero
Otu083	0	75	zero
Otu084	0	76	zero
Otu085	0	77	zero
Otu087	0	78	zero
Otu088	0	79	zero
Otu091	0	80	zero
Otu095	0	81	zero
Otu097	0	82	zero
Otu102	0	83	zero
Otu105	0	84	zero
Otu106	0	85	zero
Otu112	0	86	zero
Otu113	0	87	zero
Otu002	-0.25440611925144424	1	negative
Otu001	0.20916002385694854	2	positive
Otu011	-0.17532094400282378	3	negative
Otu046	-0.14286054700274295	4	negative
Otu015	0.14248025655274585	5	positive
Otu053	-0.14109887210790117	6	negative
Otu014	0.14010670118518426	7	positive
Otu026	0.13067222939925394	8	positive
Otu019	-0.1239091836535387	9	negative
Otu038	0.1116140148202726	10	positive
Otu003	0.10802935142917086	11	positive
Otu048	0.10780108869095135	12	positive
Otu052	0.10780108869095135	13	positive
Otu008	-0.10268347331591418	14	negative
Otu040	-0.09745529788261123	15	negative
Otu017	-0.09372907645582708	16	negative
Otu024	-0.09368271371526002	17	negative
Otu034	-0.09157667084829617	18	negative
Otu013	-0.08816947781004271	19	negative
Otu022	-0.07943307425718979	20	negative
Otu039	-0.04540524912013174	21	negative
Otu009	0.04491712028789639	22	positive
Otu030	0.04312043547638054	23	positive
Otu018	0.035933696230317114	24	positive
Otu010	-0.028201500564515695	25	negative
Otu005	-0.026995904558930042	26	negative
Otu007	0.01857621007586034	27	positive
Otu037	0.017789422586311963	28	positive
Otu012	0.017789105874028672	29	positive
Otu029	0.017304341265702697	30	positive
Otu021	-0.017100575451513896	31	negative
Otu016	0.010949550157277462	32	positive
Otu004	-0.006373007780821203	33	negative
Otu006	0.0016060234258722086	34	positive
Otu041	-6.37889604168003e-5	35	negative
Otu020	0	36	zero
Otu023	0	37	zero
Otu025	0	38	zero
Otu027	0	39	zero
Otu028	0	40	zero
Otu031	0	41	zero
Otu032	0	42	zero
Otu033	0	43	zero
Otu035	0	44	zero
Otu036	0	45	zero
Otu042	0	46	zero
Otu043	0	47	zero
Otu044	0	48	zero
Otu045	0	49	zero
Otu047	0	50	zero
Otu049	0	51	zero
Otu050	0	52	zero
Otu051	0	53	zero
Otu054	0	54	zero
Otu055	0	55	zero
Otu056	0	56	zero
Otu058	0	57	zero
Otu060	0	58	zero
Otu061	0	59	zero
Otu062	0	60	zero
Otu063	0	61	zero
Otu065	0	62	zero
Otu066	0	63	zero
Otu068	0	64	zero
Otu069	0	65	zero
Otu070	0	66	zero
Otu071	0	67	zero
Otu073	0	68	zero
Otu074	0	69	zero
Otu075	0	70	zero
Otu076	0	71	zero
Otu079	0	72	zero
Otu080	0	73	zero
Otu082	0	74	zero
Otu083	0	75	zero
Otu084	0	76	zero
Otu085	0	77	zero
Otu087	0	78	zero
Otu088	0	79	zero
Otu091	0	80	zero
Otu095	0	81	zero
Otu097	0	82	zero
Otu102	0	83	zero
Otu105	0	84	zero
Otu106	0	85	zero
Otu112	0	86	zero
Otu113	0	87	zero
Otu002	-0.3459904445394919	1	negative
Otu001	0.23780497927434496	2	positive
Otu034	-0.18963428220300668	3	negative
Otu008	-0.1749548818043163	4	negative
Otu038	0.17424447682780897	5	positive
Otu014	0.17075481965801556	6	positive
Otu011	-0.16510757116691863	7	negative
Otu055	-0.16031857726995333	8	negative
Otu046	-0.14538001012373009	9	negative
Otu019	-0.12712106848586413	10	negative
Otu026	0.11808744504419012	11	positive
Otu010	-0.11215425653180075	12	negative
Otu054	0.10776304298586387	13	positive
Otu040	-0.10348234229601222	14	negative
Otu029	-0.1000914349233107	15	negative
Otu041	0.09853490071804136	16	positive
Otu048	0.09853490071804136	17	positive
Otu052	0.09853490071804136	18	positive
Otu003	0.0970815129049384	19	positive
Otu024	-0.09515091581060095	20	negative
Otu021	0.09059333754233632	21	positive
Otu039	-0.08379533565543573	22	negative
Otu022	0.07862093944554421	23	positive
Otu037	-0.07667877463599586	24	negative
Otu017	-0.05088338752559102	25	negative
Otu009	0.04105620863251724	26	positive
Otu030	0.03941396028721655	27	positive
Otu012	0.03375238827834813	28	positive
Otu018	0.03284496690601378	29	positive
Otu015	0.031928600707827756	30	positive
Otu028	0.019706561081002185	31	positive
Otu005	0.01687589082649985	32	positive
Otu006	-0.013700352249898283	33	negative
Otu013	-0.01219485484275939	34	negative
Otu016	0.009568741012469961	35	positive
Otu007	0.006963309653700237	36	positive
Otu004	-0.006538916430506037	37	negative
Otu020	0	38	zero
Otu023	0	39	zero
Otu025	0	40	zero
Otu027	0	41	zero
Otu031	0	42	zero
Otu032	0	43	zero
Otu033	0	44	zero
Otu035	0	45	zero
Otu036	0	46	zero
Otu042	0	47	zero
Otu043	0	48	zero
Otu044	0	49	zero
Otu045	0	50	zero
Otu047	0	51	zero
Otu049	0	52	zero
Otu050	0	53	zero
Otu051	0	54	zero
Otu053	0	55	zero
Otu056	0	56	zero
Otu058	0	57	zero
Otu060	0	58	zero
Otu061	0	59	zero
Otu062	0	60	zero
Otu063	0	61	zero
Otu065	0	62	zero
Otu066	0	63	zero
Otu068	0	64	zero
Otu069	0	65	zero
Otu070	0	66	zero
Otu071	0	67	zero
Otu073	0	68	zero
Otu074	0	69	zero
Otu075	0	70	zero
Otu076	0	71	zero
Otu079	0	72	zero
Otu080	0	73	zero
Otu082	0	74	zero
Otu083	0	75	zero
Otu084	0	76	zero
Otu085	0	77	zero
Otu087	0	78	zero
Otu088	0	79	zero
Otu091	0	80	zero
Otu095	0	81	zero
Otu097	0	82	zero
Otu102	0	83	zero
Otu105	0	84	zero
Otu106	0	85	zero
Otu112	0	86	zero
Otu113	0	87	zero
Otu014	0.36721829695939107	1	positive
Otu002	-0.34926172459573535	2	negative
Otu008	-0.3450623516803701	3	negative
Otu026	0.3147504633448436	4	positive
Otu046	-0.3105008775446247	5	negative
Otu001	0.30215270887344003	6	positive
Otu011	-0.2750031881564579	7	negative
Otu024	-0.2469752671554184	8	negative
Otu039	-0.21420797686265458	9	negative
Otu015	0.20661586942123006	10	positive
Otu055	-0.19951223721402897	11	negative
Otu006	0.1950929439630866	12	positive
Otu038	0.18735553292645737	13	positive
Otu007	0.17849260039795947	14	positive
Otu047	0.17625577800107098	15	positive
Otu050	0.17625577800107098	16	positive
Otu073	-0.17198587024919795	17	negative
Otu040	-0.16572985264075477	18	negative
Otu034	-0.1439474037010599	19	negative
Otu037	-0.1439474037010599	20	negative
Otu013	-0.13973687616118735	21	negative
Otu009	0.1390793464145083	22	positive
Otu018	0.1390793464145083	23	positive
Otu025	0.1390793464145083	24	positive
Otu030	0.1390793464145083	25	positive
Otu071	0.1390793464145083	26	positive
Otu004	0.1331688582696974	27	positive
Otu005	-0.11117168357924496	28	negative
Otu010	-0.08899541934389499	29	negative
Otu029	-0.05567941267118161	30	negative
Otu022	-0.049134140830391186	31	negative
Otu028	0.0399280342780396	32	positive
Otu017	0.024050010202681302	33	positive
Otu012	-0.01318321891953167	34	negative
Otu016	0.010617582710690056	35	positive
Otu003	0.010307188716231394	36	positive
Otu019	0.0016030288991462699	37	positive
Otu020	0	38	zero
Otu021	0	39	zero
Otu023	0	40	zero
Otu027	0	41	zero
Otu031	0	42	zero
Otu032	0	43	zero
Otu033	0	44	zero
Otu035	0	45	zero
Otu036	0	46	zero
Otu041	0	47	zero
Otu042	0	48	zero
Otu043	0	49	zero
Otu044	0	50	zero
Otu045	0	51	zero
Otu048	0	52	zero
Otu049	0	53	zero
Otu051	0	54	zero
Otu052	0	55	zero
Otu053	0	56	zero
Otu054	0	57	zero
Otu056	0	58	zero
Otu058	0	59	zero
Otu060	0	60	zero
Otu061	0	61	zero
Otu062	0	62	zero
Otu063	0	63	zero
Otu065	0	64	zero
Otu066	0	65	zero
Otu068	0	66	zero
Otu069	0	67	zero
Otu070	0	68	zero
Otu074	0	69	zero
Otu075	0	70	zero
Otu076	0	71	zero
Otu079	0	72	zero
Otu080	0	73	zero
Otu082	0	74	zero
Otu083	0	75	zero
Otu084	0	76	zero
Otu085	0	77	zero
Otu087	0	78	zero
Otu088	0	79	zero
Otu091	0	80	zero
Otu095	0	81	zero
Otu097	0	82	zero
Otu102	0	83	zero
Otu105	0	84	zero
Otu106	0	85	zero
Otu112	0	86	zero
Otu113	0	87	zero
Otu002	-0.6917361036091098	1	negative
Otu008	-0.5687787768300957	2	negative
Otu024	-0.5221488487235578	3	negative
Otu003	0.47661774509415256	4	positive
Otu015	0.42937494680871646	5	positive
Otu019	-0.42221552975854454	6	negative
Otu014	0.38439300645339536	7	positive
Otu055	-0.37910044084893485	8	negative
Otu001	0.34976346418981724	9	positive
Otu047	-0.33637194753002847	10	negative
Otu058	0.31248025974066945	11	positive
Otu037	0.29413414828082746	12	positive
Otu073	-0.29222774873964463	13	negative
Otu016	0.2801477795316705	14	positive
Otu029	-0.2594164488108597	15	negative
Otu022	-0.2554404178794469	16	negative
Otu041	-0.2498640405830678	17	negative
Otu009	0.22788553219603386	18	positive
Otu018	0.22788553219603386	19	positive
Otu025	0.22788553219603386	20	positive
Otu030	0.22788553219603386	21	positive
Otu071	0.22788553219603386	22	positive
Otu010	-0.22362040141264317	23	negative
Otu038	0.20832017316044626	24	positive
Otu028	-0.19968791621112492	25	negative
Otu007	0.19721240662449682	26	positive
Otu039	-0.1706801902046708	27	negative
Otu046	-0.1706801902046708	28	negative
Otu004	0.1537030825112019	29	positive
Otu021	-0.13319795043441277	30	negative
Otu012	-0.12691318296929555	31	negative
Otu005	0.08716420067435504	32	positive
Otu026	0.08537351068784807	33	positive
Otu006	-0.05260712155985497	34	negative
Otu017	-0.038689583520544434	35	negative
Otu011	-0.03775803352291555	36	negative
Otu013	0.02431889965486162	37	positive
Otu020	0	38	zero
Otu023	0	39	zero
Otu027	0	40	zero
Otu031	0	41	zero
Otu032	0	42	zero
Otu033	0	43	zero
Otu034	0	44	zero
Otu035	0	45	zero
Otu036	0	46	zero
Otu040	0	47	zero
Otu042	0	48	zero
Otu043	0	49	zero
Otu044	0	50	zero
Otu045	0	51	zero
Otu048	0	52	zero
Otu049	0	53	zero
Otu050	0	54	zero
Otu051	0	55	zero
Otu052	0	56	zero
Otu053	0	57	zero
Otu054	0	58	zero
Otu056	0	59	zero
Otu060	0	60	zero
Otu061	0	61	zero
Otu062	0	62	zero
Otu063	0	63	zero
Otu065	0	64	zero
Otu066	0	65	zero
Otu068	0	66	zero
Otu069	0	67	zero
Otu070	0	68	zero
Otu074	0	69	zero
Otu075	0	70	zero
Otu076	0	71	zero
Otu079	0	72	zero
Otu080	0	73	zero
Otu082	0	74	zero
Otu083	0	75	zero
Otu084	0	76	zero
Otu085	0	77	zero
Otu087	0	78	zero
Otu088	0	79	zero
Otu091	0	80	zero
Otu095	0	81	zero
Otu097	0	82	zero
Otu102	0	83	zero
Otu105	0	84	zero
Otu106	0	85	zero
Otu112	0	86	zero
Otu113	0	87	zero
Otu034	-0.5197345949057344	1	negative
Otu022	-0.47742867318383564	2	negative
Otu014	0.4650775031693423	3	positive
Otu019	-0.46331966280668563	4	negative
Otu046	-0.371191625362136	5	negative
Otu011	-0.3659878718160126	6	negative
Otu054	0.3625730853498669	7	positive
Otu041	-0.3167258536290505	8	negative
Otu006	0.3162873064616135	9	positive
Otu003	0.3127438085588486	10	positive
Otu047	0.3002174094605572	11	positive
Otu050	0.3002174094605572	12	positive
Otu021	0.2949907835006945	13	positive
Otu008	-0.278069115623894	14	negative
Otu007	0.26721895308211713	15	positive
Otu024	-0.2626021199720303	16	negative
Otu040	-0.2621015714303976	17	negative
Otu010	-0.2575912905392581	18	negative
Otu002	-0.2509368991092995	19	negative
Otu073	-0.2176281259922731	20	negative
Otu009	0.2117754615631069	21	positive
Otu018	0.2117754615631069	22	positive
Otu025	0.2117754615631069	23	positive
Otu030	0.2117754615631069	24	positive
Otu071	0.2117754615631069	25	positive
Otu013	-0.20527230854438153	26	negative
Otu004	0.1489820577613306	27	positive
Otu001	0.11971370149223506	28	positive
Otu037	-0.11721478975979474	29	negative
Otu015	0.1116458344322558	30	positive
Otu029	0.1102914015716035	31	positive
Otu039	-0.10909005393173846	32	negative
Otu026	0.08595096387142824	33	positive
Otu017	0.05817689015159729	34	positive
Otu016	0.05195651343235425	35	positive
Otu005	-0.017993988334412334	36	negative
Otu012	0.006793126056595413	37	positive
Otu020	0	38	zero
Otu023	0	39	zero
Otu027	0	40	zero
Otu028	0	41	zero
Otu031	0	42	zero
Otu032	0	43	zero
Otu033	0	44	zero
Otu035	0	45	zero
Otu036	0	46	zero
Otu038	0	47	zero
Otu042	0	48	zero
Otu043	0	49	zero
Otu044	0	50	zero
Otu045	0	51	zero
Otu048	0	52	zero
Otu049	0	53	zero
Otu051	0	54	zero
Otu052	0	55	zero
Otu053	0	56	zero
Otu055	0	57	zero
Otu056	0	58	zero
Otu058	0	59	zero
Otu060	0	60	zero
Otu061	0	61	zero
Otu062	0	62	zero
Otu063	0	63	zero
Otu065	0	64	zero
Otu066	0	65	zero
Otu068	0	66	zero
Otu069	0	67	zero
Otu070	0	68	zero
Otu074	0	69	zero
Otu075	0	70	zero
Otu076	0	71	zero
Otu079	0	72	zero
Otu080	0	73	zero
Otu082	0	74	zero
Otu083	0	75	zero
Otu084	0	76	zero
Otu085	0	77	zero
Otu087	0	78	zero
Otu088	0	79	zero
Otu091	0	80	zero
Otu095	0	81	zero
Otu097	0	82	zero
Otu102	0	83	zero
Otu105	0	84	zero
Otu106	0	85	zero
Otu112	0	86	zero
Otu113	0	87	zero
Otu038	2.211565122813303	1	positive
Otu015	2.075857116044369	2	positive
Otu003	2.0045218771532247	3	positive
Otu014	1.955470869924205	4	positive
Otu019	-1.6998293565843616	5	negative
Otu034	-1.3661543006247356	6	negative
Otu002	-1.189670873505093	7	negative
Otu011	-1.1436034776050064	8	negative
Otu073	-1.123863608079122	9	negative
Otu028	1.0580079071159878	10	positive
Otu008	-1.0499957083709088	11	negative
Otu022	0.9994972044200484	12	positive
Otu024	-0.9361616304671759	13	negative
Otu047	0.9048986087469041	14	positive
Otu050	0.9048986087469041	15	positive
Otu039	-0.8814595765986794	16	negative
Otu016	0.8731871632665823	17	positive
Otu006	0.8085469122276522	18	positive
Otu046	-0.7778315003922295	19	negative
Otu058	0.6464497626255411	20	positive
Otu010	-0.6053002085945093	21	negative
Otu007	0.5857672186092917	22	positive
Otu009	0.501077596431382	23	positive
Otu018	0.501077596431382	24	positive
Otu025	0.501077596431382	25	positive
Otu030	0.501077596431382	26	positive
Otu071	0.501077596431382	27	positive
Otu013	-0.47422676177191364	28	negative
Otu017	0.42301474653892157	29	positive
Otu012	0.37950366996370893	30	positive
Otu001	0.37138820736649764	31	positive
Otu026	0.3676174434216883	32	positive
Otu021	-0.34111150516953526	33	negative
Otu029	0.32322488131277055	34	positive
Otu004	0.28533965037432435	35	positive
Otu005	-0.13126965408131355	36	negative
Otu037	0.02726675471460159	37	positive
Otu020	0	38	zero
Otu023	0	39	zero
