cost,loss,epsilon,ROC,Sens,Spec,ROCSD,SensSD,SpecSD,model
1e-6,L2_primal,0.01,0.6705625000000001,0.6675,0.6285000000000001,0.1466485812261003,0.3039831885063257,0.2214904968638723,L2_Logistic_Regression
1e-5,L2_primal,0.01,0.6705625000000001,0.6675,0.6285000000000001,0.1466485812261003,0.3039831885063257,0.2214904968638723,L2_Logistic_Regression
1e-4,L2_primal,0.01,0.6705625000000001,0.6675,0.6285000000000001,0.1466485812261003,0.3039831885063257,0.2214904968638723,L2_Logistic_Regression
0.001,L2_primal,0.01,0.6705625000000001,0.6675,0.6285000000000001,0.1466485812261003,0.3039831885063257,0.2214904968638723,L2_Logistic_Regression
0.0025,L2_primal,0.01,0.671625,0.67125,0.62725,0.14745384040523074,0.30549562251673007,0.22008435454520134,L2_Logistic_Regression
0.005,L2_primal,0.01,0.6721875,0.6775,0.62725,0.14786184164558522,0.30136832003647634,0.22008435454520134,L2_Logistic_Regression
0.01,L2_primal,0.01,0.6715,0.68125,0.62325,0.1463766738700751,0.3006875496467435,0.2223604242923126,L2_Logistic_Regression
0.05,L2_primal,0.01,0.6759375,0.73125,0.5995,0.14488199961628798,0.2710225147798388,0.21826117313551777,L2_Logistic_Regression
0.1,L2_primal,0.01,0.6794375,0.76625,0.5875,0.14252687252130217,0.24693790544533384,0.20853340476893054,L2_Logistic_Regression
0.25,L2_primal,0.01,0.6819375,0.80375,0.5485,0.14418533872508096,0.2267831352906589,0.1998686754776394,L2_Logistic_Regression
0.5,L2_primal,0.01,0.6861875,0.8225,0.53075,0.14472724682525434,0.21205799434311387,0.20216650061236469,L2_Logistic_Regression
1,L2_primal,0.01,0.6864375,0.82875,0.51975,0.14087496627993157,0.20602955708334617,0.2029863413480556,L2_Logistic_Regression
10,L2_primal,0.01,0.690125,0.8375,0.4955,0.1334551827544367,0.2001098944311506,0.19843546347825317,L2_Logistic_Regression
1e-6,L2_primal,0.01,0.618,0.62875,0.57925,0.18153467074753815,0.2592236912601793,0.23998939989154,L2_Logistic_Regression
1e-5,L2_primal,0.01,0.618,0.62875,0.57925,0.18153467074753815,0.2592236912601793,0.23998939989154,L2_Logistic_Regression
1e-4,L2_primal,0.01,0.618,0.62875,0.57925,0.18153467074753815,0.2592236912601793,0.23998939989154,L2_Logistic_Regression
0.001,L2_primal,0.01,0.618,0.62875,0.57925,0.18153467074753815,0.2592236912601793,0.23998939989154,L2_Logistic_Regression
0.0025,L2_primal,0.01,0.6199375,0.6275,0.579,0.18221874408862604,0.2568043855978935,0.240255308089804,L2_Logistic_Regression
0.005,L2_primal,0.01,0.619375,0.6275,0.5775,0.18254873893135262,0.2531088112882655,0.23812236624587088,L2_Logistic_Regression
0.01,L2_primal,0.01,0.6206875000000001,0.625,0.5795,0.18213038869497014,0.25062735355854276,0.23490562629773612,L2_Logistic_Regression
0.05,L2_primal,0.01,0.623,0.63,0.582,0.18164190432561308,0.24678841669143495,0.22634522483149516,L2_Logistic_Regression
0.1,L2_primal,0.01,0.626625,0.6375,0.58075,0.178928052902774,0.24137118769906296,0.22560234838757762,L2_Logistic_Regression
0.25,L2_primal,0.01,0.62075,0.63875,0.57825,0.1748044492494025,0.24517645681197525,0.23245345889610639,L2_Logistic_Regression
0.5,L2_primal,0.01,0.6161875,0.63125,0.5785,0.16957583380542177,0.24802929292878648,0.23033240127124296,L2_Logistic_Regression
1,L2_primal,0.01,0.612125,0.6375,0.57125,0.1683542026883026,0.24779175484435356,0.22374370095846938,L2_Logistic_Regression
10,L2_primal,0.01,0.599375,0.63875,0.54375,0.16500889842002142,0.2539851962211528,0.21837323979667583,L2_Logistic_Regression
1e-6,L2_primal,0.01,0.5570625,0.80875,0.3705,0.12895488223409787,0.2283014350067267,0.19101619284670146,L2_Logistic_Regression
1e-5,L2_primal,0.01,0.5570625,0.80875,0.3705,0.12895488223409787,0.2283014350067267,0.19101619284670146,L2_Logistic_Regression
1e-4,L2_primal,0.01,0.5570625,0.80875,0.3705,0.12895488223409787,0.2283014350067267,0.19101619284670146,L2_Logistic_Regression
0.001,L2_primal,0.01,0.5570625,0.80875,0.3705,0.12895488223409787,0.2283014350067267,0.19101619284670146,L2_Logistic_Regression
0.0025,L2_primal,0.01,0.5570625,0.8075,0.3705,0.12885742517941814,0.23203004050875065,0.19101619284670146,L2_Logistic_Regression
0.005,L2_primal,0.01,0.557625,0.80875,0.3705,0.12926025274498923,0.23103641841312775,0.19101619284670146,L2_Logistic_Regression
0.01,L2_primal,0.01,0.5571875000000001,0.8075,0.36925,0.12856375574088136,0.23067249293094066,0.18933084360903413,L2_Logistic_Regression
0.05,L2_primal,0.01,0.5583125,0.80375,0.37425,0.13046036997656457,0.23225665386880018,0.18954968455413707,L2_Logistic_Regression
0.1,L2_primal,0.01,0.5640000000000001,0.7925,0.38025,0.13079266457079172,0.23121646843679175,0.18307105877995591,L2_Logistic_Regression
0.25,L2_primal,0.01,0.57675,0.7825,0.38325,0.13487990191165802,0.2314879768305158,0.18943697988178987,L2_Logistic_Regression
0.5,L2_primal,0.01,0.5888125,0.7925,0.38525,0.13855747712079777,0.2325708407773844,0.19019941267762783,L2_Logistic_Regression
1,L2_primal,0.01,0.596625,0.8025,0.38825,0.1366477126109656,0.23050904995369,0.18988078116354057,L2_Logistic_Regression
10,L2_primal,0.01,0.6221875,0.80875,0.3905,0.14353442706372768,0.2255332876076068,0.20090186108880306,L2_Logistic_Regression
1e-6,L2_primal,0.01,0.7638125,0.77625,0.591,0.14202743592888192,0.18987813468156559,0.24359947355769868,L2_Logistic_Regression
1e-5,L2_primal,0.01,0.7638125,0.77625,0.591,0.14202743592888192,0.18987813468156559,0.24359947355769868,L2_Logistic_Regression
1e-4,L2_primal,0.01,0.7638125,0.77625,0.591,0.14202743592888192,0.18987813468156559,0.24359947355769868,L2_Logistic_Regression
0.001,L2_primal,0.01,0.7638125,0.77625,0.591,0.14202743592888192,0.18987813468156559,0.24359947355769868,L2_Logistic_Regression
0.0025,L2_primal,0.01,0.7655,0.77625,0.592,0.14106691451881725,0.18987813468156559,0.24322167650026177,L2_Logistic_Regression
0.005,L2_primal,0.01,0.7658125,0.77875,0.58975,0.14110162805919277,0.1895138915102977,0.24552771082694433,L2_Logistic_Regression
0.01,L2_primal,0.01,0.767625,0.78,0.588,0.13998266897393163,0.18848776668780065,0.24212418425885315,L2_Logistic_Regression
0.05,L2_primal,0.01,0.774875,0.79375,0.57975,0.13602734677391806,0.16894124190404308,0.23036444252946145,L2_Logistic_Regression
0.1,L2_primal,0.01,0.7771875,0.805,0.57275,0.13212981318160952,0.16465282494940406,0.23343607154312598,L2_Logistic_Regression
0.25,L2_primal,0.01,0.7813125,0.8125,0.5675,0.12843886211054367,0.15998979238795738,0.22815350117958416,L2_Logistic_Regression
0.5,L2_primal,0.01,0.7885625,0.82,0.554,0.12529348398618734,0.15683746347652,0.22074337632408084,L2_Logistic_Regression
1,L2_primal,0.01,0.7919375,0.8225,0.54775,0.12171498482687755,0.15160365543649842,0.22005581178761796,L2_Logistic_Regression
10,L2_primal,0.01,0.7959375,0.82375,0.54575,0.1252380741621702,0.15203291596785362,0.21259213196368373,L2_Logistic_Regression
1e-6,L2_primal,0.01,0.707125,0.83625,0.43775000000000003,0.12948311185742103,0.16737235442308154,0.2540870691189682,L2_Logistic_Regression
1e-5,L2_primal,0.01,0.707125,0.83625,0.43775000000000003,0.12948311185742103,0.16737235442308154,0.2540870691189682,L2_Logistic_Regression
1e-4,L2_primal,0.01,0.707125,0.83625,0.43775000000000003,0.12948311185742103,0.16737235442308154,0.2540870691189682,L2_Logistic_Regression
0.001,L2_primal,0.01,0.707125,0.83625,0.43775000000000003,0.12948311185742103,0.16737235442308154,0.2540870691189682,L2_Logistic_Regression
0.0025,L2_primal,0.01,0.7083125,0.8375,0.43975000000000003,0.1298873539546352,0.16765827293161545,0.25219127601582986,L2_Logistic_Regression
0.005,L2_primal,0.01,0.711375,0.83875,0.44175000000000003,0.1291107365265653,0.16415135037259282,0.25345737452975714,L2_Logistic_Regression
0.01,L2_primal,0.01,0.7125625,0.84,0.4395,0.12916124799516432,0.16442376920444618,0.24945115633523313,L2_Logistic_Regression
0.05,L2_primal,0.01,0.7296875,0.8525,0.44675,0.1275274474102137,0.15888667305463935,0.2422195057065463,L2_Logistic_Regression
0.1,L2_primal,0.01,0.7445,0.85375,0.45475,0.12689914089464513,0.15707258348423528,0.23401657266400394,L2_Logistic_Regression
0.25,L2_primal,0.01,0.762875,0.8625,0.47225,0.12690081148193602,0.15193475854547359,0.21899137795376888,L2_Logistic_Regression
0.5,L2_primal,0.01,0.772625,0.86375,0.4835,0.12549143347006544,0.14995288204689783,0.20398726435760764,L2_Logistic_Regression
1,L2_primal,0.01,0.777625,0.87,0.494,0.1257114802087757,0.13487384762758622,0.19990952727540873,L2_Logistic_Regression
10,L2_primal,0.01,0.7906875,0.8725,0.503,0.1258575951823146,0.13259584567948304,0.1946288827745005,L2_Logistic_Regression
1e-6,L2_primal,0.01,0.6555,0.71625,0.58325,0.13644029747061293,0.2843019088519886,0.19945135173405748,L2_Logistic_Regression
1e-5,L2_primal,0.01,0.6555,0.71625,0.58325,0.13644029747061293,0.2843019088519886,0.19945135173405748,L2_Logistic_Regression
1e-4,L2_primal,0.01,0.6555,0.71625,0.58325,0.13644029747061293,0.2843019088519886,0.19945135173405748,L2_Logistic_Regression
0.001,L2_primal,0.01,0.6555,0.71625,0.58325,0.13644029747061293,0.2843019088519886,0.19945135173405748,L2_Logistic_Regression
0.0025,L2_primal,0.01,0.657625,0.71875,0.58325,0.13540135527405275,0.2834832468705715,0.19945135173405748,L2_Logistic_Regression
0.005,L2_primal,0.01,0.658375,0.72375,0.58225,0.1344079587370454,0.2817719194186396,0.1988596573379903,L2_Logistic_Regression
0.01,L2_primal,0.01,0.6597500000000001,0.72875,0.58225,0.13292798518833857,0.2788363066920236,0.19784628696624978,L2_Logistic_Regression
0.05,L2_primal,0.01,0.6743750000000001,0.7575,0.5805,0.1269987808076643,0.254247831453869,0.19457400963677202,L2_Logistic_Regression
0.1,L2_primal,0.01,0.680125,0.7825,0.584,0.11951003143278528,0.23817511821068413,0.19515230490709753,L2_Logistic_Regression
